municipio,year,defor_ha,forest_area_2000_ha,defor_pct_2000
Toledo,2018,0,37.095068693161,0
Toledo,2019,0,37.095068693161,0
Toledo,2020,0,37.095068693161,0
Toledo,2021,0,37.095068693161,0
Toledo,2022,0,37.095068693161,0
Toledo,2023,0,37.095068693161,0
Tomave,2001,0.0725722163915634,12.0072752386332,0.604402039174249
Tomave,2002,0,12.0072752386332,0
Tomave,2003,0,12.0072752386332,0
Tomave,2004,0.434714913368225,12.0072752386332,3.6204293207966
Tomave,2005,0,12.0072752386332,0
Tomave,2006,0,12.0072752386332,0
Tomave,2007,0,12.0072752386332,0
Tomave,2008,0,12.0072752386332,0
Tomave,2009,0.0723845437169075,12.0072752386332,0.602839047813377
Tomave,2010,0,12.0072752386332,0
Tomave,2011,0,12.0072752386332,0
Tomave,2012,0,12.0072752386332,0
Tomave,2013,0,12.0072752386332,0
Tomave,2014,0,12.0072752386332,0
Tomave,2015,0,12.0072752386332,0
Tomave,2016,0,12.0072752386332,0
Tomave,2017,0,12.0072752386332,0
Tomave,2018,0,12.0072752386332,0
Tomave,2019,0,12.0072752386332,0
Tomave,2020,0,12.0072752386332,0
Tomave,2021,0,12.0072752386332,0
Tomave,2022,0,12.0072752386332,0
Tomave,2023,0,12.0072752386332,0
Tomina,2001,23.5696112513542,16276.7946297228,0.14480499255249
Tomina,2002,0.218266077339649,16276.7946297228,0.00134096474339657
Tomina,2003,1.09086140245199,16276.7946297228,0.00670194241106898
Tomina,2004,2.47344906628132,16276.7946297228,0.0151961680573434
Tomina,2005,0.436451278626919,16276.7946297228,0.00268143260731398
Tomina,2006,2.4019083827734,16276.7946297228,0.0147566424312273
Tomina,2007,0.363927021622658,16276.7946297228,0.0022358641851885
Tomina,2008,5.01812104135752,16276.7946297228,0.0308299094232841
Tomina,2009,6.61969450116158,16276.7946297228,0.0406695215596899
Tomina,2010,0.873271577060223,16276.7946297228,0.00536513236743525
Tomina,2011,5.45723935961723,16276.7946297228,0.0335277275640736
Tomina,2012,1.60022541880608,16276.7946297228,0.00983133015565562
Tomina,2013,0.727240689098835,16276.7946297228,0.00446796009682908
Tomina,2014,0.727578289806843,16276.7946297228,0.00447003421962591
Tomina,2015,0.145603641867638,16276.7946297228,0.000894547392038435
Tomina,2016,0.29119760543108,16276.7946297228,0.00178903532332667
Tomina,2017,0.727735809981823,16276.7946297228,0.00447100197881046
Tomina,2018,0.363492980599403,16276.7946297228,0.00223319756050515
Tomina,2019,1.30957663804293,16276.7946297228,0.00804566665510129
Tomina,2020,1.23712508380413,16276.7946297228,0.00760054489810318
Tomina,2021,1.38276572525501,16276.7946297228,0.00849531960506501
Tomina,2022,0.727790839970112,16276.7946297228,0.00447134006741784
Tomina,2023,0.145438477396965,16276.7946297228,0.000893532668473815
Toro Toro,2001,0.585004910826683,10747.812469922,0.00544301375246202
Toro Toro,2002,0.51199397444725,10747.812469922,0.00476370401772525
Toro Toro,2003,3.14390975981951,10747.812469922,0.0292516246316896
Toro Toro,2004,20.6957241892815,10747.812469922,0.192557548312263
Toro Toro,2005,2.77858431637287,10747.812469922,0.0258525567332776
Toro Toro,2006,0.438974477350712,10747.812469922,0.00408431463220252
Toro Toro,2007,1.16974268853664,10747.812469922,0.0108835420399285
Toro Toro,2008,4.38768537342548,10747.812469922,0.040823985212847
Toro Toro,2009,2.63284292072058,10747.812469922,0.0244965468842022
Toro Toro,2010,5.04750390350819,10747.812469922,0.0469630812561509
Toro Toro,2011,4.89720994234085,10747.812469922,0.0455647133409315
Toro Toro,2012,6.29085573554039,10747.812469922,0.0585314988807768
Toro Toro,2013,0.292487755417824,10747.812469922,0.00272137010425477
Toro Toro,2014,0.0731467455625534,10747.812469922,0.000680573333106213
Toro Toro,2015,0,10747.812469922,0
Toro Toro,2016,0.657996535301209,10747.812469922,0.00612214380500801
Toro Toro,2017,2.34021505713463,10747.812469922,0.0217738731828804
Toro Toro,2018,0,10747.812469922,0
Toro Toro,2019,0,10747.812469922,0
Toro Toro,2020,0.512047871947289,10747.812469922,0.00476420549186419
Toro Toro,2021,0,10747.812469922,0
Toro Toro,2022,0,10747.812469922,0
Toro Toro,2023,0,10747.812469922,0
Totora,2001,128.42749351263,107902.237135611,0.119022086030731
Totora,2002,72.7085231617093,107902.237135611,0.0673837031481834
Totora,2003,78.7302631437779,107902.237135611,0.072964440065158
Totora,2004,335.276181340218,107902.237135611,0.310722178001595
Totora,2005,399.92898080498,107902.237135611,0.370640119631949
Totora,2006,305.847290188074,107902.237135611,0.283448516274677
Totora,2007,44.7617569938302,107902.237135611,0.0414836227515595
Totora,2008,116.449875332415,107902.237135611,0.107921650582704
Totora,2009,169.754179857671,107902.237135611,0.157322206067261
Totora,2010,143.268164135516,107902.237135611,0.132775897830048
Totora,2011,79.6078365594149,107902.237135611,0.073777744255074
Totora,2012,86.6544811874628,107902.237135611,0.0803083267667152
Totora,2013,20.1393230110407,107902.237135611,0.0186644165548946
Totora,2014,55.7804314643145,107902.237135611,0.0516953428817325
Totora,2015,30.79336065799,107902.237135611,0.0285382040960735
Totora,2016,90.0458886623383,107902.237135611,0.0834513639871698
Totora,2017,174.055281125009,107902.237135611,0.161308315513659
Totora,2018,140.412138424814,107902.237135611,0.130129033606916
Totora,2019,358.011310130358,107902.237135611,0.331792296095223
Totora,2020,134.5173901245,107902.237135611,0.124665988116111
Totora,2021,276.828894972801,107902.237135611,0.256555287750784
Totora,2022,106.729167796671,107902.237135611,0.0989128405767289
Totora,2023,107.239467814565,107902.237135611,0.0993857686933647
Trigal,2001,67.8715444579721,19434.2546809465,0.349236672937676
Trigal,2002,13.3116476610303,19434.2546809465,0.06849579713536
Trigal,2003,31.8176606595516,19434.2546809465,0.163719479763461
Trigal,2004,17.4828604757786,19434.2546809465,0.0899589964359114
Trigal,2005,10.7531537264585,19434.2546809465,0.0553309293461151
Trigal,2006,5.12012755125761,19434.2546809465,0.0263458909812345
Trigal,2007,14.2642961889505,19434.2546809465,0.0733977012400449
Trigal,2008,1.17054872214794,19434.2546809465,0.00602312124321165
Trigal,2009,65.5370675325394,19434.2546809465,0.337224496686217
Trigal,2010,3.6577871888876,19434.2546809465,0.0188213402002688
Trigal,2011,73.7426780536771,19434.2546809465,0.379446905807894
Trigal,2012,24.9452742934227,19434.2546809465,0.12835724705141
Trigal,2013,10.6067070439458,19434.2546809465,0.0545773800851993
Trigal,2014,21.5763314217329,19434.2546809465,0.111022170780167
Trigal,2015,30.9399716928601,19434.2546809465,0.15920328410224
Trigal,2016,67.9554521963,19434.2546809465,0.349668424706424
Trigal,2017,108.400048576295,19434.2546809465,0.557778265006334
Trigal,2018,26.2609665319324,19434.2546809465,0.1351272120442
Trigal,2019,23.6250821352005,19434.2546809465,0.121564127480344
Trigal,2020,14.0420862957835,19434.2546809465,0.0722543083144347
Trigal,2021,13.6056550219655,19434.2546809465,0.0700086277829045
Trigal,2022,24.209858737886,19434.2546809465,0.12457312685946
Trigal,2023,22.6015165820718,19434.2546809465,0.116297316018147
Trinidad,2001,246.944234728813,107193.41354686,0.230372582193084
Trinidad,2002,384.876025617123,107193.41354686,0.359048203506339
Trinidad,2003,202.320033356547,107193.41354686,0.1887429709178
Trinidad,2004,311.628756813705,107193.41354686,0.29071632901911
Trinidad,2005,826.561215475202,107193.41354686,0.771093286542149
Trinidad,2006,405.859263025224,107193.41354686,0.378623321709781
Trinidad,2007,318.897876963019,107193.41354686,0.297497641329998
Trinidad,2008,1534.075817056,107193.41354686,1.43112880380973
Trinidad,2009,235.33454862982,107193.41354686,0.21954198569014
Trinidad,2010,532.908748038113,107193.41354686,0.497146914539809
