muni_key,year,dept,muni_rel,muni_code,muni_name,agro_strict_bob_mm,p10_agropecuario_bob_mm,rural_total_bob_mm,total_presupuesto_bob_mm,agro_share_pct,p10_share_pct,area_antropico_ha,area_natural_ha,area_total_ha,antropico_share_pct,natural_share_pct,lc_antrop_1985_kha,lc_antrop_2024_kha,lc_change_antrop_ha,lc_change_antrop_pp,gasto_agrop_por_ha_antrop,gasto_por_ha_natural
COLQUIRI,2015,La Paz,50,1221,Colquiri,2.554852,0.68588,6.119852,44.426534,5.75073445972625,1.54385214925837,5065.37814093627,100579.934894955,105645.313035891,4.79470219300255,95.2052978069974,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,504.375375128019,25.40120952224
COLQUIRI,2016,La Paz,50,1221,Colquiri,1.2816,0.50708,4.422058,37.637843,3.40508354849134,1.34726105319054,5206.07517283325,100439.237863055,105645.313035888,4.927880871596,95.072119128404,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,246.173932848251,12.7599534531257
COLQUIRI,2017,La Paz,50,1221,Colquiri,0.75586,0.15562,3.3708,41.604685,1.816766549248,0.374044413507758,4890.119765094,100755.193270797,105645.313035891,4.62880900682518,95.3711909931748,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,154.568811462529,7.50194581006354
COLQUIRI,2018,La Paz,50,1221,Colquiri,0.534594,0.1,6.886984,47.752689,1.11950554239993,0.209412290897378,4830.31081809082,100815.002217799,105645.31303589,4.57219603907073,95.4278039609293,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,110.67486547611,5.30272269245279
COLQUIRI,2019,La Paz,50,1221,Colquiri,2.215004,0.1,6.570826,49.883887,4.44031957653982,0.200465533088871,5326.53429420169,100318.778741688,105645.31303589,5.04190308224291,94.9580969177571,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,415.843375384101,22.0796547544048
COLQUIRI,2020,La Paz,50,1221,Colquiri,0.373653,0.158613,7.30266,49.481438,0.755137714469818,0.320550506232256,6085.34062686154,99559.9724090282,105645.31303589,5.76016147994586,94.2398385200542,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,61.402150333318,3.75304443099782
COLQUIRI,2021,La Paz,50,1221,Colquiri,0.94986,0.135,3.538545,31.970645,2.97103796310647,0.422262359736565,6458.30877847902,99187.0042574092,105645.313035888,6.11319952858211,93.8868004714179,5.25828849751585,12.6414713416625,7383.18284414662,6.98865158517606,147.075655962009,9.57645618104295
COMANCHE,2012,La Paz,70,1241,Comanche,0.206375,0.206375,0.226375,7.076679,2.91626905784479,2.91626905784479,15602.7423186527,27974.9990002697,43577.7413189224,35.8043850975765,64.1956149024235,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,13.2268415247289,7.37712269437472
COMANCHE,2013,La Paz,70,1241,Comanche,0.346875,0.234175,0.539425,7.419331,4.67528676103007,3.15628188040135,16144.9895339844,27432.7517849371,43577.7413189215,37.0487066225579,62.9512933774421,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,21.4849937976017,12.644557232879
COMANCHE,2014,La Paz,70,1241,Comanche,0.025,0.025,0.125,4.447772,0.562079171324429,0.562079171324429,16979.0996215213,26598.6416974006,43577.7413189218,38.9627803269116,61.0372196730885,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,1.47239845205408,0.939897618999214
COMANCHE,2015,La Paz,70,1241,Comanche,0.025,0.025,0.115,9.744158,0.25656398428679,0.25656398428679,15542.4951740176,28035.2461449051,43577.7413189227,35.6661329926905,64.3338670073095,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,1.60849334164778,0.891734635422251
COMANCHE,2016,La Paz,70,1241,Comanche,0.08,0.08,0.185,7.224933,1.10727670415767,1.10727670415767,15303.0429167726,28274.6984021492,43577.7413189218,35.1166500456687,64.8833499543313,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,5.22771846325529,2.82938473338124
COMANCHE,2018,La Paz,70,1241,Comanche,0.035,0.035,0.155,10.468262,0.334343943626936,0.334343943626936,16372.3741860961,27205.3671328255,43577.7413189216,37.5704974387628,62.4295025612372,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,2.13774737873527,1.286510850198
COMANCHE,2019,La Paz,70,1241,Comanche,0.04,0.04,0.185,11.511836,0.347468466368006,0.347468466368006,16463.1540695071,27114.5872494151,43577.7413189221,37.7788145306157,62.2211854693843,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,2.42966808371719,1.47522068590083
COMANCHE,2020,La Paz,70,1241,Comanche,0.035,0.035,0.135,11.714412,0.298777266840197,0.298777266840197,16471.8938600463,27105.8474588756,43577.7413189219,37.7988701605654,62.2011298394347,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,2.12483156444414,1.2912343011264
COMANCHE,2021,La Paz,70,1241,Comanche,0.02,0.02,1.915,12.340042,0.162074002665469,0.162074002665469,15849.4286181579,27728.312700763,43577.7413189209,36.3704683594426,63.6295316405574,16.7304385509639,19.2293164632382,2498.87791227424,5.73429883386231,1.26187514274723,0.721284422021455
COMARAPA,2012,Santa Cruz,287,1741,Comarapa,3.22731,0.02,3.953317,24.260625,13.3026663575238,0.0824381070149677,10240.0964674499,279863.328606961,290103.425074411,3.52980888275392,96.4701911172461,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,315.164023137733,11.5317359229026
COMARAPA,2013,Santa Cruz,287,1741,Comarapa,0.953205,0.3,2.882384,27.37294,3.48228944351612,1.09597288416955,10363.9037966858,279739.521277719,290103.425074405,3.57248584501464,96.4275141549854,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,91.9735476804428,3.40747347977936
COMARAPA,2014,Santa Cruz,287,1741,Comarapa,1.821098,0.587228,3.79859,34.56714,5.26829237246703,1.6988041243794,10684.9255023071,279418.499572085,290103.425074392,3.68314352013154,96.3168564798685,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,170.436190650724,6.51745679970696
COMARAPA,2015,Santa Cruz,287,1741,Comarapa,1.28381,0.25,5.143365,39.532812,3.24745429189302,0.632386079695014,10843.6228368286,279259.802237571,290103.4250744,3.73784722950018,96.2621527704998,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,118.393088667724,4.59718867417889
COMARAPA,2016,Santa Cruz,287,1741,Comarapa,0.594356,0.13,3.286094,35.970279,1.65235304402282,0.361409484758236,11235.7865705505,278867.638503852,290103.425074403,3.87302789261067,96.1269721073893,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,52.8984772243568,2.1313193714006
COMARAPA,2017,Santa Cruz,287,1741,Comarapa,0.584034,0.167132,3.739728,31.280579,1.86708180817241,0.534299572907522,11338.8336265441,278764.591447854,290103.425074399,3.90854869212118,96.0914513078788,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,51.5074141870095,2.0950795686304
COMARAPA,2018,Santa Cruz,287,1741,Comarapa,0.12,0.12,2.16,41.602247,0.288445958219516,0.288445958219516,12012.7912564697,278090.633817929,290103.425074399,4.14086502197931,95.8591349780207,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,9.98935196974904,0.431513993666418
COMARAPA,2019,Santa Cruz,287,1741,Comarapa,1.398262,0.12,9.003355,48.956201,2.85614890746935,0.245117058817534,12333.1600122192,277770.265062181,290103.425074401,4.25129762223808,95.7487023777619,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,113.374187849234,5.03387934517392
COMARAPA,2020,Santa Cruz,287,1741,Comarapa,,,2.53895,38.780495,,,13329.454139624,276773.970934782,290103.425074406,4.59472484208184,95.4052751579182,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,,
COMARAPA,2021,Santa Cruz,287,1741,Comarapa,0.166504,0.096,3.411953,25.718389,0.647412246544681,0.373273769208484,13612.9319617371,276490.493112678,290103.425074415,4.69244096592282,95.3075590340772,3.72312523358766,18.050485692102,14327.3604585143,4.93870779183002,12.2313106734101,0.602205154056219
COMBAYA,2012,La Paz,60,1231,Combaya,0.753861,0.03,1.038226,6.204084,12.1510443765752,0.483552447065514,1727.08111838378,8138.34780034783,9865.4289187316,17.5063966565564,82.4936033434436,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,436.494263052029,92.6307179901774
COMBAYA,2013,La Paz,60,1231,Combaya,0.057597,0.03,0.182597,4.765819,1.20854358925507,0.629482571620953,1747.57275092162,8117.85616780996,9865.42891873158,17.7141081783427,82.2858918216573,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,32.9582845518878,7.0950998403238
COMBAYA,2014,La Paz,60,1231,Combaya,0.306647,0.246647,0.522647,9.074029,3.37939188865277,2.71816411430909,1699.70106921386,8165.72784951774,9865.4289187316,17.2288613421219,82.7711386578782,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,180.412312231956,37.5529292245651
COMBAYA,2015,La Paz,60,1231,Combaya,2.014452,0.02,2.604452,11.191793,17.9993679296963,0.178702375928504,1728.11092264404,8137.31799608756,9865.4289187316,17.5168351713818,82.4831648286182,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,1165.69600573894,247.557241952269
COMBAYA,2016,La Paz,60,1231,Combaya,1.149097,0.02,1.249097,8.694589,13.21623138253,0.230028124388628,1782.53038984375,8082.89852888783,9865.42891873158,18.0684530244726,81.9315469755274,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,644.643707926195,142.163976931442
COMBAYA,2017,La Paz,60,1231,Combaya,0.025,0.02,0.11,5.885355,0.424783211887813,0.33982656951025,1852.53508922729,8012.89382950425,9865.42891873155,18.7780491298242,81.2219508701758,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,13.4950210365126,3.11997145250416
COMBAYA,2018,La Paz,60,1231,Combaya,0.025,0.015,0.12,8.943387,0.279536153361137,0.167721692016682,1855.89316781006,8009.53575092149,9865.42891873155,18.8120879801411,81.1879120198589,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,13.4706029601369,3.12127953197834
COMBAYA,2019,La Paz,60,1231,Combaya,1.359502,0.027832,1.504502,10.816758,12.5684793909598,0.257304452960859,1825.32455107422,8040.10436765734,9865.42891873156,18.5022320480001,81.4977679519999,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,744.800150307474,169.090093589932
COMBAYA,2020,La Paz,60,1231,Combaya,0.128001,0.128001,0.253001,8.397719,1.52423533104644,1.52423533104644,1865.97303936766,7999.45587936382,9865.42891873148,18.9142616579472,81.0857383420529,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,68.5974541429479,16.0012133237967
COMBAYA,2021,La Paz,60,1231,Combaya,0.085388,0.080388,0.157388,5.213851,1.63771461823516,1.54181621223928,1900.8456222534,7964.5832964781,9865.42891873151,19.2677443414981,80.7322556585019,1.73515879244385,3.26968539314575,1534.52660070191,15.5545857493156,44.921059869541,10.7209626444309
CONCEPCI ON,2012,Santa Cruz,283,1737,Concepción,1.15,1.15,5.313244,48.251464,2.38334737366725,2.38334737366725,98389.1996187667,3414843.04858887,3513232.24820764,2.80053217856469,97.1994678214353,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,11.6882747746293,0.336765111496184
CONCEPCI ON,2013,Santa Cruz,283,1737,Concepción,0.67,0.67,3.555379,43.982895,1.52331946316858,1.52331946316858,102949.764177775,3410282.48402983,3513232.2482076,2.93034325385971,97.0696567461403,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,6.50802850643771,0.196464663305041
CONCEPCI ON,2014,Santa Cruz,283,1737,Concepción,0.52,0.52,4.587195,40.439979,1.28585625625572,1.28585625625572,108227.240360197,3405005.00784744,3513232.24820764,3.08056037045123,96.9194396295488,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,4.80470534284491,0.152716368640154
CONCEPCI ON,2015,Santa Cruz,283,1737,Concepción,0.815,0.815,7.214,49.722459,1.63909833984679,1.63909833984679,116013.460905894,3397218.78730173,3513232.24820763,3.30218592764772,96.6978140723523,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,7.0250468664244,0.23990212318569
CONCEPCI ON,2016,Santa Cruz,283,1737,Concepción,0.843327,0.763327,4.654762,42.249111,1.99608223709133,1.80672914040724,125937.929790629,3387294.31841701,3513232.24820764,3.58467419439404,96.415325805606,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,6.69637019920867,0.248967736702051
CONCEPCI ON,2017,Santa Cruz,283,1737,Concepción,0.869094,0.789094,4.485387,41.143001,2.11237386402611,1.91793009945969,141937.409733254,3371294.83847441,3513232.24820766,4.04008046452568,95.9599195354743,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,6.12307919126681,0.257792344378069
CONCEPCI ON,2018,Santa Cruz,283,1737,Concepción,0.763,0.613,3.934375,40.894551,1.86577424459312,1.49897721092475,157635.773555314,3355596.47465232,3513232.24820763,4.48691582048798,95.513084179512,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,4.84027186717402,0.227381333173875
CONCEPCI ON,2019,Santa Cruz,283,1737,Concepción,1.1627,1.0627,4.75574,46.187923,2.5173247127826,2.3008178999519,166857.572863105,3346374.67534452,3513232.24820763,4.74940342894301,95.250596571057,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,6.9682183436404,0.347450633237982
CONCEPCI ON,2020,Santa Cruz,283,1737,Concepción,0.4766,0.4766,6.136881,53.832296,0.885342137366759,0.885342137366759,190050.904882457,3323181.3433252,3513232.24820766,5.40957418853864,94.5904258114614,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,2.50774917538419,0.143416789744947
CONCEPCI ON,2021,Santa Cruz,283,1737,Concepción,0.048,0.048,0.94834,28.801988,0.166655162831121,0.166655162831121,214594.391273333,3298637.85693425,3513232.24820759,6.10817549516737,93.8918245048326,8.11152648494875,309.427048726209,301315.52224126,8.57658990221887,0.223677793791271,0.0145514609611044
COPACABANA,2012,La Paz,61,1232,Copacabana,0.113,0.05,4.995564,26.405653,0.427938669041815,0.189353393381334,3143.74698230585,14204.198646539,17347.9456288448,18.1217248979538,81.8782751020462,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,35.9443684991206,7.95539423320682
COPACABANA,2013,La Paz,61,1232,Copacabana,3.653613,3.604613,4.554342,29.349396,12.4486820785,12.2817280464647,4177.79244551393,13170.1531833308,17347.9456288448,24.0823468951127,75.9176531048874,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,874.531956206492,277.416135495242
COPACABANA,2014,La Paz,61,1232,Copacabana,0.1115,0.063,2.54624,28.08017,0.397077368121347,0.224357616068564,4185.50972405396,13162.3499777095,17347.9456288448,24.1268321540888,75.8726725303094,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,26.639527166599,8.47113168916081
COPACABANA,2015,La Paz,61,1232,Copacabana,0.03,0.03,2.423,36.697849,0.0817486605277601,0.0817486605277601,3292.55794481199,14055.3017569515,17347.9456288448,18.9795265402342,81.019978144164,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,9.1114569592527,2.13442589271785
COPACABANA,2016,La Paz,61,1232,Copacabana,0.111864,0.06,2.811409,28.637693,0.390618057117939,0.209514083414471,4106.68918138427,13241.1705061704,17347.9456288449,23.6724812796045,76.3270233228879,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,27.2394610498117,8.44819572014964
COPACABANA,2017,La Paz,61,1232,Copacabana,0.05,0.05,1.795604,24.652513,0.202819079742499,0.202819079742499,3893.6309437744,13454.056886633,17347.9456288449,22.444334488231,77.5541794658532,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,12.8414841370485,3.71635116614353
COPACABANA,2018,La Paz,61,1232,Copacabana,0.110758,0.06,0.655758,40.399839,0.274154557893164,0.148515443341247,4403.14575539558,12944.7998734493,17347.9456288449,25.3813670482939,74.6186329517061,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,25.1542888091492,8.55617708136009
COPACABANA,2019,La Paz,61,1232,Copacabana,1.311676,0.06,1.901383,28.869581,4.54345354025055,0.207831211682636,4559.04636090095,12788.8992679441,17347.945628845,26.2800360252483,73.7199639747518,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,287.708414472186,102.563635268265
COPACABANA,2020,La Paz,61,1232,Copacabana,0.165559,0.165559,2.912418,30.613916,0.540796544943809,0.540796544943809,5340.01868856206,12007.9269402831,17347.9456288452,30.7818505015543,69.2181494984457,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,31.0034495487096,13.7874756253386
COPACABANA,2021,La Paz,61,1232,Copacabana,0.055,0.055,1.52727,22.311342,0.246511393173929,0.246511393173929,4307.21196356208,13040.7336652831,17347.9456288452,24.828369051378,75.171630948622,3.00938909415286,5.20788004971927,2198.49095556642,12.6729181806454,12.7692810257044,4.21755412016582
CORIPATA,2012,La Paz,93,1266,Coripata,0.919103,0.919103,2.927459,16.822859,5.46341736562138,5.46341736562138,6448.37595866675,62678.676213983,69127.0521726498,9.32829587837981,90.6717041216202,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,142.532477307671,14.6637270522787
CORIPATA,2013,La Paz,93,1266,Coripata,1.100772,1.100772,3.711371,20.442642,5.38468559983587,5.38468559983587,6364.9022895444,62762.1498831052,69127.0521726496,9.20754189495541,90.7924581050446,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,172.944053172385,17.5387873431709
CORIPATA,2014,La Paz,93,1266,Coripata,0.52097,0.52097,3.980685,28.752374,1.81191994789717,1.81191994789717,6355.16364484838,62771.888527799,69127.0521726474,9.19345385794279,90.8065461420572,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,81.9758591774909,8.29941574514337
CORIPATA,2015,La Paz,93,1266,Coripata,3.097078,3.097078,8.285688,41.019107,7.55033014248701,7.55033014248701,6274.16066624117,62852.891506406,69127.0521726472,9.07627400423677,90.9237259957632,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,493.624273389137,49.2750281772533
CORIPATA,2016,La Paz,93,1266,Coripata,1.425784,1.425784,5.46935,30.527195,4.67053720461379,4.67053720461379,6563.80841323827,62563.243759409,69127.0521726472,9.49528181361608,90.5047181863839,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,217.219015278447,22.7894833183993
CORIPATA,2017,La Paz,93,1266,Coripata,0.065002,0.065002,3.915859,33.401946,0.194605428078951,0.194605428078951,6542.24436751686,62584.8078051302,69127.052172647,9.46408701354341,90.5359129864566,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,9.93573403077755,1.03862266705997
CORIPATA,2018,La Paz,93,1266,Coripata,2.809392,2.809392,6.767522,40.277143,6.9751521352942,6.9751521352942,6725.65740042087,62401.3947722262,69127.0521726471,9.72941444634919,90.2705855536508,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,417.712623872902,45.0213013708215
CORIPATA,2019,La Paz,93,1266,Coripata,0.443283,0.443283,5.224865,35.472182,1.24966375059758,1.24966375059758,6866.46175071989,62260.5904219275,69127.0521726474,9.93310366189296,90.0668963381071,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,64.5577032382836,7.11980077599586
CORIPATA,2020,La Paz,93,1266,Coripata,0.25,0.25,5.412298,32.915661,0.759516875568745,0.759516875568745,7300.92750122641,61826.1246714224,69127.0521726488,10.5616068843669,89.4383931156331,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,34.2422246978901,4.04359809592847
CORIPATA,2021,La Paz,93,1266,Coripata,1.37169,1.37169,5.159277,26.865892,5.10569312197042,5.10569312197042,7678.15213322704,61448.9000394201,69127.0521726472,11.1073044371263,88.8926955628737,5.25046011708342,9.76414427543256,4513.68415834913,6.52954815298152,178.648452934924,22.3224500214006
COROCORO,2012,La Paz,67,1238,Corocoro,1.206756,1.012192,2.195402,18.502081,6.52227173797369,5.47069272910436,,,,,,,,,,,
COROCORO,2013,La Paz,67,1238,Corocoro,0.941502,0.591502,1.176197,17.617521,5.34412304659662,3.35746442419453,,,,,,,,,,,
COROCORO,2014,La Paz,67,1238,Corocoro,0.35,,0.52,28.712221,1.2189931249136,,,,,,,,,,,,
COROCORO,2015,La Paz,67,1238,Corocoro,0.397,0.097,1.262126,24.549339,1.61715148420086,0.395122654829932,,,,,,,,,,,
COROCORO,2016,La Paz,67,1238,Corocoro,0.89554,0.71354,1.753595,20.331454,4.40470219198293,3.50953748807144,,,,,,,,,,,
COROCORO,2017,La Paz,67,1238,Corocoro,0.522842,0.497568,0.932227,20.868176,2.50545136287906,2.38433871748063,,,,,,,,,,,
COROCORO,2018,La Paz,67,1238,Corocoro,0.324134,0.30595,0.557134,24.336789,1.33186839069032,1.25715023456874,,,,,,,,,,,
COROCORO,2019,La Paz,67,1238,Corocoro,0.50012,0.36692,1.02082,23.723919,2.10808340729877,1.54662473767509,,,,,,,,,,,
COROCORO,2020,La Paz,67,1238,Corocoro,0.38061,0.38061,2.36351,27.118601,1.40350160393599,1.40350160393599,,,,,,,,,,,
COROCORO,2021,La Paz,67,1238,Corocoro,0.113732,0.113732,0.50226,18.964034,0.599724721016636,0.599724721016636,,,,,,,,,,,
COROICO,2012,La Paz,92,1265,Coroico,1.008059,1.008059,3.05246,20.093097,5.0169418880524,5.0169418880524,4843.67696298215,103566.957147295,108410.634110277,4.4678983779904,95.5321016220096,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,208.118544590009,9.73340366238937
COROICO,2013,La Paz,92,1265,Coroico,0.206989,0.206989,2.638219,21.608815,0.957891490116418,0.957891490116418,4658.51783213501,103752.116278141,108410.634110276,4.29710412670066,95.7028958732994,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,44.4323725825766,1.99503400436768
COROICO,2014,La Paz,92,1265,Coroico,0.397911,0.397911,3.498478,30.578404,1.30128112637926,1.30128112637926,4509.50653982545,103901.12757045,108410.634110276,4.15965331891553,95.8403466810845,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,88.2382576643081,3.8297081976343
COROICO,2015,La Paz,92,1265,Coroico,2.220499,2.220499,7.106018,40.342344,5.50413976936987,5.50413976936987,4677.19249935915,103733.441610918,108410.634110277,4.3143299896221,95.6856700103779,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,474.750397873135,21.4058163454041
COROICO,2016,La Paz,92,1265,Coroico,0.480998,0.480998,5.327841,34.666436,1.38750346300381,1.38750346300381,5150.79623204345,103259.837878234,108410.634110277,4.75119094571846,95.2488090542815,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,93.3832320928712,4.65813243448246
COROICO,2017,La Paz,92,1265,Coroico,0.1,0.1,5.450218,41.009062,0.243848542548962,0.243848542548962,5531.92385263672,102878.710257639,108410.634110276,5.10275020346215,94.8972497965378,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,18.0768938011206,0.972018406428015
COROICO,2018,La Paz,92,1265,Coroico,0.166201,0.166201,5.232153,36.691859,0.452964239288067,0.452964239288067,6156.55136858527,102254.082741692,108410.634110277,5.67891832670467,94.3210816732953,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,26.995795218743,1.62537275328015
COROICO,2019,La Paz,92,1265,Coroico,0.370448,0.370448,5.980448,39.112061,0.947145178567808,0.947145178567808,6438.07221082765,101972.561899449,108410.634110276,5.93859842594296,94.0614015740571,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,57.540205805237,3.63282036951553
COROICO,2020,La Paz,92,1265,Coroico,0.15,0.15,6.707239,40.241565,0.372748922662426,0.372748922662426,7178.39786917731,101232.236241099,108410.634110277,6.62148868336601,93.378511316634,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,20.8960276002633,1.48174144491635
COROICO,2021,La Paz,92,1265,Coroico,0.1375,0.1375,3.912534,27.143366,0.506569450524301,0.506569450524301,7256.5209603211,101154.113149955,108410.634110276,6.69355088629007,93.3064491137099,5.70392205004282,10.3631789146119,4659.2568645691,4.29778582406455,18.9484741726586,1.35931200144243
CORQUE,2012,Oruro,175,1414,Corque,3.079166,1.21,6.556439,28.330572,10.8687039569833,4.27100448236626,13443.8706621763,322687.269495154,336131.14015733,3.99959095009279,96.0004090499072,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,229.038650949171,9.54226054476018
CORQUE,2013,Oruro,175,1414,Corque,1.306202,1.088,3.240658,32.226182,4.05323224451472,3.37613683184685,12589.7656717653,323541.374485574,336131.140157339,3.74549221053191,96.2545077894681,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,103.751097046181,4.03720235805032
CORQUE,2014,Oruro,175,1414,Corque,2.899323,1.81,3.676323,32.346242,8.96339982864161,5.59570413156496,17145.486982672,318985.653174658,336131.14015733,5.10083266151624,94.8991673384838,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,169.101233632511,9.08919561473975
CORQUE,2015,Oruro,175,1414,Corque,2.725,2.605,9.177154,39.915451,6.82693025314934,6.52629479246019,19645.195207153,316485.944950174,336131.140157327,5.84450318942722,94.1554968105728,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,138.710762161722,8.61017698725615
CORQUE,2016,Oruro,175,1414,Corque,1.88,1.72,3.235,24.187965,7.77246039507664,7.11097440400629,22220.3792755003,313910.760881827,336131.140157328,6.61062800224339,93.3893719977566,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,84.607016680082,5.98896321591133
CORQUE,2017,Oruro,175,1414,Corque,0.57,0.555,1.238,19.433846,2.93302725564461,2.85584232786449,22863.4533670896,313267.686790234,336131.140157323,6.80194443049476,93.1980555695053,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,24.9306170353284,1.81953014637503
CORQUE,2018,Oruro,175,1414,Corque,0.3,0.3,2.484883,22.094355,1.35781288931041,1.35781288931041,22644.5103586179,313486.62979871,336131.140157328,6.73680824335972,93.2631917566403,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,13.2482440666167,0.956978612429596
CORQUE,2019,Oruro,175,1414,Corque,0.84,0.805,1.674,22.127444,3.79619082981297,3.6380162119041,24621.8272122984,311509.312945036,336131.140157334,7.32506580639139,92.6749341936086,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,34.1160707837486,2.69654859451414
CORQUE,2020,Oruro,175,1414,Corque,0.516999,0.516999,1.185999,22.314967,2.31682619113889,2.31682619113889,24887.9455235654,311243.194633765,336131.14015733,7.40423678446344,92.5957632155366,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,20.7730686130952,1.6610772826964
CORQUE,2021,Oruro,175,1414,Corque,0.711,0.711,1.355,17.737234,4.00851677324661,4.00851677324661,24808.0028885618,311323.137268764,336131.140157326,7.38045361609473,92.6195463839053,10.0916974620786,36.0129901351189,25921.2926730404,7.71166059202521,28.6601063049626,2.28380070378835
COTAGAITA,2012,Potosí,213,1517,Cotagaita,8.344787,2.599015,10.09453,83.385053,10.0075333645228,3.11688354986115,5556.04992158197,637102.431446453,642658.481368035,0.864541600657746,99.1354583993423,4.95715172733761,5.35235415922852,395.202431890906,0.0614949375677146,1501.92800960723,13.0980303764566
COTAGAITA,2013,Potosí,213,1517,Cotagaita,3.555984,0.905285,6.935148,85.615617,4.15342915767342,1.0573830239406,5665.36818229976,636993.11318577,642658.48136807,0.881551920117746,99.1184480798823,4.95715172733761,5.35235415922852,395.202431890906,0.0614949375677146,627.670415333273,5.5824528183917
COTAGAITA,2014,Potosí,213,1517,Cotagaita,1.144917,0.5502,7.691645,101.633614,1.12651410782263,0.541356327248188,5726.20745056147,636932.273917478,642658.481368039,0.891018731811021,99.108981268189,4.95715172733761,5.35235415922852,395.202431890906,0.0614949375677146,199.943332456064,1.79754904388522
