year,commoditie,producer_price_BOB_t,reference_price_BOB_t,price_gap_pct
2013,Soybeans,2396.0425,2780.047444,-13.812891748620093
2013,Wheat,3178.6,2801.883953,13.445098131085942
2014,Bananas,1787.018577,1828.796609,-2.2844548045637736
2014,Beans,10250.53312,5770.071549,77.65001755960029
2014,Beef and Veal,9248.049253,8118.186724,13.9176711181052
2014,Eggs,7528.708597,13084.39703,-42.46040853286458
2014,Maize,1609.02805,1788.540333,-10.036803738101675
2014,Milk,2765.542555,2185.265233,26.554091157318105
2014,Pigmeat,18886.235,20053.93608,-5.822802443080288
2014,Potatoes,3210,2692.197786,19.233438816890835
2014,Poultry Meat,9664.016777,16139.66054,-40.122552435046444
2014,Refined Sugar,144.1094538,120.621391,19.472551763227486
2014,Rice,2555.801641,2638.317481,-3.1275932708721643
2014,Sorghum,1109.055,720.855149,53.8526847645504
2014,Soybeans,2599.8875,3029.48005,-14.180405314106636
2014,Wheat,3178.6,2827.465454,12.41870331265238
2015,Bananas,1781.873488,1821.623734,-2.1821326357400195
2015,Beans,10310.53312,5448.021599,89.25279448033996
2015,Beef and Veal,10221.50325,7814.782708,30.79702445899408
2015,Eggs,7844.157282,12829.66938,-38.85924064241163
2015,Maize,974.31,1598.002613,-39.02951146175629
2015,Milk,3315.275948,1629.621319,103.43842519404349
2015,Pigmeat,22321.03174,16696.81536,33.684365902935866
2015,Potatoes,3682.608696,2924.593978,25.918630883537986
2015,Poultry Meat,8851.666667,15228.76711,-41.875356008382745
2015,Refined Sugar,158.0208207,264.4298796,-40.240936107887556
2015,Rice,2095.334757,2300.742719,-8.927897948071251
2015,Sorghum,756.645,619.2510382,22.187118522944772
2015,Soybeans,1977.9875,2936.74,-32.646829477583985
2015,Wheat,1744.775,2022.904094,-13.749000500070164
2016,Bananas,1935.528899,1724.493702,12.237516249276513
2016,Beans,10568.13312,6242.457764,69.29442728384956
2016,Beef and Veal,10330.1212,5896.742117,75.18353346704446
2016,Eggs,8222.695703,11867.24685,-30.711008147605867
2016,Maize,1604.8475,1498.875498,7.070100361331
2016,Milk,3315.186223,1466.629607,126.04113589260169
2016,Pigmeat,20779.34054,15781.2665,31.67093110049184
2016,Potatoes,3709.927536,3251.696525,14.092059559586367
2016,Poultry Meat,8901.666667,11480.57727,-22.46324851398348
2016,Refined Sugar,197.6385939,166.0395981,19.03099993109414
2016,Rice,1952.012076,2546.462069,-23.344152667211794
2016,Sorghum,1340.54,758.3554157,76.76935804073008
2016,Soybeans,1934.8,2102.917293,-7.994479552743872
2016,Wheat,2055.725,1486.263404,38.31498471047598
2017,Bananas,1629.177798,1616.317454,0.795657064036126
2017,Beans,10842.53312,6342.363061,70.95415408607117
2017,Beef and Veal,9933.937176,5923.441191,67.70550860019502
2017,Eggs,7717.977808,14333.43363,-46.15401998411458
2017,Maize,1264.53,1447.942122,-12.667089327207236
2017,Milk,3320,1452.85135,128.51615204817756
2017,Pigmeat,18982.02943,17368.29749,9.291249996893036
2017,Potatoes,3086.956522,2621.542547,17.753439688881013
2017,Poultry Meat,7969.166667,11837.74981,-32.680054952099034
2017,Refined Sugar,196.1962172,247.8023346,-20.82551703288109
2017,Rice,2073.312953,2723.113629,-23.862415034022067
2017,Sorghum,946.67,599.1191676,58.01030098773958
2017,Soybeans,2021.175,2432.09324,-16.89566145087432
2017,Wheat,2003.9,1178.661462,70.01489101032472
2018,Bananas,1844.823544,1635.895351,12.771488889694883
2018,Beans,10553.73312,5259.992455,100.64160187089092
2018,Beef and Veal,9994.660004,6531.319952,53.02664817300011
2018,Eggs,7791.582501,13082.10351,-40.440904667631706
2018,Maize,1036.5,1580.530706,-34.42076157930715
2018,Milk,3320,1474.429225,125.17187964719025
2018,Pigmeat,18176.11034,15750.06915,15.40336849886148
2018,Potatoes,2702.391304,2623.744389,2.9975067437867153
2018,Poultry Meat,8058.333333,12450.23345,-35.275644706887
2018,Refined Sugar,159.6937818,100.4563333,58.9683562539506
2018,Rice,1877.717391,2422.673394,-22.493993798323775
2018,Sorghum,863.75,658.2280488,31.223517681247735
2018,Soybeans,2176.65,2761.931448,-21.191020089358847
2018,Wheat,2107.55,1309.784701,60.90812470102291
2019,Bananas,1932.810426,1603.217996,20.558179288301837
2019,Beans,10197.73312,5560.787915,83.38647824514274
2019,Beef and Veal,9995.056757,10851.04959,-7.888571754283169
2019,Eggs,7662.535312,10363.87324,-26.064945657324547
2019,Maize,1305.99,1465.453461,-10.881509733593653
2019,Milk,3320,1791.557084,85.31365981302999
2019,Pigmeat,17969.21485,14217.99174,26.38363545708462
2019,Potatoes,3612.529644,3062.91725,17.944082361350123
2019,Poultry Meat,7533.333333,12159.23964,-38.04437155578587
2019,Refined Sugar,125.9059622,85.0945771,47.960030463562894
2019,Rice,1486.526268,1873.346373,-20.648616325049463
2019,Sorghum,970.855,674.2515663,43.99002516636794
2019,Soybeans,1796.6,2544.726392,-29.39908959768435
2019,Wheat,2107.55,1507.169712,39.83494912482692
2020,Bananas,1907.488035,1827.782716,4.360765549552337
2020,Beans,8753.48864,5683.677892,54.010990881817555
2020,Beef and Veal,9500,9643.496527,-1.4880134668813882
2020,Eggs,8075.486317,8968.823257,-9.960469889991053
2020,Maize,1198.885,1511.148545,-20.66398740436203
2020,Milk,3320,2353.911153,41.04185690138493
2020,Pigmeat,17228.4774,15786.17517,9.136489456552766
2020,Potatoes,3005.608696,2260.689107,32.95099652107978
2020,Poultry Meat,7583.333333,9358.376462,-18.967425986843146
2020,Refined Sugar,118.5700859,82.6592619,43.4444043831947
2020,Rice,1955.955616,2417.661231,-19.097200595346774
2020,Sorghum,919.03,721.4078314,27.39395942188272
2020,Soybeans,2107.55,2429.244021,-13.242556870329325
2020,Wheat,2107.55,1535.087373,37.29185954290304
2021,Bananas,1823.03019,1940.755954,-6.065974640312765
2021,Beans,8058.28864,6463.022957,24.68296482332919
2021,Beef and Veal,9700,13244.86582,-26.764074987057896
2021,Eggs,7665.403027,10809.07291,-29.083621779363135
2021,Maize,1478.74,1952.153448,-24.25083174096876
2021,Milk,3200,2527.222186,26.62123725119909
2021,Pigmeat,17555.40174,16452.43172,6.70399390662233
2021,Potatoes,2765.072464,2372.559028,16.543884951552812
2021,Poultry Meat,8941.666667,9359.50138,-4.464283897568055
2021,Refined Sugar,107.2066056,84.86091733,26.33213141345616
2021,Rice,2151.551178,2987.820287,-27.989270728182845
2021,Sorghum,1185.065,1081.909503,9.534577218701079
2021,Soybeans,2643.075,3136.077242,-15.720347553862958
2021,Wheat,2038.45,1706.739272,19.43534864650376
2022,Bananas,1845.281471,2138.846679,-13.725397471559496
2022,Beans,7504.9664,7401.095867,1.4034480145452166
2022,Beef and Veal,10200,17288.8022,-41.00227487130369
2022,Eggs,7857.539953,16091.522,-51.1696907663551
2022,Maize,2029.8125,2218.75889,-8.515859512792757
2022,Milk,3000,2781.001442,7.87480922133228
2022,Pigmeat,18378.34431,15613.2469,17.7099448161548
2022,Potatoes,3887.905138,3093.712663,25.67117769204412
2022,Poultry Meat,8287.5,15476.35478,-46.45056851042284
2022,Refined Sugar,145.34602,116.0444479,25.250300751355482
2022,Rice,1975.305548,2388.710645,-17.306620953246522
2022,Sorghum,1768.96,1326.988875,33.30631728167277
2022,Soybeans,3178.6,3393.089318,-6.321357851152209
2022,Wheat,2729.45,2061.648582,32.391622113996156
2023,Bananas,1920.394603,2081.179042,-7.725641847973219
2023,Beans,9371.3664,8824.666931,6.1951286464932975
2023,Beef and Veal,10700,11707.24042,-8.60356825233799
2023,Eggs,10704.22535,22939.02837,-53.336186793338
2023,Maize,1471.83,2209.53672,-33.38739353469536
2023,Milk,3200,2629.381691,21.701615667027173
2023,Pigmeat,20282.73587,17386.93681,16.655027229031493
2023,Potatoes,4213.188406,2303.304354,82.91930889129905
2023,Poultry Meat,9656.666667,14674.87596,-34.19592306387032
2023,Refined Sugar,171.058609,138.9335737,23.122586171552562
2023,Rice,1916.836504,2913.087239,-34.19913834581869
2023,Sorghum,1052.0475,1411.063307,-25.442926991226766
2023,Soybeans,2781.275,2912.217469,-4.496314935057488
2023,Wheat,2712.175,2902.652818,-6.562197752993548
