dept_upper,year,agro_strict_bob,p10_agropecuario_bob,rural_infra_bob,rural_total_bob,p10_corriente_bob,p10_inversion_bob,pib_agrop_bob_2017_mm,pib_total_bob_2017_mm,pib_agrop_pct_gdp,deuda_rural_mm_bob,p10_agropecuario_bob_mm,agro_strict_bob_mm,rural_infra_bob_mm,rural_total_bob_mm,p10_corriente_bob_mm,p10_inversion_bob_mm,cpi_2015base,bob_per_usd,p10_agropecuario_bob_mm_2015,agro_strict_bob_mm_2015,rural_infra_bob_mm_2015,rural_total_bob_mm_2015,p10_agropecuario_bob_per_capita_farmers_proxy,pib_agrop_corriente_mm,pib_agrop_constante_mm,pib_total_corriente_mm,pib_total_constante_mm,pib_agrop_share_pct,ena2015_upas,ena2015_sup_ha,ena2015_sup_exp_ha,ena2015_prod_exp_ton,ena2015_riego_pct,gasto_por_pib_agrop_ratio
SANTA CRUZ,2018,19630279,17490039,914914849,1052653498,17490039,,10492.6529537034,98478.366945874,10.6547796019712,153.3,17.490039,19.630279,914.914849,1052.653498,17.490039,,108.969086910658,6.91,16.0504593512284,18.0145393125066,839.609539676258,966.011120991636,1666.88435014206,10492.6529537034,102.009381773392,,,,,,,,,0.0018708594562895
SANTA CRUZ,2019,36263631,33615369,1069427081,1232482127,23710578,9904791,10857.3840675172,101417.908860085,10.7055885785379,141,33.615369,36.263631,1069.427081,1232.482127,23.710578,9.904791,110.973622354616,6.91,30.2913145365141,32.677703251066,963.676825455556,1110.60817953802,3096.08362299437,10857.3840675172,105.555291048943,,,,,,,,,0.00333999707245251
SANTA CRUZ,2020,46534550,45650704,960773204,1136399313,26380305,19270399,11471.7124307998,91059.925311765,12.5979813749283,134.3,45.650704,46.53455,960.773204,1136.399313,26.380305,19.270399,112.017597999241,6.91,40.753153803842,41.5421780426995,857.698451993687,1014.48284314015,3979.41495442607,11471.7124307998,111.527780258375,,,,,,,,,0.00405646064445111
SANTA CRUZ,2021,37686954,17530130,728889936,883918822,17465130,65000,12024.5348119638,98976.9581967276,12.1488223431394,119.5,17.53013,37.686954,728.889936,883.918822,17.46513,0.065,112.843597532049,6.91,15.5348911089273,33.3975119760751,645.929367674569,783.31322408341,1457.86346616573,12024.5348119638,116.902309424817,,,,,,,,,0.00313417147435121
TARIJA,2012,130166683,94335916,339200680,497642694,29817195,64518721,,,,156.2,94.335916,130.166683,339.20068,497.642694,29.817195,64.518721,85.9299851602867,6.91,109.782302212707,151.479931897111,394.740764085183,579.125776725946,,,,,,,,,,,,
TARIJA,2013,155781391,120304635,393804723,575553572,51600007,68704628,,,,156.2,120.304635,155.781391,393.804723,575.553572,51.600007,68.704628,90.8592730328446,6.91,132.407657451223,171.453486034042,433.42270948794,633.456060992194,,,,,,,,,,,,
TARIJA,2014,163339152,99982923,464208340,668149282,47168616,52814307,,,,155.5,99.982923,163.339152,464.20834,668.149282,47.168616,52.814307,96.0987645491769,6.91,104.041840151686,169.970085220413,483.053390101024,695.273539815474,,,,,,,,,,,,
TARIJA,2015,188692276,149778892,411523051,633764459,64091190,85687702,,,,155.5,149.778892,188.692276,411.523051,633.764459,64.09119,85.687702,100,6.91,149.778892,188.692276,411.523051,633.764459,,,,,,,1365,107302.8338,1354126.22599381,16867675.6865756,20.4206241519674,
TARIJA,2016,115340311,84185152,209413662,347231103,42492549,41692603,,,,155.3,84.185152,115.340311,209.413662,347.231103,42.492549,41.692603,103.623214317642,6.91,81.2415949016431,111.30740515966,202.091455451356,335.090071550583,,,,,,,,,,,,
TARIJA,2017,75859274,62941515,162568405,258750839,31466687,31474828,1034.91260334321,24366.5213415173,4.24727267728552,155.2,62.941515,75.859274,162.568405,258.750839,31.466687,31.474828,106.548246947132,6.91,59.0732525437336,71.1971113308328,152.577268662773,242.848518313389,60818.1935331275,1034.91260334321,100,,,,,,,,,0.0733001740967712
TARIJA,2018,63705432,47283822,167924847,251383492,22700278,24583544,1123.54694027944,23559.4243466515,4.76899148191252,155.2,47.283822,63.705432,167.924847,251.383492,22.700278,24.583544,108.969086910658,6.91,43.3919594451288,58.4619306319699,154.10319730189,230.692482727789,42084.4206012791,1123.54694027944,108.564427242445,,,,,,,,,0.0567002852450078
TARIJA,2019,115679429,60153549,237258355,374480305,37110912,23042637,1117.41407760379,21796.4345664674,5.12659111377266,155.1,60.153549,115.679429,237.258355,374.480305,37.110912,23.042637,110.973622354616,6.91,54.2052676335819,104.240473137253,213.797071741825,337.449834523153,53832.8182950718,1117.41407760379,107.971830084402,,,,,,,,,0.10352422733752
TARIJA,2020,50015966,49375451,257965632,326624252,33315998,16059453,1161.51423720862,19536.7218063128,5.94528728373104,155.1,49.375451,50.015966,257.965632,326.624252,33.315998,16.059453,112.017597999241,6.91,44.0782983048205,44.6500968538345,230.290272785307,291.582981454587,42509.5529768625,1161.51423720862,112.233074895063,,,,,,,,,0.0430610012324942
TARIJA,2021,62128384,43525112,172326058,253159345,34060222,9464890,1281.79556775061,20419.3276167815,6.27736422964863,155.1,43.525112,62.128384,172.326058,253.159345,34.060222,9.46489,112.843597532049,6.91,38.5711843222991,55.0570748884134,152.71230425905,224.345333307988,33956.3601989834,1281.79556775061,123.855440895189,,,,,,,,,0.0484698071698184
