municipio,dept,area_antropico_1985,area_antropico_2024,area_natural_1985,area_natural_2024,antropico_share_1985,antropico_share_2024,cambio_antrop_ha,cambio_antrop_pct,cambio_natural_ha,cambio_antrop_share_pp
Macharetí,Chuquisaca,6659.02479610596,31954.3370584779,781615.877313142,756320.648915271,0.844759204978859,4.05370430713401,25295.3122623719,379.865115942563,-25295.2283978713,3.20894510215515
Magdalena,Beni,13827.9093243711,53911.8290968597,1352474.76277615,1312390.84300368,1.01206779484025,3.94581890218923,40083.9197724886,289.876935350178,-40083.9197724664,2.93375110734898
Mairana,Santa Cruz,5734.82618399037,9626.45477181989,86551.7402715275,82660.1116836984,6.21415055760532,10.4310466209183,3891.62858782952,67.8595734722282,-3891.62858782907,4.21689606331301
Malla,La Paz,1173.14423568726,4154.88274171755,31646.5406604976,28664.8021544673,3.57451401315443,12.659727705675,2981.7385060303,254.166403015527,-2981.73850603032,9.08521369252058
Mapiri,La Paz,2965.64978111572,18262.1673938655,142462.190552343,127165.672939565,2.03925862772606,12.5575456198723,15296.5176127498,515.7897507033,-15296.5176127782,10.5182869921462
Mecapaca,La Paz,2526.54485413208,8451.75362057493,50454.8153656598,44529.6065992167,4.76874290061782,15.952315277511,5925.20876644286,234.518249567285,-5925.20876644312,11.1835723768932
Mineros,Santa Cruz,20884.3681745358,39717.7660390744,21150.195530323,2316.79766578369,49.6837990782375,94.4883508675126,18833.3978645387,90.1793997651418,-18833.3978645394,44.8045517892751
Mizque,Cochabamba,6577.75812418817,29934.8077419735,182776.428053397,159419.378435589,3.47378542664974,15.8088967274813,23357.0496177854,355.09134232065,-23357.0496178082,12.3351113008316
Mocomoco,La Paz,8153.98218463124,9931.77795835616,44441.1807833841,42663.3850096581,15.5032929351125,18.8834436436601,1777.79577372492,21.802791979062,-1777.79577372594,3.38015070854757
Mojinete,Potosi,9.14756860961914,36.2444154663086,35598.5373484044,35571.4405014495,0.0256898718098021,0.101788182946683,27.0968468566895,296.219115844572,-27.0968469548316,0.0760983111368804
Monteagudo,Chuquisaca,14149.4263356685,32353.2568958424,324662.120501195,306458.289941031,4.17619365920884,9.54904199632233,18203.8305601739,128.654195077046,-18203.830560164,5.3728483371135
Montero,Santa Cruz,20402.5944784731,27423.4274419362,11122.2717693965,4101.43880593258,64.719051678298,86.9898296358042,7020.83296346313,34.411471398262,-7020.83296346397,22.2707779575062
Moro Moro,Santa Cruz,567.02881026001,3800.04684574592,66837.2564450562,63604.2384095711,0.841235550695627,5.63769325845075,3233.01803548591,570.168213146598,-3233.01803548505,4.79645770775513
Morochata,Cochabamba,2537.50457564697,14021.8121824218,69682.4022023494,58198.0945955776,3.51358051935354,19.4154393268939,11484.3076067748,452.582734903907,-11484.3076067719,15.9018588075404
Nazacara de Pacajes,La Paz,781.132345880126,1067.384948407,1036.79703095703,750.544428430179,42.9682448522365,58.7143242200107,286.252602526878,36.6458518888177,-286.25260252685,15.7460793677742
Nuestra Señora de La Paz,La Paz,7287.92166390921,12579.3181690106,191544.246391419,186252.849887239,3.66536347472771,6.32660111891547,5291.39650510137,72.6050134609033,-5291.39650417952,2.66123764418776
Nuevo Manoa (Nueva Esperanza),Pando,134.79565189209,3273.33005516805,366621.754424372,363483.308158495,0.0367534409035258,0.892507377947196,3138.53440327596,2328.36472039061,-3138.44626587752,0.855753937043671
Ocuri,Potosi,6304.00441408085,15408.6026843322,87737.0402123603,78632.441942106,6.70346064223577,16.3849760979795,9104.59827025131,144.425632855125,-9104.59827025427,9.68151545574378
Okinawa Uno,Santa Cruz,53010.2093961715,91653.1392038935,51302.2378433124,12659.3080355896,50.8186806071848,87.8640484711034,38642.929807722,72.8971461307091,-38642.9298077229,37.0453678639186
Omereque,Cochabamba,1843.62482907102,8498.42679062502,74073.9605153385,67419.1585537867,2.42845556890039,11.1942796284558,6654.801961554,360.962917000161,-6654.8019615518,8.76582405955539
Oruro,Oruro,2871.57433571169,10905.8208860356,26474.6731762848,18440.4266259648,9.78514999077077,37.1625737892926,8034.24655032389,279.78542816767,-8034.24655031998,27.3774237985218
Padcaya,Tarija,7952.71162105092,16875.6069663211,434210.40510052,425287.758046666,1.79859159285928,3.81659999485155,8922.89534527018,112.199407830295,-8922.64705385373,2.01800840199227
Padilla,Chuquisaca,2600.26393406371,11533.0470940186,159430.221212414,150497.438052449,1.60479920288644,7.11782544105407,8932.7831599549,343.533709902851,-8932.78315996469,5.51302623816762
Pailón,Santa Cruz,23828.3555436466,939937.517296751,1349217.3564656,433108.194712599,1.73543789075875,68.4563892575159,916109.161753104,3844.61764503663,-916109.161752999,66.7209513667572
Palca,La Paz,2551.02713096317,9066.70574313332,71390.2146101565,64874.5359979853,3.4500734243749,12.2620414935382,6515.67861217015,255.41392849515,-6515.67861217126,8.81196806916327
Palos Blancos,La Paz,5501.43182158205,42471.8452513135,373622.738482804,336652.32505308,1.4510897095179,11.2026213515254,36970.4134297315,672.014388775973,-36970.4134297239,9.75153164200751
Pampa Aullagas,Oruro,4793.64367903447,32144.0985356057,107294.154723656,79943.6998670808,4.27668644343666,28.6776071915739,27350.4548565713,570.556693151631,-27350.4548565751,24.4009207481373
Pampa Grande,Santa Cruz,7429.94670133066,11764.1681431152,135545.385939701,131211.164497911,5.19666334330905,8.22811035009228,4334.22144178451,58.3344890079531,-4334.22144178936,3.03144700678322
Papel Pampa,La Paz,55043.7233607559,67332.4277864532,35879.8635223893,23591.1590967053,60.5384424962227,74.0538622535634,12288.7044256973,22.3253509671889,-12288.704425684,13.5154197573407
Paria,Oruro,2927.90172734987,15064.4301133551,133906.170192788,121769.641806772,2.13974610728438,11.009268307201,12136.5283860053,414.512832607616,-12136.5283860167,8.86952219991661
Pasorapa,Cochabamba,3564.94708450928,10468.8358091613,235371.468434505,228467.579709851,1.49200659797526,4.38143168190631,6903.88872465203,193.660342243267,-6903.88872465433,2.88942508393105
Patacamaya,La Paz,25908.4177674324,29352.6785491029,30844.0561694962,27399.795387826,45.6516094720832,51.7205269002433,3444.26078167049,13.2939834944302,-3444.26078167011,6.06891742816014
Pazña,Oruro,3179.01801918944,10691.2141906859,101084.890578776,93572.6944072791,3.0490109779478,10.2539932891932,7512.19617149646,236.305554927677,-7512.19617149726,7.20498231124543
Pelechuco,La Paz,802.547441180422,6760.14885091551,251196.173501921,245239.004683864,0.318472276562488,2.68260776121318,5957.60140973509,742.33635347119,-5957.16881805705,2.36413548465069
Pocoata,Potosi,4540.55682260145,15587.3050292538,114654.050754934,103607.302548296,3.80936429498109,13.0771897706131,11046.7482066523,243.290605937693,-11046.7482066376,9.26782547563199
Pocona,Cochabamba,6304.75633622454,18810.6152718584,77490.0845822381,64984.2256466,7.52403879179083,22.4484169498731,12505.8589356338,198.355943809919,-12505.8589356381,14.9243781580822
Pojo,Cochabamba,1598.48276479492,8263.19586067508,237527.413872763,230862.700776887,0.668469114918882,3.45558384803442,6664.71309588016,416.939940965532,-6664.71309587578,2.78711473311554
Poopó,Oruro,2044.8788310242,4295.43979660034,69039.2623369262,66788.7013713509,2.8767018879679,6.04275401801854,2250.56096557615,110.058402064289,-2250.56096557529,3.16605213005064
Porco,Potosi,1909.60976225586,1349.09207660524,112830.264009599,113390.781695246,1.66429480831822,1.17578312774491,-560.517685650619,-29.3524727789656,560.517685647152,-0.488511680573307
Poroma,Chuquisaca,5194.56554492193,13309.9461629027,134170.56905532,126055.188437348,3.72730637388047,9.55041316544515,8115.38061798081,156.228284113465,-8115.38061797196,5.82310679156467
Porongo (Ayacucho),Santa Cruz,22767.9009040293,31827.8431883311,71650.8859366292,62590.9436523282,24.1137401420467,33.7092270016598,9059.94228430175,39.7926111963109,-9059.94228430098,9.59548685961311
Portachuelo,Santa Cruz,43041.9103068031,78003.0531277953,64661.9029751233,29700.760154149,39.9632185669566,72.4236689035335,34961.1428209922,81.2258158891855,-34961.1428209743,32.4604503365769
Porvenir,Pando,6640.77430917353,34288.2658588195,100602.174361605,72954.8583326567,6.19226621149861,31.9724608149235,27647.491549646,416.329335442915,-27647.3160289487,25.7801946034249
Postrer Valle,Santa Cruz,1491.6411755798,5278.53269891348,114265.643632876,110478.75210955,1.28859378314551,4.5600004420003,3786.89152333368,253.874161248044,-3786.8915233258,3.27140665885479
Potosí,Potosi,9600.40656883566,11697.0793141788,113564.041035929,111467.368290591,7.79478717725705,9.49712318908317,2096.67274534314,21.8394161779487,-2096.67274533756,1.70233601182612
Presto,Chuquisaca,1897.64011542968,6253.43255636603,131004.744812106,126648.952371172,1.42784504316033,4.70528242196374,4355.79244093636,229.537329313366,-4355.79244093352,3.27743737880341
Pucara,Santa Cruz,1615.32709298092,3848.70883306892,66645.4724101035,64412.090670019,2.36640517652878,5.63824165712389,2233.381740088,138.261888244969,-2233.38174008449,3.2718364805951
Pucarani,La Paz,33408.2433539935,51937.388763842,59969.4418822876,41440.2964724416,35.7775449985272,55.6207713142805,18529.1454098484,55.462794656737,-18529.145409846,19.8432263157533
Puerto Acosta,La Paz,13128.4719118348,11700.7094695437,28308.4012880368,29736.1637303275,31.6830660665668,28.2374333920062,-1427.76244229115,-10.8753132266983,1427.76244229065,-3.44563267456056
Puerto Carabuco,La Paz,6836.36647043449,8447.58389732658,34274.1031839586,32662.8857570709,16.6292589890273,20.5484976657837,1611.21742689209,23.5683302505825,-1611.21742688762,3.91923867675639
Puerto Gonzales Moreno,Pando,1168.74508079223,6374.92450053098,127802.963335696,122596.783915955,0.906202682078151,4.94288598546323,5206.17941973875,445.450381379125,-5206.17941974125,4.03668330338508
Puerto Perez,La Paz,4596.77469936511,7773.95722285768,7977.43219572099,4800.2496722288,36.5571740446031,61.8246326604937,3177.18252349257,69.1176472915105,-3177.1825234922,25.2674586158906
Puerto Quijarro,Santa Cruz,1044.86054537964,6086.17744212649,143377.390016669,138336.158069088,0.723476155033837,4.21415248589018,5041.31689674685,482.487057152219,-5041.23194758064,3.49067633085634
Puerto Rico,Pando,2105.96173074951,9732.28635874632,527026.942301976,519400.617674003,0.398002413892458,1.8392895782085,7626.32462799681,362.130257005316,-7626.32462797326,1.44128716431604
Puerto Siles,Beni,4842.89243596185,15883.1601338247,202197.609636186,191157.341938325,2.33910388909038,7.6715231922543,11040.2676978629,227.968468097313,-11040.2676978603,5.33241930316392
Puerto Suárez,Santa Cruz,3116.20255997319,61616.3032630551,1244290.59533473,1185791.42019274,0.249814291865592,4.93954800058109,58500.1007030819,1877.28812800877,-58499.1751419841,4.6897337087155
Puerto Villarroel,Cochabamba,28023.8410100526,83178.2645987171,196003.629517685,140849.205929041,12.5091092373794,37.128600525091,55154.4235886645,196.812505355278,-55154.4235886448,24.6194912877116
Puna,Potosi,28831.8599976273,34692.5897324932,111920.248734807,106059.518999932,20.4841407047306,24.648007084885,5860.72973486591,20.3272689842009,-5860.72973487474,4.16386638015432
Punata,Cochabamba,5780.24319597153,7256.98295343036,2799.59674932252,1322.85699186401,67.3700585655089,84.5817987247007,1476.73975745883,25.5480558065105,-1476.73975745851,17.2117401591918
Quiabaya,La Paz,641.522210583498,2732.573696698,12608.2704804564,10517.2189943419,4.84175281487479,20.6235203856879,2091.0514861145,325.951533963662,-2091.05148611444,15.7817675708131
Quillacollo,Cochabamba,2271.15958574829,10321.4265711546,53690.8816053394,45640.6146199345,4.05839304179989,18.4436206247568,8050.26698540634,354.456244991431,-8050.2669854049,14.385227582957
Quime,La Paz,1743.66671085205,4849.11529397581,85713.5131472734,82608.0645640134,1.99373763672766,5.54455940821518,3105.44858312376,178.09874810343,-3105.44858326005,3.55082177148752
Quirusillas,Santa Cruz,1636.00512676393,2615.83413080442,27036.5013466861,26056.672342645,5.70583226924661,9.1231442679302,979.829004040488,59.8915607299238,-979.829004041017,3.41731199868359
Ravelo,Potosi,9295.33768543711,24287.2902647218,114701.554360482,99709.6017811969,7.49642796046437,19.5870153388423,14991.9525792846,161.284647063144,-14991.9525792852,12.0905873783779
Reyes,Beni,59481.1113922617,74784.384630429,1199650.21966221,1184346.94642466,4.72397993166039,5.9393633361314,15303.2732381673,25.7279544379162,-15303.2732375562,1.21538340447101
Riberalta,Beni,15022.4265821472,56981.522442768,955808.196548847,913849.100688231,1.54737873159572,5.86935775253963,41959.0958606208,279.309708263014,-41959.0958606164,4.32197902094391
Roboré,Santa Cruz,2595.14928613278,62509.154212435,731044.506898201,671130.501971953,0.353736233347878,8.52041648587279,59914.0049263023,2308.69203735036,-59914.0049262473,8.16668025252491
Rurrenabaque,Beni,1909.07842429199,47780.1824542409,249809.616741457,203938.512711448,0.758417416328543,18.9815787908762,45871.1040299489,2402.78782926169,-45871.1040300084,18.2231613745477
Sabaya,Oruro,6983.76601967774,11188.0831814944,353485.555568324,349281.069410476,1.93740880689681,3.10375606374246,4204.31716181663,60.2012889602885,-4204.48615784763,1.16634725684565
Sacaba,Cochabamba,9305.55159593499,25086.6065286074,60755.2781243707,44974.2231916986,13.2821030425764,35.8068932793933,15781.0549326724,169.587528154335,-15781.0549326721,22.5247902368169
Sacabamba,Cochabamba,4776.65288813474,10058.7901964354,13771.7620097535,8489.62470145265,25.7523508851345,54.229918037798,5282.13730830069,110.582398009736,-5282.13730830081,28.4775671526635
Sacaca,Potosi,3980.33532158811,22452.6187419129,85064.7166655377,66592.4332452089,4.47002414256952,25.2148976735508,18472.2834203248,464.088623893993,-18472.2834203288,20.7448735309813
Saipina,Santa Cruz,1485.60049118041,4461.59021934205,47466.9369212101,44490.9471930485,3.03477729594542,9.11411431394516,2975.98972816164,200.322344118034,-2975.98972816152,6.07933701799974
Salinas de Garci Mendoza,Oruro,47323.784622045,95137.6320713513,503796.422642019,455982.575192688,8.58683532163977,17.2625918660557,47813.8474493063,101.0355529068,-47813.8474493309,8.6757565444159
Samaipata,Santa Cruz,5143.50328724359,9581.07288599228,213801.122079496,209363.552480764,2.34922564489905,4.37602561375641,4437.56959874869,86.275235980782,-4437.56959873193,2.02679996885737
San Agustín,Potosi,1992.46882682489,11050.0773419492,208646.338511357,199588.729996244,0.945917256180611,5.24598362551858,9057.60851512432,454.592232168476,-9057.60851511359,4.30006636933797
San Andrés,Beni,174037.84791189,288115.503493836,762089.415252677,648011.759670733,18.5912594109862,30.7773862412536,114077.655581946,65.5476133212703,-114077.655581945,12.1861268302674
San Andrés de Machaca,La Paz,20034.9416288329,20740.0818173086,133319.566063893,132614.425875418,13.064462160432,13.5242726994794,705.140188475692,3.51955199839916,-705.140188474296,0.459810539047462
San Antonio de Esmoraca,Potosi,258.205698132324,729.282495770265,255264.117118679,254793.040321014,0.101050152990914,0.285408526241826,471.076797637941,182.442448422081,-471.076797665155,0.184358373250913
San Antonio de Lomerío,Santa Cruz,1185.47548807983,13800.6256179932,249243.154447897,236628.004318036,0.473378578313072,5.51080186858767,12615.1501299133,1064.14263784962,-12615.150129861,5.0374232902746
San Benito,Cochabamba,4126.3138511597,6358.2732202271,10019.8806485166,7787.92127944942,29.1690733592991,44.9468810878607,2231.95936906741,54.0908774653705,-2231.95936906714,15.7778077285617
San Borja,Beni,239493.13255384,326139.982368961,1105021.1488731,1018374.29905789,17.8126135112277,24.2570857650428,86646.8498151213,36.1792628002151,-86646.8498152022,6.44447225381514
San Buenaventura,La Paz,5891.45119223024,28724.341171893,276398.60609162,253565.716111964,2.08702043880569,10.1754703825821,22832.8899796628,387.559690043351,-22832.8899796556,8.08844994377645
San Carlos,Santa Cruz,44363.5144862555,83943.6686403625,76936.90179881,37356.7476447031,36.5732582335066,69.2031167008432,39580.154154107,89.2178056956456,-39580.154154107,32.6298584673366
San Ignacio,Beni,198063.491732675,216442.531370803,1800755.5588855,1782376.51924732,9.90902561547131,10.8285205358569,18379.0396381276,9.27936768020514,-18379.0396381756,0.919494920385553
San Ignacio de Velasco,Santa Cruz,11460.4012158876,744377.808175091,4882626.93140509,4149710.74036076,0.234168252364818,15.2097331462828,732917.406959203,6395.21595407287,-732916.191044322,14.975564893918
San Javier,Beni,203788.416998876,294672.33746037,613975.309302014,523091.388840436,24.9202074443558,36.0339212884062,90883.9204614944,44.5971963470307,-90883.9204615777,11.1137138440504
San Javier,Santa Cruz,20621.3461025021,132447.054529077,317755.368442258,205929.660015657,6.09419774355494,39.1418938821711,111825.708426575,542.281322813384,-111825.708426601,33.0476961386162
San Joaquín,Beni,101922.959021953,181028.278351745,767477.885110531,688372.653237998,11.7233551654449,20.8221859183802,79105.3193297925,77.6128559147837,-79105.2318725324,9.0988307529353
San José de Chiquitos,Santa Cruz,23894.8493750307,420856.991048358,1885287.62982324,1488325.48814994,1.25157493510337,22.0438326683725,396962.141673327,1661.28748268294,-396962.141673306,20.7922577332692
San Juan de Yapacaní,Santa Cruz,39644.9673673774,88197.3853477058,118232.740101016,69680.3221207001,25.1111876420641,55.8643691766019,48552.4179803284,122.468048795219,-48552.4179803158,30.7531815345377
San Julian,Santa Cruz,60746.0485469395,488039.930037792,512279.758089453,84985.8765988201,10.6009271909608,85.1689268415943,427293.881490852,703.410166935673,-427293.881490633,74.5679996506336
San Lorenzo,Pando,4529.27897091676,11560.3343702392,311468.685946145,304437.630546827,1.43332536084704,3.65835722178566,7031.05539932244,155.235644447383,-7031.05539931799,2.22503186093863
San Lucas,Chuquisaca,10872.9943328859,17426.8213074895,371573.832115854,365020.005141225,2.84300812059248,4.55666516292203,6553.82697460357,60.2761923160505,-6553.82697462844,1.71365704232955
San Matías,Santa Cruz,4042.24545268557,92475.1051293395,2697835.43355364,2609412.38305741,0.149608217428729,3.4226112498637,88432.8596766539,2187.71622633409,-88423.0504962229,3.27300303243497
San Miguel de Velasco,Santa Cruz,3127.55409644165,147109.450434269,951211.276741759,807229.380403883,0.327719463504875,15.4148029694097,143981.896337827,4603.65806307369,-143981.896337876,15.0870835059048
San Pablo de Huacareta,Chuquisaca,10105.4845557556,19739.031506421,286220.019560421,276586.472609768,3.41026486596093,6.66126648979944,9633.5469506654,95.3298864345759,-9633.54695065302,3.25100162383852
San Pablo de Lipez,Potosi,4033.04937476197,6038.86656210328,1514694.94115639,1512701.74444702,0.265514991727962,0.397623301723048,2005.81718734131,49.7345061008508,-1993.19670936978,0.132108309995085
San Pedro,Santa Cruz,32615.1330251016,254028.028365021,275707.784496371,54294.8891564326,10.5782383247039,82.3902518849723,221412.89533992,678.8655289847,-221412.895339938,71.8120135602684
San Pedro (Conquista),Pando,628.743167413329,3194.22923199466,262119.549940182,259554.063875606,0.239294862766572,1.21569932737358,2565.48606458133,408.03402685644,-2565.48606457512,0.976404464607006
San Pedro de Buena Vista,Potosi,9667.30677650753,30990.5144729306,206996.64323299,185673.435536566,4.46188984188822,14.3034937153007,21323.207696423,220.57030142294,-21323.2076964238,9.84160387341246
San Pedro de Curahuara,La Paz,35818.5657815979,39908.7139132258,37063.006952574,32972.8588209462,49.146258015373,54.7583050365677,4090.14813162794,11.4190728812746,-4090.14813162789,5.61204702119465
San Pedro de Quemes,Potosi,2176.92315093383,6184.70771073004,434700.416186554,430692.631626759,0.498291615270107,1.4156622817995,4007.78455979621,184.103171399367,-4007.78455979505,0.917370666529393
San Pedro de Tiquina,La Paz,1436.28490322267,7397.24992800918,324531.97290454,318571.093729076,0.440621093870345,2.26931543260256,5960.96502478651,415.026643489155,-5960.87917546451,1.82869433873222
San Pedro de Totora,Oruro,22957.887314966,19463.4859879517,120379.174343756,123873.57567077,16.0167140649412,13.5788230641237,-3494.40132701432,-15.2209185412995,3494.40132701419,-2.43789100081755
San Rafael,Santa Cruz,1582.69231777344,122850.123504641,969922.261032621,848654.829845788,0.162911399711887,12.6453419594998,121267.431186868,7662.09766895621,-121267.431186833,12.4824305597879
San Ramón,Beni,163321.615569769,293457.186358867,844448.908418244,714313.337629143,16.206230652933,29.1194452877606,130135.570789098,79.6805556540102,-130135.570789101,12.9132146348276
San Ramón,Santa Cruz,1991.78006480115,20591.2264698051,47271.8646015584,28672.4181965534,4.04310334383616,41.798016791613,18599.446405004,933.810250122213,-18599.4464050049,37.7549134477769
Santa Ana de Yacuma,Beni,330610.27214291,411271.018664118,1675369.93531125,1594709.18879002,16.4812330108928,20.5022470877754,80660.7465212073,24.3975318729179,-80660.746521224,4.02101407688261
Santa Cruz de la Sierra,Santa Cruz,71132.5959362445,109711.029438699,55908.7342113275,17330.3007088687,55.9916964452564,86.3585333302648,38578.4335024545,54.234536213232,-38578.4335024588,30.3668368850084
Santa Rosa,Beni,173469.726314408,188580.96669446,1033367.48123503,1018256.24085508,14.3739126726669,15.6260484442115,15111.2403800527,8.71116862931123,-15111.2403799449,1.25213577154455
Santa Rosa del Abuná,Pando,665.984696331787,7315.46006882931,386619.107247199,379970.071828026,0.171962232724439,1.88890610836906,6649.47537249753,998.442668295913,-6649.03541917261,1.71694387564462
Santa Rosa del Sara,Santa Cruz,31233.9308052856,256510.261575288,380367.593227645,155091.262457624,7.5883904654315,62.3200465979756,225276.330770003,721.255138120111,-225276.330770021,54.7316561325441
Santiago de Andamarca,Oruro,7153.30826928092,22084.4720727039,252601.093717279,237669.929913857,2.75387374172433,8.50205883088228,14931.163803423,208.730887043456,-14931.1638034211,5.74818508915796
Santiago de Callapa,La Paz,30962.5168671687,25600.4293705701,91729.2248865164,97091.3123831158,25.2360235698086,20.8656499652317,-5362.08749659858,-17.3179962068403,5362.08749659939,-4.37037360457693
Santiago de Huari,Oruro,7741.1323806092,18028.3560883301,250775.464861802,240488.24115402,2.99444308921888,6.97377123196045,10287.2237077209,132.890424836157,-10287.2237077819,3.97932814274157
Santiago de Huata,La Paz,2905.1717316407,3798.14678234254,6416.14996624149,5523.17491553952,31.1669506299816,40.7468694402591,892.975050701844,30.7374273601903,-892.975050701965,9.5799188102775
Santiago de Huayllamarca,Oruro,26297.3784575008,25313.0431615359,60869.2566301428,61853.5919261076,30.1690875540389,29.0398305912398,-984.335295964895,-3.74309286211049,984.335295964869,-1.12925696279908
Santiago de Machaca,La Paz,5328.81014719846,8019.69669809574,120597.058467006,117906.171916112,4.23170410166015,6.36858557050359,2690.88655089728,50.4969491606297,-2690.88655089392,2.13688146884344
Santibañez,Cochabamba,2933.53396076654,7920.5517780214,27728.8827962215,22741.8649789674,9.56719747179741,25.8314660608613,4987.01781725486,170.000343747571,-4987.01781725411,16.2642685890639
Santos Mercado,Pando,124.428236950684,751.653283380127,663179.804633323,662555.663833802,0.0187587638899858,0.113319009753565,627.225046429444,504.085778116458,-624.140799521818,0.0945602458635789
Santuario de Quillacas,Oruro,2119.57917894288,24405.6718310404,95275.133788411,72989.0411363213,2.17627745322619,25.0585181551067,22286.0926520975,1051.43949674069,-22286.0926520897,22.8822407018805
Sapahaqui,La Paz,1123.41014438476,4781.46711621705,83068.6009652387,79410.5439934147,1.33434292586504,5.67924088425777,3658.05697183229,325.620788642212,-3658.056971824,4.34489795839274
Shinahota,Cochabamba,9922.80098183618,20528.0601232544,63131.511887426,52526.2527460089,13.5827723129694,28.0997237767345,10605.2591414182,106.877676583772,-10605.2591414171,14.5169514637651
Sica Sica,La Paz,43123.3138569404,81189.7259654585,130211.335770658,92144.9236621311,24.8786459888942,46.8398708163054,38066.4121085181,88.273392519883,-38066.4121085272,21.9612248274112
Sicaya,Cochabamba,638.286407202148,1534.6985897522,12605.5716057862,11709.1594232361,4.81948995961883,11.5880024404302,896.412182550048,140.44043119755,-896.412182550117,6.7685124808114
Sipe Sipe,Cochabamba,4654.81348412474,14285.2881265319,43277.8748010078,33647.4001586001,9.7111462983989,29.8028102274475,9630.47464240711,206.892814830323,-9630.47464240772,20.0916639290486
Sopachuy,Chuquisaca,3000.40076956787,5226.03197567138,59042.9301727701,56817.2989666677,4.83597628302129,8.4231969758817,2225.6312061035,74.1777974688377,-2225.63120610242,3.58722069286041
Sorata,La Paz,6182.75988378299,15567.0361776184,194213.782627287,184829.506333454,3.08526275269518,7.76811614739227,9384.27629383542,151.781347977783,-9384.27629383298,4.68285339469709
Sucre,Chuquisaca,9037.99928620607,15359.5393428711,172876.605336576,166555.065279911,4.96826481026482,8.4432689583778,6321.54005666503,69.944020313357,-6321.54005666476,3.47500414811298
Tacachi,Cochabamba,313.385535101318,583.353923352052,919.435545385745,649.467157135011,25.4201960091002,47.3186200808296,269.968388250734,86.1457719047091,-269.968388250735,21.8984240717294
Tacacoma,La Paz,848.633895526121,5259.26897485351,79904.0416928666,75493.4066135454,1.05090498778235,6.51281079732926,4410.63507932739,519.733550896286,-4410.63507932128,5.46190580954691
Tacobamba,Potosi,2515.79850124511,4226.07329321286,80785.7715004805,79075.4967085137,3.02010934631004,5.0732216609186,1710.27479196775,67.9813900485791,-1710.27479196689,2.05311231460857
Tacopaya,Cochabamba,1428.9512925232,6017.10522561638,53894.9415482431,49306.7876151504,2.58288276393712,10.8761421451936,4588.15393309319,321.085397179044,-4588.15393309277,8.29325938125649
Tahua,Potosi,2499.47907932746,5465.69317022084,311338.127137945,308374.183118905,0.7964185778053,1.74155471728059,2966.21409089338,118.673291384039,-2963.94401904015,0.945136139475289
Tapacarí,Cochabamba,5365.28868583377,21908.3782425662,159277.646195446,142734.556638717,3.25874213169399,13.3066008926307,16543.0895567324,308.335497405982,-16543.0895567297,10.0478587609367
Tarabuco,Chuquisaca,7686.48099075937,15469.8968214846,95232.9575110108,87449.5416802894,7.46844435089603,15.0310738638727,7783.41583072528,101.261108172679,-7783.41583072144,7.56262951297663
Taraco,La Paz,5479.93425213597,8725.93581454545,5444.16203129881,2198.1604688904,50.1637308016563,79.8778735388532,3246.00156240948,59.2343158340679,-3246.00156240842,29.7141427371969
Tarata,Cochabamba,4166.32591427612,8647.50666910449,29618.9674062089,25137.7866513804,12.3317736944138,25.5954760761579,4481.18075482837,107.557134200024,-4481.18075482852,13.2637023817441
Tarija,Tarija,16674.4439693543,29427.6912403146,196566.968008804,183813.720737833,7.81951489378726,13.8001765076149,12753.2472709603,76.4837933690578,-12753.2472709713,5.98066161382766
Tarvita (Villa Arias),Chuquisaca,1951.71776026001,6927.04970646992,131451.188396077,126475.856449865,1.46302491939175,5.19257781262434,4975.33194620992,254.920667706949,-4975.33194621227,3.72955289323259
Teoponte,La Paz,5274.89228950195,23712.7907527587,131729.831434322,113291.932971077,3.85015359042302,17.3080096132723,18437.8984632567,349.540757447345,-18437.898463245,13.4578560228493
Tiahuanacu,La Paz,17608.4493436213,25357.8443725968,17013.3603584528,9263.9653294794,50.8594134597372,73.2424000674816,7749.39502897553,44.0095256416363,-7749.39502897344,22.3829866077444
Tinguipaya,Potosi,11687.031036603,11508.9532260622,134530.344541315,134708.42235185,7.99291533609497,7.87112556259063,-178.077810540797,-1.52372155069212,178.077810534945,-0.121789773504339
Tipuani,La Paz,1397.14882710571,3998.46991262207,28493.5591778061,25892.2380922904,4.67419114621215,13.3769662196189,2601.32108551636,186.187830175914,-2601.32108551563,8.70277507340675
Tiquipaya,Cochabamba,531.831301391603,6017.10717346802,33833.852404288,28348.5765322116,1.54756502430274,17.5090570727495,5485.27587207642,1031.39395099978,-5485.27587207637,15.9614920484468
Tiraque,Cochabamba,6834.35797694718,22194.1598034125,193305.104390608,177945.302564132,3.41479780953739,11.0893471686529,15359.8018264653,224.743887842503,-15359.8018264761,7.67454935911555
Tito Yupanki,La Paz,708.465005096446,565.362969543468,732.083056506351,875.271032775881,49.1773069326319,39.2440389879221,-143.102035552978,-20.1988855516578,143.18797626953,-9.93326794470977
Todos Santos,Oruro,33.1793504394531,333.571433239731,23596.4374050731,23296.0453222723,0.140414255477557,1.41166670916032,300.392082800278,905.3585402416,-300.392082800852,1.27125245368276
Toko,Cochabamba,3736.31477758804,4963.57013202531,2632.87693681029,1405.62158237303,58.6623066964942,77.9309267894158,1227.25535443727,32.8466798835808,-1227.25535443725,19.2686200929216
