municipio,dept,area_antropico_1985,area_antropico_2024,area_natural_1985,area_natural_2024,antropico_share_1985,antropico_share_2024,cambio_antrop_ha,cambio_antrop_pct,cambio_natural_ha,cambio_antrop_share_pp
Carangas,Oruro,24.813992010498,87.6589447937012,25538.1643456767,25475.3193928934,0.097070034965038,0.342913660668668,62.8449527832031,253.264177551985,-62.8449527833436,0.24584362570363
Caraparí,Tarija,10409.6652639832,24282.5062264831,301309.118096911,287436.526019146,3.33943846450155,7.78986963085041,13872.8409624999,133.268847851421,-13872.5920777651,4.45043116634886
Caripuyo,Potosi,390.845131292724,2987.69158979497,51280.7837530327,48683.9372945288,0.756401800623876,5.78207355623229,2596.84645850225,664.418269689877,-2596.84645850393,5.02567175560842
Carmen Rivero Torrez,Santa Cruz,2116.04739379277,174408.386088568,1094036.33248022,921743.993785535,0.193043178361386,15.9109617687095,172292.338694775,8142.17768468602,-172292.338694686,15.7179185903481
Catacora,La Paz,11.7997084350586,24.1132427001953,55333.9886405488,55321.6751062894,0.021319975353238,0.0435683426318662,12.3135342651367,104.354563783555,-12.3135342593814,0.0222483672786283
Chacarilla,La Paz,7452.56704006981,5661.1688692017,29294.9004988999,31086.2986697687,20.2804915254815,15.4056027485379,-1791.39817086812,-24.0373305095601,1791.39817086873,-4.87488877694356
Challapata,Oruro,17736.0604269596,41156.3318252972,266112.344456801,242692.073058478,6.24842702012813,14.4994057099419,23420.2713983376,132.048892677078,-23420.2713983231,8.25097868981379
Chaqui,Potosi,10101.8008811707,13765.0925541999,35262.9402876968,31599.6486146669,22.267956613193,30.343152412047,3663.29167302917,36.2637485743496,-3663.29167302985,8.075195798854
Charagua,Santa Cruz,41270.2710419679,484609.350658525,7063739.6044295,6620400.86289309,0.580861557764257,6.82067071113022,443339.079616558,1074.23350616167,-443338.74153641,6.23980915336596
Charazani (Gral.Perez),La Paz,2922.44170703734,8866.08501002202,253832.327727468,247888.684424495,1.13822294848658,3.4531335209659,5943.64330298468,203.379362150225,-5943.64330297327,2.31491057247932
