dept,year,actividad,constante_chain2017_mm,corriente_bob_mm
LA PAZ,2017,Actividades de atencion de la salud humana y de asistencia social,100,1652.52016536199
LA PAZ,2017,Actividades financieras y de seguros,100,4774.77063859432
LA PAZ,2017,"Actividades inmobiliarias, empresariales y de alquiler",100,9472.9064238213
LA PAZ,2017,Administracion publica,100,9490.69799123961
LA PAZ,2017,"Agricultura, ganaderia, silvicultura y pesca",100,3588.71444557823
LA PAZ,2017,Comercio; reparacion de vehículos automotores y motocicletas,100,6140.26931385545
LA PAZ,2017,Comunicación e informaciones,100,2294.31824871029
LA PAZ,2017,Construcción,100,5964.28353138769
LA PAZ,2017,Enseñanza,100,5205.89757852943
LA PAZ,2017,Impuestos netos de subvenciones a los productos,100,9080.29350378904
LA PAZ,2017,Industrias manufactureras,100,9135.32752837384
LA PAZ,2017,PRODUCTO  INTERNO  BRUTO(1),100,81763.0150478221
LA PAZ,2017,"Suministro de electricidad, agua y recolección de desechos sólidos",100,1102.91785871531
LA PAZ,2017,Transporte y almacenamiento,100,2272.32150731111
LA PAZ,2017,VALOR AGREGADO BRUTO,100,72682.721544033
LA PAZ,2018,Actividad extractiva,98.9133286784897,4959.15424089101
LA PAZ,2018,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",97.4572984905999,2579.03235779502
LA PAZ,2018,Actividades de alojamiento y de servicio de comidas y bebidas,103.45272165044,4063.43663054259
LA PAZ,2018,Actividades de atencion de la salud humana y de asistencia social,108.328045944942,1790.14280398277
LA PAZ,2018,Actividades financieras y de seguros,98.473432837374,4701.88055793483
LA PAZ,2018,"Actividades inmobiliarias, empresariales y de alquiler",100.583953406219,9528.22378355116
LA PAZ,2018,Administracion publica,95.8204131643437,9094.02602738586
LA PAZ,2018,"Agricultura, ganaderia, silvicultura y pesca",101.627290657391,3647.11326047159
LA PAZ,2018,Comercio; reparacion de vehículos automotores y motocicletas,99.5981011813846,6115.59164402326
LA PAZ,2018,Comunicación e informaciones,102.530770939678,2352.38218821238
LA PAZ,2018,Construcción,103.318469114876,6162.20643830041
LA PAZ,2018,Enseñanza,106.389597932091,5538.53350255392
LA PAZ,2018,Impuestos netos de subvenciones a los productos,103.050186298259,9357.2593720833
LA PAZ,2018,Industrias manufactureras,101.053232753819,9231.54379007133
LA PAZ,2018,PRODUCTO  INTERNO  BRUTO(1),100.893421159141,82493.5031246108
LA PAZ,2018,"Suministro de electricidad, agua y recolección de desechos sólidos",101.0549793009,1114.55341383069
LA PAZ,2018,Transporte y almacenamiento,99.388361449481,2258.42311298066
LA PAZ,2018,VALOR AGREGADO BRUTO,100.623975270683,73136.2437525275
LA PAZ,2019,Actividad extractiva,132.039425226843,6619.97613796721
LA PAZ,2019,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",84.9662378501883,2248.47887361539
LA PAZ,2019,Actividades de alojamiento y de servicio de comidas y bebidas,104.1820218861,4092.08223062897
LA PAZ,2019,Actividades de atencion de la salud humana y de asistencia social,121.605824475527,2009.5607717128
LA PAZ,2019,Actividades financieras y de seguros,100.748640952885,4810.51652700118
LA PAZ,2019,"Actividades inmobiliarias, empresariales y de alquiler",104.643974033417,9912.82573835341
LA PAZ,2019,Administracion publica,97.3623202018588,9240.36376762209
LA PAZ,2019,"Agricultura, ganaderia, silvicultura y pesca",105.869872526155,3799.36740886138
LA PAZ,2019,Comercio; reparacion de vehículos automotores y motocicletas,100.610912873179,6177.78100954166
LA PAZ,2019,Comunicación e informaciones,102.077216787332,2341.97621252732
LA PAZ,2019,Construcción,113.13638861266,6747.77499403169
LA PAZ,2019,Enseñanza,102.720039498616,5347.50004892292
LA PAZ,2019,Impuestos netos de subvenciones a los productos,103.747835359242,9420.60795444703
LA PAZ,2019,Industrias manufactureras,105.979863037896,9681.60760263385
LA PAZ,2019,PRODUCTO  INTERNO  BRUTO(1),104.91532603126,85781.9338104106
LA PAZ,2019,"Suministro de electricidad, agua y recolección de desechos sólidos",108.32532881431,1194.73939700511
LA PAZ,2019,Transporte y almacenamiento,95.4996782475731,2170.05972823251
LA PAZ,2019,VALOR AGREGADO BRUTO,105.050586048615,76353.6249380898
LA PAZ,2020,Actividad extractiva,75.9698701678496,3808.85274872729
LA PAZ,2020,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",84.4235210097401,2234.11684722728
LA PAZ,2020,Actividades de alojamiento y de servicio de comidas y bebidas,75.6471107176145,2971.28229959292
LA PAZ,2020,Actividades de atencion de la salud humana y de asistencia social,136.321758944173,2252.74455632862
LA PAZ,2020,Actividades financieras y de seguros,94.505101650649,4512.40184558891
LA PAZ,2020,"Actividades inmobiliarias, empresariales y de alquiler",101.939753523896,9656.65745999275
LA PAZ,2020,Administracion publica,91.7389054970973,8706.66246119822
LA PAZ,2020,"Agricultura, ganaderia, silvicultura y pesca",109.810130095859,3940.77200145833
LA PAZ,2020,Comercio; reparacion de vehículos automotores y motocicletas,80.8825404273248,4966.40581012575
LA PAZ,2020,Comunicación e informaciones,92.6475835388143,2125.63041612013
LA PAZ,2020,Construcción,64.0655872906541,3821.05327206329
LA PAZ,2020,Enseñanza,101.134347543356,5264.95054982109
LA PAZ,2020,Impuestos netos de subvenciones a los productos,81.6371923885173,7412.8966771303
LA PAZ,2020,Industrias manufactureras,86.4787679534166,7900.118695047
LA PAZ,2020,PRODUCTO  INTERNO  BRUTO(1),88.5642314447423,72412.7858831526
LA PAZ,2020,"Suministro de electricidad, agua y recolección de desechos sólidos",99.0524708633466,1092.46739065063
LA PAZ,2020,Transporte y almacenamiento,72.9279976772375,1657.15857607121
LA PAZ,2020,VALOR AGREGADO BRUTO,89.3390656854144,64934.0643421705
LA PAZ,2021,Actividad extractiva,140.065148628444,7022.35669451121
LA PAZ,2021,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",66.9986573526797,1772.99912800321
LA PAZ,2021,Actividades de alojamiento y de servicio de comidas y bebidas,90.1065116553969,3539.22153298318
LA PAZ,2021,Actividades de atencion de la salud humana y de asistencia social,144.242488022979,2383.63620159958
LA PAZ,2021,Actividades financieras y de seguros,92.2025645252937,4402.46097898471
LA PAZ,2021,"Actividades inmobiliarias, empresariales y de alquiler",104.391456733039,9888.90501078473
LA PAZ,2021,Administracion publica,93.0972130355859,8835.57532746841
LA PAZ,2021,"Agricultura, ganaderia, silvicultura y pesca",107.928021183874,3873.22848705244
LA PAZ,2021,Comercio; reparacion de vehículos automotores y motocicletas,98.8667077324325,6070.68211651371
LA PAZ,2021,Comunicación e informaciones,93.1872995440562,2138.0132189196
LA PAZ,2021,Construcción,78.0884116663371,4657.41427693757
LA PAZ,2021,Enseñanza,101.803372408321,5299.77929906606
LA PAZ,2021,Impuestos netos de subvenciones a los productos,93.5013049980596,8490.19292369678
LA PAZ,2021,Industrias manufactureras,106.55270324984,9733.93843220908
LA PAZ,2021,PRODUCTO  INTERNO  BRUTO(1),100.858804273847,82465.1993154792
LA PAZ,2021,"Suministro de electricidad, agua y recolección de desechos sólidos",108.024934446373,1191.42629387455
LA PAZ,2021,Transporte y almacenamiento,95.2537543311313,2164.47154618758
LA PAZ,2021,VALOR AGREGADO BRUTO,101.686355080817,73908.4103116669
ORURO,2017,Actividad extractiva,100,1257.06078223344
ORURO,2017,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",100,461.601212273855
ORURO,2017,Actividades de alojamiento y de servicio de comidas y bebidas,100,731.456792477069
ORURO,2017,Actividades de atencion de la salud humana y de asistencia social,100,528.995946558309
ORURO,2017,Actividades financieras y de seguros,100,287.602159286004
ORURO,2017,"Actividades inmobiliarias, empresariales y de alquiler",100,1601.61334371659
ORURO,2017,Administracion publica,100,353.756373372311
ORURO,2017,"Agricultura, ganaderia, silvicultura y pesca",100,462.595521223165
ORURO,2017,Comercio; reparacion de vehículos automotores y motocicletas,100,674.350275709325
ORURO,2017,Comunicación e informaciones,100,468.973709892541
ORURO,2017,Construcción,100,1131.60371481658
ORURO,2017,Enseñanza,100,962.766442074103
ORURO,2017,Impuestos netos de subvenciones a los productos,100,1088.77249480055
ORURO,2017,Industrias manufactureras,100,1275.26505950533
ORURO,2017,PRODUCTO  INTERNO  BRUTO(1),100,11883.2449709368
ORURO,2017,"Suministro de electricidad, agua y recolección de desechos sólidos",100,175.270465350001
ORURO,2017,Transporte y almacenamiento,100,421.560677647607
ORURO,2017,VALOR AGREGADO BRUTO,100,10794.4724761362
ORURO,2018,Actividad extractiva,91.7683263645013,1153.58364124014
ORURO,2018,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",87.4986768474457,403.894953051393
ORURO,2018,Actividades de alojamiento y de servicio de comidas y bebidas,103.528579184731,757.266824601715
ORURO,2018,Actividades de atencion de la salud humana y de asistencia social,102.69134120873,543.233032460542
ORURO,2018,Actividades financieras y de seguros,107.70986001662,309.775883171733
ORURO,2018,"Actividades inmobiliarias, empresariales y de alquiler",102.998944997644,1649.64484696958
ORURO,2018,Administracion publica,98.9129110641643,349.910726977567
ORURO,2018,"Agricultura, ganaderia, silvicultura y pesca",103.261242810947,477.681884402816
ORURO,2018,Comercio; reparacion de vehículos automotores y motocicletas,108.432326475274,731.213692544045
ORURO,2018,Comunicación e informaciones,100.481300059093,471.230880635383
ORURO,2018,Construcción,104.708888954708,1184.88967715464
ORURO,2018,Enseñanza,107.517353357783,1035.14099753497
ORURO,2018,Impuestos netos de subvenciones a los productos,108.03442688111,1176.24912479694
ORURO,2018,Industrias manufactureras,105.630653410017,1347.07081506512
ORURO,2018,PRODUCTO  INTERNO  BRUTO(1),102.682940242837,12202.0653324169
ORURO,2018,"Suministro de electricidad, agua y recolección de desechos sólidos",103.566086598114,181.5207619253
ORURO,2018,Transporte y almacenamiento,101.944420500309,429.75758988503
ORURO,2018,VALOR AGREGADO BRUTO,102.143168478082,11025.81620762
ORURO,2019,Actividad extractiva,100.523897450061,1263.64649161728
ORURO,2019,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",79.171747979462,365.457748451598
ORURO,2019,Actividades de alojamiento y de servicio de comidas y bebidas,103.002635927674,753.419776923398
ORURO,2019,Actividades de atencion de la salud humana y de asistencia social,107.839399776589,570.466053610964
ORURO,2019,Actividades financieras y de seguros,113.817572321247,327.341795642816
ORURO,2019,"Actividades inmobiliarias, empresariales y de alquiler",103.202542173107,1652.90568649922
ORURO,2019,Administracion publica,100.646804812875,356.044486621134
ORURO,2019,"Agricultura, ganaderia, silvicultura y pesca",104.796601028923,484.784382753907
ORURO,2019,Comercio; reparacion de vehículos automotores y motocicletas,98.5613537352792,664.648760656698
ORURO,2019,Comunicación e informaciones,101.485404653373,475.939867202382
ORURO,2019,Construcción,117.358286885307,1328.03073403923
ORURO,2019,Enseñanza,104.401877748978,1005.14624386239
ORURO,2019,Impuestos netos de subvenciones a los productos,110.998062962677,1208.51637929902
ORURO,2019,Industrias manufactureras,98.3048928327636,1253.64795008039
ORURO,2019,PRODUCTO  INTERNO  BRUTO(1),103.765945500851,12330.7615002749
ORURO,2019,"Suministro de electricidad, agua y recolección de desechos sólidos",116.334024120476,203.899185436341
ORURO,2019,Transporte y almacenamiento,99.2641032175793,418.458426184847
ORURO,2019,VALOR AGREGADO BRUTO,103.043438600355,11122.9956181796
ORURO,2020,Actividad extractiva,75.9568537461041,954.823819860687
ORURO,2020,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",61.2952975676537,282.939836639156
ORURO,2020,Actividades de alojamiento y de servicio de comidas y bebidas,78.1529894091223,571.655349556909
ORURO,2020,Actividades de atencion de la salud humana y de asistencia social,118.557341386919,627.1635302841
ORURO,2020,Actividades financieras y de seguros,122.370910446161,351.941380781101
ORURO,2020,"Actividades inmobiliarias, empresariales y de alquiler",106.501132653245,1705.73635178368
ORURO,2020,Administracion publica,92.1115396389358,325.850442084098
ORURO,2020,"Agricultura, ganaderia, silvicultura y pesca",106.444061078962,492.405459159327
ORURO,2020,Comercio; reparacion de vehículos automotores y motocicletas,78.5969237530508,530.018572027746
ORURO,2020,Comunicación e informaciones,102.112871292884,478.882520780034
ORURO,2020,Construcción,71.74089337015,811.822614419219
ORURO,2020,Enseñanza,103.876798620369,1000.09095821781
ORURO,2020,Impuestos netos de subvenciones a los productos,89.2992720257417,972.265911873396
ORURO,2020,Industrias manufactureras,83.2333852877086,1061.4462804176
ORURO,2020,PRODUCTO  INTERNO  BRUTO(1),90.1213358858596,10709.3391143974
ORURO,2020,"Suministro de electricidad, agua y recolección de desechos sólidos",110.784243193767,194.172058580191
ORURO,2020,Transporte y almacenamiento,73.8414440578851,311.286491955199
ORURO,2020,VALOR AGREGADO BRUTO,90.0947459629635,9725.25255541694
ORURO,2021,Actividad extractiva,125.489757717254,1577.48252998336
ORURO,2021,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",52.8216318028897,243.825292744971
ORURO,2021,Actividades de alojamiento y de servicio de comidas y bebidas,96.505048535213,705.892732594107
ORURO,2021,Actividades de atencion de la salud humana y de asistencia social,125.063007157435,661.578238506758
ORURO,2021,Actividades financieras y de seguros,128.112470577918,368.454231696739
ORURO,2021,"Actividades inmobiliarias, empresariales y de alquiler",107.811496369706,1726.72331191773
ORURO,2021,Administracion publica,108.048322864277,382.22782845427
ORURO,2021,"Agricultura, ganaderia, silvicultura y pesca",91.4000794536832,422.812673947153
ORURO,2021,Comercio; reparacion de vehículos automotores y motocicletas,103.582703710592,698.510248059548
ORURO,2021,Comunicación e informaciones,100.863515404858,473.023370122197
ORURO,2021,Construcción,108.055281712876,1222.75758191843
ORURO,2021,Enseñanza,104.465597339587,1005.7597146978
ORURO,2021,Impuestos netos de subvenciones a los productos,108.273898197098,1178.85642261835
ORURO,2021,Industrias manufactureras,96.034080004855,1224.68906751931
ORURO,2021,PRODUCTO  INTERNO  BRUTO(1),105.104285197328,12489.7996849506
ORURO,2021,"Suministro de electricidad, agua y recolección de desechos sólidos",131.842500763889,231.080964617947
ORURO,2021,Transporte y almacenamiento,96.5497496947649,407.01577908032
ORURO,2021,VALOR AGREGADO BRUTO,104.751240416251,11307.3438151435
PANDO,2017,Actividad extractiva,100,147.913289690015
PANDO,2017,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",100,71.0460286143388
PANDO,2017,Actividades de alojamiento y de servicio de comidas y bebidas,100,107.510865400451
PANDO,2017,Actividades de atencion de la salud humana y de asistencia social,100,157.88390992513
PANDO,2017,Actividades financieras y de seguros,100,102.196623110581
PANDO,2017,"Actividades inmobiliarias, empresariales y de alquiler",100,301.896146514814
PANDO,2017,Administracion publica,100,149.912096537612
PANDO,2017,"Agricultura, ganaderia, silvicultura y pesca",100,724.915351822938
PANDO,2017,Comercio; reparacion de vehículos automotores y motocicletas,100,187.895168895794
PANDO,2017,Comunicación e informaciones,100,68.590592012019
PANDO,2017,Construcción,100,274.027049459827
PANDO,2017,Enseñanza,100,232.283662478803
PANDO,2017,Impuestos netos de subvenciones a los productos,100,211.701286445407
PANDO,2017,Industrias manufactureras,100,344.746627590728
PANDO,2017,PRODUCTO  INTERNO  BRUTO(1),100,3285.57839031217
PANDO,2017,"Suministro de electricidad, agua y recolección de desechos sólidos",100,27.4100864662034
PANDO,2017,Transporte y almacenamiento,100,175.649605347507
PANDO,2017,VALOR AGREGADO BRUTO,100,3073.87710386676
PANDO,2018,Actividad extractiva,66.7054971903089,98.6662952982663
PANDO,2018,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",111.377433615498,79.1292433563833
PANDO,2018,Actividades de alojamiento y de servicio de comidas y bebidas,109.234273666285,117.43871293252
PANDO,2018,Actividades de atencion de la salud humana y de asistencia social,106.320680951702,167.86324814557
PANDO,2018,Actividades financieras y de seguros,89.8509457849878,91.8246324251768
PANDO,2018,"Actividades inmobiliarias, empresariales y de alquiler",100.140599411545,302.320610720292
PANDO,2018,Administracion publica,109.169039051437,163.657595211973
PANDO,2018,"Agricultura, ganaderia, silvicultura y pesca",117.078092267624,848.717064469429
PANDO,2018,Comercio; reparacion de vehículos automotores y motocicletas,117.794680052915,221.330513035684
PANDO,2018,Comunicación e informaciones,101.777401987528,69.8097225576977
PANDO,2018,Construcción,118.577254653897,324.93375225854
PANDO,2018,Enseñanza,110.61404334958,256.938351108294
PANDO,2018,Impuestos netos de subvenciones a los productos,105.160075184286,222.62523199209
PANDO,2018,Industrias manufactureras,116.151497941443,400.428372049237
PANDO,2018,PRODUCTO  INTERNO  BRUTO(1),108.940492697622,3579.32528637268
PANDO,2018,"Suministro de electricidad, agua y recolección de desechos sólidos",93.5095586864047,25.6310508901087
PANDO,2018,Transporte y almacenamiento,107.037467889242,188.010889921417
PANDO,2018,VALOR AGREGADO BRUTO,109.200854196742,3356.70005438059
PANDO,2019,Actividad extractiva,40.8271684675748,60.3888079676743
PANDO,2019,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",91.7134202326887,65.1587427817048
PANDO,2019,Actividades de alojamiento y de servicio de comidas y bebidas,116.484881425612,125.233904081365
PANDO,2019,Actividades de atencion de la salud humana y de asistencia social,122.76565156178,193.827210730801
PANDO,2019,Actividades financieras y de seguros,93.847111107543,95.9085784387443
PANDO,2019,"Actividades inmobiliarias, empresariales y de alquiler",103.382154850967,312.106741679047
PANDO,2019,Administracion publica,124.398827251065,186.488890000273
PANDO,2019,"Agricultura, ganaderia, silvicultura y pesca",118.282004654482,857.444410184262
PANDO,2019,Comercio; reparacion de vehículos automotores y motocicletas,109.175329419203,205.135169604752
PANDO,2019,Comunicación e informaciones,97.4237780575035,66.8235461301171
PANDO,2019,Construcción,164.62294498293,451.111398870598
PANDO,2019,Enseñanza,108.743212360083,252.592716367103
PANDO,2019,Impuestos netos de subvenciones a los productos,119.003079493422,251.931050197224
PANDO,2019,Industrias manufactureras,116.631351186587,402.082649929255
PANDO,2019,PRODUCTO  INTERNO  BRUTO(1),114.251292120743,3753.81576457157
PANDO,2019,"Suministro de electricidad, agua y recolección de desechos sólidos",108.252063716072,29.6719842660249
PANDO,2019,Transporte y almacenamiento,114.312526450446,200.789501572972
PANDO,2019,VALOR AGREGADO BRUTO,113.941864482539,3502.43288404766
PANDO,2020,Actividad extractiva,36.0433458368199,53.3128985415893
PANDO,2020,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",80.9257277173004,57.4945156703952
PANDO,2020,Actividades de alojamiento y de servicio de comidas y bebidas,86.8917814039154,93.4181061492177
PANDO,2020,Actividades de atencion de la salud humana y de asistencia social,143.202307227243,226.093401753369
PANDO,2020,Actividades financieras y de seguros,89.2093840724956,91.1689780198394
PANDO,2020,"Actividades inmobiliarias, empresariales y de alquiler",87.7798867958244,265.00409565166
PANDO,2020,Administracion publica,99.5121909864246,149.180811818261
PANDO,2020,"Agricultura, ganaderia, silvicultura y pesca",111.352373830591,807.210452517225
PANDO,2020,Comercio; reparacion de vehículos automotores y motocicletas,93.2717116397691,175.253040117542
PANDO,2020,Comunicación e informaciones,89.525675903302,61.4061911048363
PANDO,2020,Construcción,55.2152437505596,151.30470330171
PANDO,2020,Enseñanza,108.667080898513,252.41587541987
PANDO,2020,Impuestos netos de subvenciones a los productos,75.2994552456333,159.409915441389
PANDO,2020,Industrias manufactureras,94.2308863319985,324.857802778417
PANDO,2020,PRODUCTO  INTERNO  BRUTO(1),91.368940131569,3001.9981524201
PANDO,2020,"Suministro de electricidad, agua y recolección de desechos sólidos",101.97395514433,27.9511492780682
PANDO,2020,Transporte y almacenamiento,46.6755521152669,81.9854230842362
PANDO,2020,VALOR AGREGADO BRUTO,92.3968551982154,2840.16577663087
PANDO,2021,Actividad extractiva,65.6249660107821,97.0680460845018
PANDO,2021,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",76.3166599897545,54.2199560938286
PANDO,2021,Actividades de alojamiento y de servicio de comidas y bebidas,110.660081799426,118.97161159541
PANDO,2021,Actividades de atencion de la salud humana y de asistencia social,156.967758842558,247.82683498248
PANDO,2021,Actividades financieras y de seguros,95.3781369455888,97.4732351441777
PANDO,2021,"Actividades inmobiliarias, empresariales y de alquiler",116.831418786478,352.709551234963
PANDO,2021,Administracion publica,104.381799027095,156.480943325195
PANDO,2021,"Agricultura, ganaderia, silvicultura y pesca",117.133271462398,849.117066923362
PANDO,2021,Comercio; reparacion de vehículos automotores y motocicletas,123.032606688803,231.172324134826
PANDO,2021,Comunicación e informaciones,85.5512203729137,58.6800885272885
PANDO,2021,Construcción,113.750379436296,311.706808518639
PANDO,2021,Enseñanza,110.723649083871,257.192947322192
PANDO,2021,Impuestos netos de subvenciones a los productos,92.6731251624705,196.190198158112
PANDO,2021,Industrias manufactureras,117.036243634473,403.478502988714
PANDO,2021,PRODUCTO  INTERNO  BRUTO(1),108.757655761311,3573.31803550372
PANDO,2021,"Suministro de electricidad, agua y recolección de desechos sólidos",115.111988299438,31.5522955258417
PANDO,2021,Transporte y almacenamiento,46.525576414908,81.7219913584385
PANDO,2021,VALOR AGREGADO BRUTO,109.787749884109,3374.74050653812
POTOSÍ,2017,Actividad extractiva,100,5916.03585380196
POTOSÍ,2017,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",100,331.601421022808
POTOSÍ,2017,Actividades de alojamiento y de servicio de comidas y bebidas,100,1151.22774229122
POTOSÍ,2017,Actividades de atencion de la salud humana y de asistencia social,100,1086.7218178579
POTOSÍ,2017,Actividades financieras y de seguros,100,292.863561157862
POTOSÍ,2017,"Actividades inmobiliarias, empresariales y de alquiler",100,2487.42829684796
POTOSÍ,2017,Administracion publica,100,630.47330849082
POTOSÍ,2017,"Agricultura, ganaderia, silvicultura y pesca",100,877.396872095276
POTOSÍ,2017,Comercio; reparacion de vehículos automotores y motocicletas,100,686.011293201848
POTOSÍ,2017,Comunicación e informaciones,100,368.277519813103
POTOSÍ,2017,Construcción,100,1722.26541692995
POTOSÍ,2017,Enseñanza,100,1514.66722356592
POTOSÍ,2017,Impuestos netos de subvenciones a los productos,100,1140.50699945257
POTOSÍ,2017,Industrias manufactureras,100,862.34406468657
POTOSÍ,2017,PRODUCTO  INTERNO  BRUTO(1),100,19709.7627619387
POTOSÍ,2017,"Suministro de electricidad, agua y recolección de desechos sólidos",100,201.639474513036
POTOSÍ,2017,Transporte y almacenamiento,100,440.301896209858
POTOSÍ,2017,VALOR AGREGADO BRUTO,100,18569.2557624861
POTOSÍ,2018,Actividad extractiva,110.115313684312,6514.46143809038
POTOSÍ,2018,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",114.605714645855,380.034178339
POTOSÍ,2018,Actividades de alojamiento y de servicio de comidas y bebidas,103.561895377423,1192.2332700275
POTOSÍ,2018,Actividades de atencion de la salud humana y de asistencia social,107.0463757863,1163.29632089588
POTOSÍ,2018,Actividades financieras y de seguros,105.33271853175,308.481150556469
POTOSÍ,2018,"Actividades inmobiliarias, empresariales y de alquiler",105.521686622793,2624.77629236658
POTOSÍ,2018,Administracion publica,73.5662333474402,463.815465317684
POTOSÍ,2018,"Agricultura, ganaderia, silvicultura y pesca",104.689584083662,918.543136159603
POTOSÍ,2018,Comercio; reparacion de vehículos automotores y motocicletas,110.170439920947,755.781659627851
POTOSÍ,2018,Comunicación e informaciones,105.876486566474,389.919298792264
POTOSÍ,2018,Construcción,142.290859797143,2450.62626973849
POTOSÍ,2018,Enseñanza,106.567906795611,1614.1491550734
POTOSÍ,2018,Impuestos netos de subvenciones a los productos,105.818644118705,1206.86904289963
POTOSÍ,2018,Industrias manufactureras,112.392187425457,969.207357434829
POTOSÍ,2018,PRODUCTO  INTERNO  BRUTO(1),109.661862695076,21614.0929775225
POTOSÍ,2018,"Suministro de electricidad, agua y recolección de desechos sólidos",112.371984446133,226.586278937053
POTOSÍ,2018,Transporte y almacenamiento,98.866860899995,435.312663265841
POTOSÍ,2018,VALOR AGREGADO BRUTO,109.89790972587,20407.2239346228
POTOSÍ,2019,Actividad extractiva,107.325497661855,6349.41492194672
POTOSÍ,2019,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",89.7153825240576,297.497483325823
POTOSÍ,2019,Actividades de alojamiento y de servicio de comidas y bebidas,103.597207335385,1192.63979108391
POTOSÍ,2019,Actividades de atencion de la salud humana y de asistencia social,116.922048322141,1270.61740900306
POTOSÍ,2019,Actividades financieras y de seguros,112.754046707927,330.215516538434
POTOSÍ,2019,"Actividades inmobiliarias, empresariales y de alquiler",112.206333186751,2791.05208254276
POTOSÍ,2019,Administracion publica,75.1122109665858,473.562441561638
POTOSÍ,2019,"Agricultura, ganaderia, silvicultura y pesca",110.86486280905,972.724838539326
POTOSÍ,2019,Comercio; reparacion de vehículos automotores y motocicletas,108.470522202783,744.120032106107
POTOSÍ,2019,Comunicación e informaciones,104.759912362693,385.807207007705
POTOSÍ,2019,Construcción,120.017829462278,2067.02557097879
POTOSÍ,2019,Enseñanza,102.002938181154,1545.00507170414
POTOSÍ,2019,Impuestos netos de subvenciones a los productos,99.3768324850044,1133.39973032573
POTOSÍ,2019,Industrias manufactureras,116.951306841905,1008.52265312455
POTOSÍ,2019,PRODUCTO  INTERNO  BRUTO(1),107.627058765054,21213.0379502445
POTOSÍ,2019,"Suministro de electricidad, agua y recolección de desechos sólidos",117.186532459601,236.294308251588
POTOSÍ,2019,Transporte y almacenamiento,93.748781595893,412.777663040356
POTOSÍ,2019,VALOR AGREGADO BRUTO,108.136455723774,20080.1350358351
POTOSÍ,2020,Actividad extractiva,79.1414900383416,4682.03892590139
POTOSÍ,2020,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",98.3855245256951,326.247797407949
POTOSÍ,2020,Actividades de alojamiento y de servicio de comidas y bebidas,76.4098570310691,879.651471986729
POTOSÍ,2020,Actividades de atencion de la salud humana y de asistencia social,129.571791670264,1408.08492987014
POTOSÍ,2020,Actividades financieras y de seguros,113.291262828254,331.788826799538
POTOSÍ,2020,"Actividades inmobiliarias, empresariales y de alquiler",102.822300761611,2557.63100461443
POTOSÍ,2020,Administracion publica,73.5080677448872,463.448746718864
POTOSÍ,2020,"Agricultura, ganaderia, silvicultura y pesca",111.628607256318,979.425908430455
POTOSÍ,2020,Comercio; reparacion de vehículos automotores y motocicletas,79.9641165192066,548.562869830842
POTOSÍ,2020,Comunicación e informaciones,101.509745732095,373.837573950748
POTOSÍ,2020,Construcción,60.3445819251903,1039.29386548852
POTOSÍ,2020,Enseñanza,100.076710451444,1515.82913163099
POTOSÍ,2020,Impuestos netos de subvenciones a los productos,73.3035352575004,836.031950457977
POTOSÍ,2020,Industrias manufactureras,94.045965492761,810.999801504004
POTOSÍ,2020,PRODUCTO  INTERNO  BRUTO(1),87.7633345000442,17297.9450219254
POTOSÍ,2020,"Suministro de electricidad, agua y recolección de desechos sólidos",102.888378559284,207.463585861923
POTOSÍ,2020,Transporte y almacenamiento,65.8308052236512,289.854283689955
POTOSÍ,2020,VALOR AGREGADO BRUTO,88.6496707708879,16461.584098048
POTOSÍ,2021,Actividad extractiva,106.952491166564,6327.34772394827
POTOSÍ,2021,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",95.2880084995599,315.976390248875
POTOSÍ,2021,Actividades de alojamiento y de servicio de comidas y bebidas,91.4113783487057,1052.35314716109
POTOSÍ,2021,Actividades de atencion de la salud humana y de asistencia social,139.152557874931,1512.20120653421
POTOSÍ,2021,Actividades financieras y de seguros,115.714390344805,338.885284335904
POTOSÍ,2021,"Actividades inmobiliarias, empresariales y de alquiler",106.201749849308,2641.69237749938
POTOSÍ,2021,Administracion publica,79.32299217516,500.110293160645
POTOSÍ,2021,"Agricultura, ganaderia, silvicultura y pesca",107.492124238218,943.132535814893
POTOSÍ,2021,Comercio; reparacion de vehículos automotores y motocicletas,88.5609992175299,607.538456004655
POTOSÍ,2021,Comunicación e informaciones,104.023533616135,383.09528962345
POTOSÍ,2021,Construcción,80.4469393023391,1385.50981458282
