dept,muni_rel,muni_code,muni_name,year,agro_strict_bob,p10_agropecuario_bob,p12_microriegos_bob,p18_caminos_vecinales_bob,p32_recursos_hidricos_bob,rural_infra_bob,rural_total_bob,total_presupuesto_bob,agro_strict_bob_mm,p10_agropecuario_bob_mm,p12_microriegos_bob_mm,p18_caminos_vecinales_bob_mm,p32_recursos_hidricos_bob_mm,rural_infra_bob_mm,rural_total_bob_mm,total_presupuesto_bob_mm,agro_share_pct,p10_share_pct
Cochabamba,149,1335,Puerto Villarroel,2021,542826,266000,276826,236476,,18990699,20833025,93051614,0.542826,0.266,0.276826,0.236476,,18.990699,20.833025,93.051614,0.583360112378062,0.285862854565854
Cochabamba,150,1336,Arani,2012,1345286,233000,1112286,498000,,668000,2193286,20736460,1.345286,0.233,1.112286,0.498,,0.668,2.193286,20.73646,6.48753933892284,1.12362476526852
Cochabamba,150,1336,Arani,2013,451421,187000,264421,250515,,420515,1107996,18889423,0.451421,0.187,0.264421,0.250515,,0.420515,1.107996,18.889423,2.38980830700864,0.989972007085658
Cochabamba,150,1336,Arani,2014,1179000,190000,989000,726627,,1146627,2566627,34019405,1.179,0.19,0.989,0.726627,,1.146627,2.566627,34.019405,3.46566907916232,0.558504771027006
Cochabamba,150,1336,Arani,2015,472715,250000,222715,475000,,735000,1499815,26580175,0.472715,0.25,0.222715,0.475,,0.735,1.499815,26.580175,1.77844953992967,0.940550617142287
Cochabamba,150,1336,Arani,2016,120000,120000,,285000,,515000,917100,18663416,0.12,0.12,,0.285,,0.515,0.9171,18.663416,0.642969111335245,0.642969111335245
Cochabamba,150,1336,Arani,2017,420000,1e+05,320000,390000,,659000,1329000,19798745,0.42,0.1,0.32,0.39,,0.659,1.329,19.798745,2.12134658030092,0.505082519119267
Cochabamba,150,1336,Arani,2018,530710,291960,238750,3533480,,3896880,4517590,31244752,0.53071,0.29196,0.23875,3.53348,,3.89688,4.51759,31.244752,1.69855724891015,0.934428924255824
Cochabamba,150,1336,Arani,2019,6277615,261960,5965655,616348,50000,907888,7245503,33204923,6.277615,0.26196,5.965655,0.616348,0.05,0.907888,7.245503,33.204923,18.9056755228735,0.788919161173781
Cochabamba,150,1336,Arani,2020,216960,216960,,422728,,552728,829688,32046047,0.21696,0.21696,,0.422728,,0.552728,0.829688,32.046047,0.677025781058113,0.677025781058113
Cochabamba,150,1336,Arani,2021,2563915,165000,2318915,574243,80000,634243,3248158,24525837,2.563915,0.165,2.318915,0.574243,0.08,0.634243,3.248158,24.525837,10.4539347627565,0.672759914371118
Cochabamba,151,1337,Vacas,2012,2147887,669700,1478187,1002503,,1711166,4708647,30231002,2.147887,0.6697,1.478187,1.002503,,1.711166,4.708647,30.231002,7.10491501406404,2.21527556380698
Cochabamba,151,1337,Vacas,2013,1908680,997000,911680,1253976,,1354976,3283656,31891673,1.90868,0.997,0.91168,1.253976,,1.354976,3.283656,31.891673,5.98488514541084,3.12620789759132
Cochabamba,151,1337,Vacas,2014,1449836,330000,1119836,475000,,825000,2294836,17815690,1.449836,0.33,1.119836,0.475,,0.825,2.294836,17.81569,8.1379727644565,1.85229985479092
Cochabamba,151,1337,Vacas,2015,1393933,661000,732933,420000,,649850,2123186,21227850,1.393933,0.661,0.732933,0.42,,0.64985,2.123186,21.22785,6.56652934706058,3.11383394926947
Cochabamba,151,1337,Vacas,2016,1197997,397000,767997,396353,33000,832859,2100259,21040268,1.197997,0.397,0.767997,0.396353,0.033,0.832859,2.100259,21.040268,5.69382956528881,1.88685809515354
Cochabamba,151,1337,Vacas,2017,902000,342000,560000,298000,,703606,1650606,17673089,0.902,0.342,0.56,0.298,,0.703606,1.650606,17.673089,5.10380499979375,1.93514557641847
Cochabamba,151,1337,Vacas,2018,3411174,3411174,,294400,,316400,3756574,25420511,3.411174,3.411174,,0.2944,,0.3164,3.756574,25.420511,13.4189828048697,13.4189828048697
Cochabamba,151,1337,Vacas,2019,473755,473755,,280000,,327000,867155,16868696,0.473755,0.473755,,0.28,,0.327,0.867155,16.868696,2.80848620426855,2.80848620426855
Cochabamba,151,1337,Vacas,2020,1103547,1103547,,270000,,307000,1463947,20029895,1.103547,1.103547,,0.27,,0.307,1.463947,20.029895,5.50949967536026,5.50949967536026
Cochabamba,151,1337,Vacas,2021,313615,313615,,259200,,285200,642815,12950465,0.313615,0.313615,,0.2592,,0.2852,0.642815,12.950465,2.42165049671962,2.42165049671962
Cochabamba,152,1338,Arque,2012,1540265,559000,981265,495908,,913239,2513504,25933659,1.540265,0.559,0.981265,0.495908,,0.913239,2.513504,25.933659,5.93925060863953,2.15549992386342
Cochabamba,152,1338,Arque,2013,1675329,440000,1135329,550000,1e+05,850000,2595329,26961115,1.675329,0.44,1.135329,0.55,0.1,0.85,2.595329,26.961115,6.2138713476798,1.6319799830237
Cochabamba,152,1338,Arque,2014,940767,360000,537449,480000,43318,1023200,2033967,24207188,0.940767,0.36,0.537449,0.48,0.043318,1.0232,2.033967,24.207188,3.88631261094845,1.48716158192352
Cochabamba,152,1338,Arque,2015,1661087,640000,921087,650000,1e+05,1010000,2741087,25495405,1.661087,0.64,0.921087,0.65,0.1,1.01,2.741087,25.495405,6.51524068748859,2.51025625990252
Cochabamba,152,1338,Arque,2016,1002450,572450,430000,225000,,491000,1583450,25070369,1.00245,0.57245,0.43,0.225,,0.491,1.58345,25.070369,3.99854505532009,2.28337285342709
Cochabamba,152,1338,Arque,2017,663743,365000,298743,225000,,496140,1259883,18987883,0.663743,0.365,0.298743,0.225,,0.49614,1.259883,18.987883,3.49561349203595,1.92227853942433
Cochabamba,152,1338,Arque,2018,3516997,350000,3166997,275000,,375000,3991997,28750719,3.516997,0.35,3.166997,0.275,,0.375,3.991997,28.750719,12.2327271189287,1.21736085974059
Cochabamba,152,1338,Arque,2019,375000,315000,60000,225000,,305000,780000,18574025,0.375,0.315,0.06,0.225,,0.305,0.78,18.574025,2.01894850469944,1.69591674394753
Cochabamba,152,1338,Arque,2020,322725,322725,,250000,,330000,767725,32278672,0.322725,0.322725,,0.25,,0.33,0.767725,32.278672,0.99980879015097,0.99980879015097
Cochabamba,152,1338,Arque,2021,296186,296186,,170000,,210000,566186,14206912,0.296186,0.296186,,0.17,,0.21,0.566186,14.206912,2.08480210196276,2.08480210196276
Cochabamba,153,1339,Tacopaya,2012,1746904,410895,1336009,651138,,831138,2678042,23658149,1.746904,0.410895,1.336009,0.651138,,0.831138,2.678042,23.658149,7.38394199816731,1.73680113351218
Cochabamba,153,1339,Tacopaya,2013,2252971,737797,1515174,1038146,,1088146,3441117,34824428,2.252971,0.737797,1.515174,1.038146,,1.088146,3.441117,34.824428,6.46951329681567,2.11861914860454
Cochabamba,153,1339,Tacopaya,2014,449715,283852,165863,957979,,977979,1497694,29465057,0.449715,0.283852,0.165863,0.957979,,0.977979,1.497694,29.465057,1.52626550153967,0.963351267231555
Cochabamba,153,1339,Tacopaya,2015,1226330,383145,803185,1100953,40000,1100953,2404283,31687826,1.22633,0.383145,0.803185,1.100953,0.04,1.100953,2.404283,31.687826,3.87003513589099,1.20912365524855
Cochabamba,153,1339,Tacopaya,2016,504605,350315,154290,580898,,580898,1245503,27089427,0.504605,0.350315,0.15429,0.580898,,0.580898,1.245503,27.089427,1.86273781280054,1.29317980775304
Cochabamba,153,1339,Tacopaya,2017,1148346,328719,703692,450000,115935,498433,1776779,22064041,1.148346,0.328719,0.703692,0.45,0.115935,0.498433,1.776779,22.064041,5.20460417926163,1.48984041499923
Cochabamba,153,1339,Tacopaya,2018,408218,204473,101071,2010063,102674,2035063,3843811,36983341,0.408218,0.204473,0.101071,2.010063,0.102674,2.035063,3.843811,36.983341,1.10378886537049,0.552878659610553
Cochabamba,153,1339,Tacopaya,2019,319375,151000,168375,754249,,844749,1246124,20190590,0.319375,0.151,0.168375,0.754249,,0.844749,1.246124,20.19059,1.58180122522423,0.747873142884879
Cochabamba,153,1339,Tacopaya,2020,172159,150000,,931004,22159,1033004,1325677,28334279,0.172159,0.15,,0.931004,0.022159,1.033004,1.325677,28.334279,0.6075997204658,0.529394095399428
Cochabamba,153,1339,Tacopaya,2021,250872,145872,105000,1728874,,1897374,2308646,21466781,0.250872,0.145872,0.105,1.728874,,1.897374,2.308646,21.466781,1.16865216075014,0.679524331104883
Cochabamba,154,1340,Bolivar,2012,1968951,622000,1226951,1102297,120000,1327297,3296248,18507489,1.968951,0.622,1.226951,1.102297,0.12,1.327297,3.296248,18.507489,10.6386717290498,3.36080167331181
Cochabamba,154,1340,Bolivar,2013,1012086,913000,99086,380000,,1040000,2052086,18564533,1.012086,0.913,0.099086,0.38,,1.04,2.052086,18.564533,5.45171806907289,4.91797989208778
Cochabamba,154,1340,Bolivar,2014,1040000,1e+06,,348599,40000,511599,1551599,16913939,1.04,1,,0.348599,0.04,0.511599,1.551599,16.913939,6.14877468814331,5.91228335398395
Cochabamba,154,1340,Bolivar,2015,1532192,1070000,395598,530000,66594,3306248,4838440,24121436,1.532192,1.07,0.395598,0.53,0.066594,3.306248,4.83844,24.121436,6.35199330587118,4.43588847695469
Cochabamba,154,1340,Bolivar,2016,1166689,1126689,40000,3e+05,,490000,1656689,15881509,1.166689,1.126689,0.04,0.3,,0.49,1.656689,15.881509,7.34620998546171,7.09434475023753
Cochabamba,154,1340,Bolivar,2017,886344,436000,450344,550000,,690000,1576344,15798137,0.886344,0.436,0.450344,0.55,,0.69,1.576344,15.798137,5.61043368594664,2.75981908499717
Cochabamba,154,1340,Bolivar,2018,445000,425000,20000,2621617,,2761617,3206617,23499598,0.445,0.425,0.02,2.621617,,2.761617,3.206617,23.499598,1.89364941476871,1.8085415759027
Cochabamba,154,1340,Bolivar,2019,517000,495000,22000,270000,,418500,935500,15437567,0.517,0.495,0.022,0.27,,0.4185,0.9355,15.437567,3.34897331943563,3.20646381648093
Cochabamba,154,1340,Bolivar,2020,464040,464040,,276000,,785250,1249290,14950282,0.46404,0.46404,,0.276,,0.78525,1.24929,14.950282,3.10388794004019,3.10388794004019
Cochabamba,154,1340,Bolivar,2021,332694,314694,18000,180000,,277000,609694,12156880,0.332694,0.314694,0.018,0.18,,0.277,0.609694,12.15688,2.73667256730345,2.58860826133021
Cochabamba,155,1341,Tiraque,2012,1509927,115000,1319927,2406294,75000,2728294,4326232,40419969,1.509927,0.115,1.319927,2.406294,0.075,2.728294,4.326232,40.419969,3.73559663046748,0.284512835722363
Cochabamba,155,1341,Tiraque,2013,2135713,130000,1905713,2071000,1e+05,3407129,5666353,49446807,2.135713,0.13,1.905713,2.071,0.1,3.407129,5.666353,49.446807,4.31921316982106,0.262908786001086
Cochabamba,155,1341,Tiraque,2014,5634382,1160000,4354382,3165563,120000,3551447,9320948,54801188,5.634382,1.16,4.354382,3.165563,0.12,3.551447,9.320948,54.801188,10.2814960872746,2.11674243266405
Cochabamba,155,1341,Tiraque,2015,4379801,1546770,1297976,2254787,1535055,2528259,8224038,57753943,4.379801,1.54677,1.297976,2.254787,1.535055,2.528259,8.224038,57.753943,7.58355321298149,2.6782067503166
Cochabamba,155,1341,Tiraque,2016,919814,211814,608000,947851,1e+05,1549718,2618032,43145624,0.919814,0.211814,0.608,0.947851,0.1,1.549718,2.618032,43.145624,2.1318824824506,0.490928118225848
Cochabamba,155,1341,Tiraque,2017,1778814,201814,1327000,824194,250000,1499061,3430925,38238549,1.778814,0.201814,1.327,0.824194,0.25,1.499061,3.430925,38.238549,4.6518867648456,0.527776302390554
Cochabamba,155,1341,Tiraque,2018,5093023,129428,4513595,3066354,450000,3272000,8567501,66286245,5.093023,0.129428,4.513595,3.066354,0.45,3.272,8.567501,66.286245,7.68337835398581,0.195256195308695
Cochabamba,155,1341,Tiraque,2019,1324215,152146,872069,961595,3e+05,1583426,3131735,42995690,1.324215,0.152146,0.872069,0.961595,0.3,1.583426,3.131735,42.99569,3.07987847153982,0.353863375608113
Cochabamba,155,1341,Tiraque,2020,302152,102152,,1314855,2e+05,1591561,2122165,46412738,0.302152,0.102152,,1.314855,0.2,1.591561,2.122165,46.412738,0.651010935834038,0.220094750712617
Cochabamba,155,1341,Tiraque,2021,975791,68884,631907,7932321,275000,8329180,9482181,46348767,0.975791,0.068884,0.631907,7.932321,0.275,8.32918,9.482181,46.348767,2.10532245658229,0.148620997835822
Cochabamba,156,1342,Mizque,2012,3800066,714924,2162862,2994941,922280,4111332,8161398,54626463,3.800066,0.714924,2.162862,2.994941,0.92228,4.111332,8.161398,54.626463,6.95645625088339,1.30875030294383
Cochabamba,156,1342,Mizque,2013,3214529,1340600,1383929,3088254,490000,4722735,8137264,55849701,3.214529,1.3406,1.383929,3.088254,0.49,4.722735,8.137264,55.849701,5.75567808321839,2.40037095274691
Cochabamba,156,1342,Mizque,2014,3139674,713042,1542256,2072970,884376,2925026,6424700,55401790,3.139674,0.713042,1.542256,2.07297,0.884376,2.925026,6.4247,55.40179,5.66709848183606,1.28703783758611
Cochabamba,156,1342,Mizque,2015,3190380,1325424,828076,1767488,1036880,2224488,5659868,60866739,3.19038,1.325424,0.828076,1.767488,1.03688,2.224488,5.659868,60.866739,5.24158194182212,2.17758339246661
Cochabamba,156,1342,Mizque,2016,2511318,845000,390000,1084220,1276318,1894390,4780708,56648143,2.511318,0.845,0.39,1.08422,1.276318,1.89439,4.780708,56.648143,4.4331868036698,1.49166407802635
Cochabamba,156,1342,Mizque,2017,2693115,965000,1079537,581074,648578,1158628,4226743,50021422,2.693115,0.965,1.079537,0.581074,0.648578,1.158628,4.226743,50.021422,5.38392331189625,1.92917346492069
Cochabamba,156,1342,Mizque,2018,5364811,529000,4835811,520000,,1722827,7288138,61405469,5.364811,0.529,4.835811,0.52,,1.722827,7.288138,61.405469,8.73669900640283,0.861486783856337
Cochabamba,156,1342,Mizque,2019,5582917,659676,4923241,380000,,1259157,7067658,52767785,5.582917,0.659676,4.923241,0.38,,1.259157,7.067658,52.767785,10.5801617407287,1.25014912033924
Cochabamba,156,1342,Mizque,2020,698523,698523,,310000,,7998600,8932707,58751355,0.698523,0.698523,,0.31,,7.9986,8.932707,58.751355,1.188947897457,1.188947897457
Cochabamba,156,1342,Mizque,2021,606658,586658,20000,1807339,,2082339,2873997,36874833,0.606658,0.586658,0.02,1.807339,,2.082339,2.873997,36.874833,1.64518168800927,1.590944154242
Cochabamba,157,1343,Vila Vila,2012,459311,15000,444311,230000,,305000,764311,9132317,0.459311,0.015,0.444311,0.23,,0.305,0.764311,9.132317,5.02951222564876,0.164251854157056
Cochabamba,157,1343,Vila Vila,2013,354224,40000,234224,15000,80000,335000,719224,9732530,0.354224,0.04,0.234224,0.015,0.08,0.335,0.719224,9.73253,3.63958806189141,0.410992825092756
Cochabamba,157,1343,Vila Vila,2014,50000,50000,,15000,,218000,308000,10465524,0.05,0.05,,0.015,,0.218,0.308,10.465524,0.477759164280737,0.477759164280737
Cochabamba,157,1343,Vila Vila,2015,853726,111400,742326,561584,,1069084,1960810,20483246,0.853726,0.1114,0.742326,0.561584,,1.069084,1.96081,20.483246,4.16792338479946,0.543859112955046
Cochabamba,157,1343,Vila Vila,2016,560000,60000,5e+05,270000,,358800,944300,12018385,0.56,0.06,0.5,0.27,,0.3588,0.9443,12.018385,4.65952788165798,0.49923513017764
Cochabamba,157,1343,Vila Vila,2017,160000,60000,1e+05,370000,,378000,563500,10040617,0.16,0.06,0.1,0.37,,0.378,0.5635,10.040617,1.5935275690727,0.597572838402262
Cochabamba,157,1343,Vila Vila,2018,3250000,50000,3200000,20000,,25000,3293000,19937365,3.25,0.05,3.2,0.02,,0.025,3.293,19.937365,16.3010508158927,0.25078539716758
Cochabamba,157,1343,Vila Vila,2019,75186,75186,,20000,,28000,121186,9630030,0.075186,0.075186,,0.02,,0.028,0.121186,9.63003,0.780745231323267,0.780745231323267
Cochabamba,157,1343,Vila Vila,2020,89748,89748,,170000,,178000,308152,12701363,0.089748,0.089748,,0.17,,0.178,0.308152,12.701363,0.706601330896535,0.706601330896535
Cochabamba,157,1343,Vila Vila,2021,126040,109812,,20000,16228,26000,200040,8975598,0.12604,0.109812,,0.02,0.016228,0.026,0.20004,8.975598,1.40425183926464,1.22345051549769
Cochabamba,158,1344,Alalay,2012,925287,65000,860287,860000,,1362000,2337287,10008600,0.925287,0.065,0.860287,0.86,,1.362,2.337287,10.0086,9.24491936934237,0.649441480326919
Cochabamba,158,1344,Alalay,2013,1652100,130500,1471600,435000,50000,920000,2752100,11813294,1.6521,0.1305,1.4716,0.435,0.05,0.92,2.7521,11.813294,13.9850917110841,1.10468765104805
Cochabamba,158,1344,Alalay,2014,307000,1e+05,207000,524615,,534615,937615,8215754,0.307,0.1,0.207,0.524615,,0.534615,0.937615,8.215754,3.73672337316818,1.21717373718833
Cochabamba,158,1344,Alalay,2015,1191413,84400,1107013,125000,,282759,1558252,8932905,1.191413,0.0844,1.107013,0.125,,0.282759,1.558252,8.932905,13.3373521827446,0.944821421474873
Cochabamba,158,1344,Alalay,2016,891200,61200,830000,180000,,180000,1153200,7510798,0.8912,0.0612,0.83,0.18,,0.18,1.1532,7.510798,11.8655833907396,0.814826866599262
Cochabamba,158,1344,Alalay,2017,30000,30000,,49018,,49018,191018,5440720,0.03,0.03,,0.049018,,0.049018,0.191018,5.44072,0.551397609139967,0.551397609139967
Cochabamba,158,1344,Alalay,2018,3302014,36000,3266014,1425615,,1425615,4835885,16580985,3.302014,0.036,3.266014,1.425615,,1.425615,4.835885,16.580985,19.9144622590274,0.217116172531366
Cochabamba,158,1344,Alalay,2019,705460,291205,414255,440031,,478473,1300589,7056785,0.70546,0.291205,0.414255,0.440031,,0.478473,1.300589,7.056785,9.99690368914456,4.12659589317232
Cochabamba,158,1344,Alalay,2020,58641,58641,,327516,,366229,651670,6159790,0.058641,0.058641,,0.327516,,0.366229,0.65167,6.15979,0.951996740148609,0.951996740148609
Cochabamba,158,1344,Alalay,2021,35000,35000,,371376,,371376,463076,4296811,0.035,0.035,,0.371376,,0.371376,0.463076,4.296811,0.81455758701046,0.81455758701046
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2012,1741008,1192702,548306,950000,,6697544,8678552,47381956,1.741008,1.192702,0.548306,0.95,,6.697544,8.678552,47.381956,3.67441141518092,2.51720718325769
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2013,1498001,924024,573977,350000,,6516230,8314231,54153752,1.498001,0.924024,0.573977,0.35,,6.51623,8.314231,54.153752,2.76619983782472,1.70629728481232
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2014,3053739,2303739,750000,4e+05,,11917332,15371071,68715694,3.053739,2.303739,0.75,0.4,,11.917332,15.371071,68.715694,4.44401973150413,3.35256600915651
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2015,7725058,7169058,556000,862000,,16240883,24415941,105029163,7.725058,7.169058,0.556,0.862,,16.240883,24.415941,105.029163,7.35515525340329,6.82577847449856
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2016,6013636,5517636,496000,550000,,18268212,24811848,97928172,6.013636,5.517636,0.496,0.55,,18.268212,24.811848,97.928172,6.14086414275149,5.63437046491586
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2017,3862129,3388489,473640,550000,,12857817,17289946,74177232,3.862129,3.388489,0.47364,0.55,,12.857817,17.289946,74.177232,5.20662323986422,4.56809846989168
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2018,7712814,7254449,458365,6e+05,,18187815,26500629,133295076,7.712814,7.254449,0.458365,0.6,,18.187815,26.500629,133.295076,5.78627075466764,5.44239833735494
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2019,1830354,1371989,458365,550000,,12621966,15082320,99590903,1.830354,1.371989,0.458365,0.55,,12.621966,15.08232,99.590903,1.83787268200591,1.37762482181731
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2020,2469659,1960599,509060,6e+05,,15111717,18281376,84673496,2.469659,1.960599,0.50906,0.6,,15.111717,18.281376,84.673496,2.91668481480911,2.31548134022953
Cochabamba,159,1345,Entre Rios del departamento de Cochabamba,2021,931684,530746,400938,450000,,10764322,12448556,59625406,0.931684,0.530746,0.400938,0.45,,10.764322,12.448556,59.625406,1.56256210649534,0.890133980806772
Cochabamba,160,1346,Cocapata,2012,1081109,485000,596109,1261027,,3136027,4317136,30988669,1.081109,0.485,0.596109,1.261027,,3.136027,4.317136,30.988669,3.48872357183201,1.56508819401053
Cochabamba,160,1346,Cocapata,2013,1149532,479541,669991,1343323,,1543323,2827244,40400240,1.149532,0.479541,0.669991,1.343323,,1.543323,2.827244,40.40024,2.845359334499,1.186975621927
Cochabamba,160,1346,Cocapata,2014,1131810,481810,650000,1145194,,1295194,2552191,34347554,1.13181,0.48181,0.65,1.145194,,1.295194,2.552191,34.347554,3.2951691407196,1.40274908658707
Cochabamba,160,1346,Cocapata,2015,1924207,493784,1430423,6231769,,6281769,8357343,50139168,1.924207,0.493784,1.430423,6.231769,,6.281769,8.357343,50.139168,3.83773220967687,0.98482687227678
Cochabamba,160,1346,Cocapata,2016,1216000,936000,280000,3072000,,3272769,4778432,41016037,1.216,0.936,0.28,3.072,,3.272769,4.778432,41.016037,2.96469402931346,2.28203421993207
Cochabamba,160,1346,Cocapata,2017,1975995,1845995,130000,1263405,,1413405,3661590,34390801,1.975995,1.845995,0.13,1.263405,,1.413405,3.66159,34.390801,5.74570798743536,5.36769992650069
Cochabamba,160,1346,Cocapata,2018,2547022,504826,2042196,4912160,,5052160,7871371,47657313,2.547022,0.504826,2.042196,4.91216,,5.05216,7.871371,47.657313,5.3444515430402,1.05928338846968
Cochabamba,160,1346,Cocapata,2019,1704280,1016179,688101,1312088,,1449088,3410558,36344693,1.70428,1.016179,0.688101,1.312088,,1.449088,3.410558,36.344693,4.6892128102444,2.79594877854657
Cochabamba,160,1346,Cocapata,2020,995773,995773,,1264434,,1422434,2745397,47822889,0.995773,0.995773,,1.264434,,1.422434,2.745397,47.822889,2.08221004799605,2.08221004799605
Cochabamba,160,1346,Cocapata,2021,573115,563115,10000,709602,,851602,1616378,30574615,0.573115,0.563115,0.01,0.709602,,0.851602,1.616378,30.574615,1.87447985853624,1.84177298716599
Cochabamba,161,1347,Shinahota,2012,2206743,2206743,,261000,,4391461,6748204,39597869,2.206743,2.206743,,0.261,,4.391461,6.748204,39.597869,5.57288322763025,5.57288322763025
Cochabamba,161,1347,Shinahota,2013,301986,301986,,291448,,3475712,3928737,26309619,0.301986,0.301986,,0.291448,,3.475712,3.928737,26.309619,1.14781593758541,1.14781593758541
Cochabamba,161,1347,Shinahota,2014,230852,230852,,195427,,4560277,4972462,51736232,0.230852,0.230852,,0.195427,,4.560277,4.972462,51.736232,0.446209534548245,0.446209534548245
Cochabamba,161,1347,Shinahota,2015,3452342,3452342,,280000,,6681962,10374304,74167581,3.452342,3.452342,,0.28,,6.681962,10.374304,74.167581,4.65478576145014,4.65478576145014
Cochabamba,161,1347,Shinahota,2016,219997,219997,,318000,,9558330,10128327,43861970,0.219997,0.219997,,0.318,,9.55833,10.128327,43.86197,0.501566619100784,0.501566619100784
Cochabamba,161,1347,Shinahota,2017,15581025,15581025,,320000,,6710399,22631424,70992813,15.581025,15.581025,,0.32,,6.710399,22.631424,70.992813,21.9473272597326,21.9473272597326
Cochabamba,161,1347,Shinahota,2018,6321339,6321339,,464743,,10470126,17146465,74264325,6.321339,6.321339,,0.464743,,10.470126,17.146465,74.264325,8.51194567512732,8.51194567512732
Cochabamba,161,1347,Shinahota,2019,475156,475156,,455000,,7224061,8069217,50630157,0.475156,0.475156,,0.455,,7.224061,8.069217,50.630157,0.938484152834051,0.938484152834051
Cochabamba,161,1347,Shinahota,2020,1533632,1533632,,339889,,9189888,11113520,51303519,1.533632,1.533632,,0.339889,,9.189888,11.11352,51.303519,2.98933100476012,2.98933100476012
Cochabamba,161,1347,Shinahota,2021,922458,922458,,208323,,7539207,8808169,43844040,0.922458,0.922458,,0.208323,,7.539207,8.808169,43.84404,2.1039530116294,2.1039530116294
Cochabamba,341,3301,Gobierno Autónomo Indigena Originario Campesino del Territorio de Raqaypampa,2012,12000,12000,,150000,,220000,252000,8061189,0.012,0.012,,0.15,,0.22,0.252,8.061189,0.148861414860761,0.148861414860761
La Paz,30,1201,La Paz,2012,390321,,,2819937,390321,125185215,129276865,2622969339,0.390321,,,2.819937,0.390321,125.185215,129.276865,2622.969339,0.0148808830586182,
La Paz,30,1201,La Paz,2013,740000,680000,60000,77785070,,172542784,189608340,3053007671,0.74,0.68,0.06,77.78507,,172.542784,189.60834,3053.007671,0.02423839307805,0.0222731179636135
La Paz,30,1201,La Paz,2014,4e+05,4e+05,,93569996,,221923580,239771748,3134715309,0.4,0.4,,93.569996,,221.92358,239.771748,3134.715309,0.0127603294261386,0.0127603294261386
La Paz,30,1201,La Paz,2015,440000,440000,,90845590,,268371783,288507716,3373884182,0.44,0.44,,90.84559,,268.371783,288.507716,3373.884182,0.0130413486730648,0.0130413486730648
La Paz,30,1201,La Paz,2016,651780,4e+05,76000,69191694,175780,206557278,221461322,3048974314,0.65178,0.4,0.076,69.191694,0.17578,206.557278,221.461322,3048.974314,0.0213770249558095,0.0131191659491297
La Paz,30,1201,La Paz,2017,2627162,2627162,,1575000,,278301949,297059332,3009712931,2.627162,2.627162,,1.575,,278.301949,297.059332,3009.712931,0.0872894545170827,0.0872894545170827
La Paz,30,1201,La Paz,2018,852179,852179,,1044060,,372108153,385115349,3648975229,0.852179,0.852179,,1.04406,,372.108153,385.115349,3648.975229,0.0233539266922768,0.0233539266922768
La Paz,30,1201,La Paz,2019,74902942,1430340,42000,1729513,73430602,475464065,565013996,4044812572,74.902942,1.43034,0.042,1.729513,73.430602,475.464065,565.013996,4044.812572,1.85182726434623,0.0353623307517746
La Paz,30,1201,La Paz,2020,82393591,1133453,,2503422,81260138,399650117,497638288,3424052063,82.393591,1.133453,,2.503422,81.260138,399.650117,497.638288,3424.052063,2.40631828850787,0.0331026800745232
La Paz,30,1201,La Paz,2021,104263709,954372,,695000,103309337,280280686,421232768,3323299791,104.263709,0.954372,,0.695,103.309337,280.280686,421.232768,3323.299791,3.13735490497613,0.0287176017819573
La Paz,31,1202,Palca,2012,8040506,130000,7910506,799934,,799934,8940440,38843281,8.040506,0.13,7.910506,0.799934,,0.799934,8.94044,38.843281,20.6998631243329,0.33467821629177
La Paz,31,1202,Palca,2013,3295358,241063,3054295,764420,,774420,4089778,32309113,3.295358,0.241063,3.054295,0.76442,,0.77442,4.089778,32.309113,10.1994691095358,0.746114571452333
La Paz,31,1202,Palca,2014,337287,187287,150000,545000,,655001,1012288,31603183,0.337287,0.187287,0.15,0.545,,0.655001,1.012288,31.603183,1.06725642160791,0.59262068634036
La Paz,31,1202,Palca,2015,1803912,35000,1768912,979250,,2562750,4376662,41410402,1.803912,0.035,1.768912,0.97925,,2.56275,4.376662,41.410402,4.35618084557595,0.0845198266850923
La Paz,31,1202,Palca,2016,868435,49000,669435,645000,150000,1205000,2083435,44424219,0.868435,0.049,0.669435,0.645,0.15,1.205,2.083435,44.424219,1.95486835683031,0.1103001945853
La Paz,31,1202,Palca,2017,1051074,20000,1031074,725000,,1137608,2188682,37712522,1.051074,0.02,1.031074,0.725,,1.137608,2.188682,37.712522,2.78706897406649,0.0530327831164407
La Paz,31,1202,Palca,2018,50000,10000,40000,916231,,1136231,1186231,42732596,0.05,0.01,0.04,0.916231,,1.136231,1.186231,42.732596,0.117006699054745,0.023401339810949
La Paz,31,1202,Palca,2019,70000,20000,50000,951657,,1116377,1186377,37564333,0.07,0.02,0.05,0.951657,,1.116377,1.186377,37.564333,0.186346979726753,0.0532419942076437
