destino,dept,year,deuda_mm_bob
TRANSPORTE,Beni,2018,0
TRANSPORTE,Pando,2018,25.4
TRANSPORTE,Oruro,2018,0
OTROS,Beni,2018,303.6
OTROS,Chuquisaca,2018,491.9
OTROS,Cochabamba,2018,229.3
OTROS,La Paz,2018,101.9
OTROS,Oruro,2018,130.7
OTROS,Pando,2018,9.5
OTROS,Potosí,2018,370.9
OTROS,Santa Cruz,2018,13.3
OTROS,Tarija,2018,507.9
AGROPECUARIO,Beni,2019,0.7
AGROPECUARIO,Potosí,2019,39
AGROPECUARIO,Santa Cruz,2019,0
CAMINOS,Beni,2019,21.5
CAMINOS,Chuquisaca,2019,0
CAMINOS,Cochabamba,2019,34.1
CAMINOS,La Paz,2019,57.6
CAMINOS,Pando,2019,97.6
CAMINOS,Potosí,2019,0.9
CAMINOS,Santa Cruz,2019,0
ELECTRIFICACIÓN,Beni,2019,4
ELECTRIFICACIÓN,Chuquisaca,2019,154.6
ELECTRIFICACIÓN,Cochabamba,2019,79
ELECTRIFICACIÓN,La Paz,2019,45.7
ELECTRIFICACIÓN,Pando,2019,3.4
ELECTRIFICACIÓN,Potosí,2019,9.4
ELECTRIFICACIÓN,Santa Cruz,2019,204.9
FORTALECIMIENTO,Cochabamba,2019,25.1
FORTALECIMIENTO,La Paz,2019,57.8
FORTALECIMIENTO,Oruro,2019,0
FORTALECIMIENTO,Pando,2019,0
FORTALECIMIENTO,Potosí,2019,0
FORTALECIMIENTO,Santa Cruz,2019,875
RIEGO,Chuquisaca,2019,157.5
RIEGO,Cochabamba,2019,101.9
RIEGO,La Paz,2019,0
RIEGO,Oruro,2019,0
RIEGO,Potosí,2019,0
RIEGO,Santa Cruz,2019,141
RIEGO,Tarija,2019,155.1
SEGURIDAD SOCIAL,Beni,2019,112.9
SEGURIDAD SOCIAL,Chuquisaca,2019,12.9
SEGURIDAD SOCIAL,Cochabamba,2019,0
SEGURIDAD SOCIAL,La Paz,2019,18.6
SEGURIDAD SOCIAL,Oruro,2019,3.1
TRANSPORTE,Beni,2019,0
TRANSPORTE,Pando,2019,23.2
TRANSPORTE,Oruro,2019,0
OTROS,Beni,2019,277.5
OTROS,Chuquisaca,2019,480.6
OTROS,Cochabamba,2019,198.5
OTROS,La Paz,2019,87.1
OTROS,Oruro,2019,216.3
OTROS,Pando,2019,75
OTROS,Potosí,2019,344.7
OTROS,Santa Cruz,2019,12.2
OTROS,Tarija,2019,555.9
AGROPECUARIO,Beni,2020,0.6
AGROPECUARIO,Potosí,2020,37.8
AGROPECUARIO,Santa Cruz,2020,0
CAMINOS,Beni,2020,19
CAMINOS,Chuquisaca,2020,0
CAMINOS,Cochabamba,2020,24.7
CAMINOS,La Paz,2020,51.7
CAMINOS,Pando,2020,88.4
CAMINOS,Potosí,2020,0
CAMINOS,Santa Cruz,2020,0
ELECTRIFICACIÓN,Beni,2020,2.8
ELECTRIFICACIÓN,Chuquisaca,2020,151.5
ELECTRIFICACIÓN,Cochabamba,2020,75.7
ELECTRIFICACIÓN,La Paz,2020,44.3
ELECTRIFICACIÓN,Pando,2020,3.1
ELECTRIFICACIÓN,Potosí,2020,9.1
ELECTRIFICACIÓN,Santa Cruz,2020,178
FORTALECIMIENTO,Cochabamba,2020,18.2
FORTALECIMIENTO,La Paz,2020,57.8
FORTALECIMIENTO,Oruro,2020,0
FORTALECIMIENTO,Pando,2020,0
FORTALECIMIENTO,Potosí,2020,47.9
FORTALECIMIENTO,Santa Cruz,2020,796.3
RIEGO,Chuquisaca,2020,158.9
RIEGO,Cochabamba,2020,97.7
RIEGO,La Paz,2020,0
RIEGO,Oruro,2020,0
RIEGO,Potosí,2020,0
RIEGO,Santa Cruz,2020,134.3
RIEGO,Tarija,2020,155.1
SEGURIDAD SOCIAL,Beni,2020,109.1
SEGURIDAD SOCIAL,Chuquisaca,2020,13.2
SEGURIDAD SOCIAL,Cochabamba,2020,0
SEGURIDAD SOCIAL,La Paz,2020,15.1
SEGURIDAD SOCIAL,Oruro,2020,3
TRANSPORTE,Beni,2020,0
TRANSPORTE,Pando,2020,20.9
TRANSPORTE,Oruro,2020,0
OTROS,Beni,2020,274.7
OTROS,Chuquisaca,2020,435.3
OTROS,Cochabamba,2020,165.6
OTROS,La Paz,2020,72.1
OTROS,Oruro,2020,198.6
OTROS,Pando,2020,76.9
OTROS,Potosí,2020,313.1
OTROS,Santa Cruz,2020,18.4
OTROS,Tarija,2020,695.1
AGROPECUARIO,Beni,2021,0.6
AGROPECUARIO,Potosí,2021,34.1
AGROPECUARIO,Santa Cruz,2021,0
CAMINOS,Beni,2021,19
CAMINOS,Chuquisaca,2021,0
CAMINOS,Cochabamba,2021,24.7
CAMINOS,La Paz,2021,45.2
CAMINOS,Pando,2021,88.4
CAMINOS,Potosí,2021,0
CAMINOS,Santa Cruz,2021,0
ELECTRIFICACIÓN,Beni,2021,1.7
ELECTRIFICACIÓN,Chuquisaca,2021,145.2
ELECTRIFICACIÓN,Cochabamba,2021,73.2
ELECTRIFICACIÓN,La Paz,2021,42.9
ELECTRIFICACIÓN,Pando,2021,2.8
ELECTRIFICACIÓN,Potosí,2021,8.4
ELECTRIFICACIÓN,Santa Cruz,2021,157.6
FORTALECIMIENTO,Cochabamba,2021,18.2
FORTALECIMIENTO,La Paz,2021,57.8
FORTALECIMIENTO,Oruro,2021,0
FORTALECIMIENTO,Pando,2021,0
FORTALECIMIENTO,Potosí,2021,140.8
FORTALECIMIENTO,Santa Cruz,2021,795.8
RIEGO,Chuquisaca,2021,159
RIEGO,Cochabamba,2021,99.2
RIEGO,La Paz,2021,0
RIEGO,Oruro,2021,0
RIEGO,Potosí,2021,0
RIEGO,Santa Cruz,2021,119.5
RIEGO,Tarija,2021,155.1
SEGURIDAD SOCIAL,Beni,2021,105.4
SEGURIDAD SOCIAL,Chuquisaca,2021,13.5
SEGURIDAD SOCIAL,Cochabamba,2021,0
SEGURIDAD SOCIAL,La Paz,2021,12.3
SEGURIDAD SOCIAL,Oruro,2021,2.9
TRANSPORTE,Beni,2021,0
TRANSPORTE,Pando,2021,20.9
TRANSPORTE,Oruro,2021,0
OTROS,Beni,2021,363.3
OTROS,Chuquisaca,2021,433.8
OTROS,Cochabamba,2021,165.6
OTROS,La Paz,2021,65.8
OTROS,Oruro,2021,186.9
OTROS,Pando,2021,106.8
OTROS,Potosí,2021,311.5
OTROS,Santa Cruz,2021,96.3
OTROS,Tarija,2021,780.4
AGROPECUARIO,Beni,2022,0.5
AGROPECUARIO,Potosí,2022,29.8
AGROPECUARIO,Santa Cruz,2022,0
CAMINOS,Beni,2022,14.3
CAMINOS,Chuquisaca,2022,0
CAMINOS,Cochabamba,2022,14.8
CAMINOS,La Paz,2022,37.9
CAMINOS,Pando,2022,77.9
CAMINOS,Potosí,2022,0
CAMINOS,Santa Cruz,2022,0
ELECTRIFICACIÓN,Beni,2022,0.6
ELECTRIFICACIÓN,Chuquisaca,2022,138.1
ELECTRIFICACIÓN,Cochabamba,2022,70.8
ELECTRIFICACIÓN,La Paz,2022,41.4
ELECTRIFICACIÓN,Pando,2022,2.5
ELECTRIFICACIÓN,Potosí,2022,7.6
ELECTRIFICACIÓN,Santa Cruz,2022,124.9
FORTALECIMIENTO,Cochabamba,2022,10.9
FORTALECIMIENTO,La Paz,2022,54.4
FORTALECIMIENTO,Oruro,2022,0
FORTALECIMIENTO,Pando,2022,0
FORTALECIMIENTO,Potosí,2022,192.8
FORTALECIMIENTO,Santa Cruz,2022,708.4
RIEGO,Chuquisaca,2022,171.1
RIEGO,Cochabamba,2022,106
RIEGO,La Paz,2022,0
RIEGO,Oruro,2022,0
RIEGO,Potosí,2022,0
RIEGO,Santa Cruz,2022,106.5
RIEGO,Tarija,2022,155
SEGURIDAD SOCIAL,Beni,2022,101.6
SEGURIDAD SOCIAL,Chuquisaca,2022,12.4
SEGURIDAD SOCIAL,Cochabamba,2022,0
SEGURIDAD SOCIAL,La Paz,2022,11
SEGURIDAD SOCIAL,Oruro,2022,2.8
TRANSPORTE,Beni,2022,0
TRANSPORTE,Pando,2022,18
TRANSPORTE,Oruro,2022,0
OTROS,Beni,2022,435.2
OTROS,Chuquisaca,2022,375.9
OTROS,Cochabamba,2022,146.2
OTROS,La Paz,2022,46.6
OTROS,Oruro,2022,184.6
OTROS,Pando,2022,109.7
OTROS,Potosí,2022,267.7
OTROS,Santa Cruz,2022,274.7
OTROS,Tarija,2022,838.2
