page,title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
103,"Cuadro Nº 22 | GASTO EN BIENES Y SERVICIOS MENSUAL DEL SECTOR PÚBLICO NO FINANCIERO, 2000-2024 | (En millones de bolivianos)",0,0,0,0,0,0,0,0,237,281,392,747,769,1185,1564,777,443,759,435,521,547,793,923,1604,970
