dept,cultivo,year,indicator,value
Bolivia,Arroz con cáscara,1984,produccion,157737
Bolivia,Arroz con cáscara,1985,produccion,199277
Bolivia,Arroz con cáscara,1986,produccion,130031
Bolivia,Arroz con cáscara,1987,produccion,165892
Bolivia,Arroz con cáscara,1988,produccion,172445
Bolivia,Arroz con cáscara,1989,produccion,170070
Bolivia,Arroz con cáscara,1990,produccion,217349
Bolivia,Arroz con cáscara,1991,produccion,216053
Bolivia,Arroz con cáscara,1992,produccion,206191
Bolivia,Arroz con cáscara,1993,produccion,196887
Bolivia,Arroz con cáscara,1994,produccion,226153
Bolivia,Arroz con cáscara,1995,produccion,239664
Bolivia,Arroz con cáscara,1996,produccion,317091
Bolivia,Arroz con cáscara,1997,produccion,228566
Bolivia,Arroz con cáscara,1998,produccion,269004
Bolivia,Arroz con cáscara,1999,produccion,229070
Bolivia,Arroz con cáscara,2000,produccion,273369
Bolivia,Arroz con cáscara,2001,produccion,304830
Bolivia,Arroz con cáscara,2002,produccion,168349
Bolivia,Arroz con cáscara,2003,produccion,325428
Bolivia,Arroz con cáscara,2004,produccion,303707
Bolivia,Arroz con cáscara,2005,produccion,463395
Bolivia,Arroz con cáscara,2006,produccion,450166
Bolivia,Arroz con cáscara,2007,produccion,335818
Bolivia,Arroz con cáscara,2008,produccion,412138
Bolivia,Arroz con cáscara,2009,produccion,415809
Bolivia,Arroz con cáscara,2010,produccion,427595
Bolivia,Arroz con cáscara,2011,produccion,443595
Bolivia,Arroz con cáscara,2012,produccion,458293
Bolivia,Arroz con cáscara,2013,produccion,476516
Bolivia,Arroz con cáscara,2014,produccion,484057
Bolivia,Arroz con cáscara,2015,produccion,527341
Bolivia,Arroz con cáscara,2016,produccion,406954
Bolivia,Arroz con cáscara,2017,produccion,478578
Bolivia,Arroz con cáscara,2018,produccion,541157
Bolivia,Arroz con cáscara,2019,produccion,600044.318042883
Bolivia,Arroz con cáscara,2020,produccion,487427.370995209
Bolivia,Avena,1984,produccion,5598
Bolivia,Avena,1985,produccion,6883
Bolivia,Avena,1986,produccion,6700
Bolivia,Avena,1987,produccion,6766
Bolivia,Avena,1988,produccion,7509
Bolivia,Avena,1989,produccion,8451
Bolivia,Avena,1990,produccion,9630
Bolivia,Avena,1991,produccion,7583
Bolivia,Avena,1992,produccion,7015
Bolivia,Avena,1993,produccion,8388
Bolivia,Avena,1994,produccion,8509
Bolivia,Avena,1995,produccion,8843
Bolivia,Avena,1996,produccion,9088
Bolivia,Avena,1997,produccion,9487
Bolivia,Avena,1998,produccion,9753
Bolivia,Avena,1999,produccion,9012
Bolivia,Avena,2000,produccion,9263
Bolivia,Avena,2001,produccion,9746
Bolivia,Avena,2002,produccion,10023
Bolivia,Avena,2003,produccion,10460
Bolivia,Avena,2004,produccion,10757
Bolivia,Avena,2005,produccion,11165
Bolivia,Avena,2006,produccion,11946
Bolivia,Avena,2007,produccion,12919
Bolivia,Avena,2008,produccion,13652
Bolivia,Avena,2009,produccion,18764
Bolivia,Avena,2010,produccion,20222
Bolivia,Avena,2011,produccion,22498
Bolivia,Avena,2012,produccion,22829
Bolivia,Avena,2013,produccion,23709
Bolivia,Avena,2014,produccion,28996
Bolivia,Avena,2015,produccion,27393
Bolivia,Avena,2016,produccion,24684
Bolivia,Avena,2017,produccion,21021
Bolivia,Avena,2018,produccion,21906
Bolivia,Avena,2019,produccion,22203.6296657821
Bolivia,Avena,2020,produccion,23203.1948440721
Bolivia,Cañahua,1984,produccion,258
Bolivia,Cañahua,1985,produccion,292
Bolivia,Cañahua,1986,produccion,311
Bolivia,Cañahua,1987,produccion,322
Bolivia,Cañahua,1988,produccion,357
Bolivia,Cañahua,1989,produccion,363
Bolivia,Cañahua,1990,produccion,353
Bolivia,Cañahua,1991,produccion,383
Bolivia,Cañahua,1992,produccion,406
Bolivia,Cañahua,1993,produccion,390
Bolivia,Cañahua,1994,produccion,486
Bolivia,Cañahua,1995,produccion,474
Bolivia,Cañahua,1996,produccion,477
Bolivia,Cañahua,1997,produccion,511
Bolivia,Cañahua,1998,produccion,538
Bolivia,Cañahua,1999,produccion,527
Bolivia,Cañahua,2000,produccion,540
Bolivia,Cañahua,2001,produccion,559
Bolivia,Cañahua,2002,produccion,583
Bolivia,Cañahua,2003,produccion,626
Bolivia,Cañahua,2004,produccion,613
Bolivia,Cañahua,2005,produccion,624
Bolivia,Cañahua,2006,produccion,629
Bolivia,Cañahua,2007,produccion,622
Bolivia,Cañahua,2008,produccion,635
Bolivia,Cañahua,2009,produccion,675
Bolivia,Cañahua,2010,produccion,680
Bolivia,Cañahua,2011,produccion,704
Bolivia,Cañahua,2012,produccion,704
Bolivia,Cañahua,2013,produccion,714
Bolivia,Cañahua,2014,produccion,771
Bolivia,Cañahua,2015,produccion,756
Bolivia,Cañahua,2016,produccion,774
Bolivia,Cañahua,2017,produccion,780
Bolivia,Cañahua,2018,produccion,777
Bolivia,Cañahua,2019,produccion,793.301437425265
Bolivia,Cañahua,2020,produccion,779.719599985166
Bolivia,Cebada en grano,1984,produccion,36276
Bolivia,Cebada en grano,1985,produccion,42645
Bolivia,Cebada en grano,1986,produccion,41973
Bolivia,Cebada en grano,1987,produccion,42666
Bolivia,Cebada en grano,1988,produccion,40502
Bolivia,Cebada en grano,1989,produccion,49045
Bolivia,Cebada en grano,1990,produccion,38072
Bolivia,Cebada en grano,1991,produccion,41734
Bolivia,Cebada en grano,1992,produccion,36767
Bolivia,Cebada en grano,1993,produccion,39370
Bolivia,Cebada en grano,1994,produccion,41403
Bolivia,Cebada en grano,1995,produccion,37180
Bolivia,Cebada en grano,1996,produccion,36215
Bolivia,Cebada en grano,1997,produccion,39458
Bolivia,Cebada en grano,1998,produccion,39571
Bolivia,Cebada en grano,1999,produccion,40080
Bolivia,Cebada en grano,2000,produccion,43650
Bolivia,Cebada en grano,2001,produccion,43707
Bolivia,Cebada en grano,2002,produccion,45011
Bolivia,Cebada en grano,2003,produccion,45199
Bolivia,Cebada en grano,2004,produccion,45043
Bolivia,Cebada en grano,2005,produccion,45384
Bolivia,Cebada en grano,2006,produccion,45664
Bolivia,Cebada en grano,2007,produccion,45233
Bolivia,Cebada en grano,2008,produccion,45847
Bolivia,Cebada en grano,2009,produccion,41470
Bolivia,Cebada en grano,2010,produccion,43063
Bolivia,Cebada en grano,2011,produccion,44235
Bolivia,Cebada en grano,2012,produccion,44254
Bolivia,Cebada en grano,2013,produccion,44920
Bolivia,Cebada en grano,2014,produccion,44798
Bolivia,Cebada en grano,2015,produccion,51405
Bolivia,Cebada en grano,2016,produccion,45996
Bolivia,Cebada en grano,2017,produccion,45483
Bolivia,Cebada en grano,2018,produccion,46620
Bolivia,Cebada en grano,2019,produccion,47951.1758255755
Bolivia,Cebada en grano,2020,produccion,47567.2280079095
Bolivia,Centeno,1984,produccion,36
Bolivia,Centeno,1985,produccion,35
Bolivia,Centeno,1986,produccion,45
Bolivia,Centeno,1987,produccion,42
Bolivia,Centeno,1988,produccion,37
Bolivia,Centeno,1989,produccion,37
Bolivia,Centeno,1990,produccion,35
Bolivia,Centeno,1991,produccion,51
Bolivia,Centeno,1992,produccion,68
Bolivia,Centeno,1993,produccion,75
Bolivia,Centeno,1994,produccion,77
Bolivia,Centeno,1995,produccion,83
Bolivia,Centeno,1996,produccion,127
Bolivia,Centeno,1997,produccion,103
Bolivia,Centeno,1998,produccion,84
Bolivia,Centeno,1999,produccion,105
Bolivia,Centeno,2000,produccion,121
Bolivia,Centeno,2001,produccion,135
Bolivia,Centeno,2002,produccion,128
Bolivia,Centeno,2003,produccion,136
Bolivia,Centeno,2004,produccion,161
Bolivia,Centeno,2005,produccion,194
Bolivia,Centeno,2006,produccion,190
Bolivia,Centeno,2007,produccion,232
Bolivia,Centeno,2008,produccion,235
Bolivia,Centeno,2009,produccion,140
Bolivia,Centeno,2010,produccion,160
Bolivia,Centeno,2011,produccion,185
Bolivia,Centeno,2012,produccion,226
Bolivia,Centeno,2013,produccion,231
Bolivia,Centeno,2014,produccion,274
Bolivia,Centeno,2015,produccion,318
Bolivia,Centeno,2016,produccion,269
Bolivia,Centeno,2017,produccion,269
Bolivia,Centeno,2018,produccion,275
Bolivia,Centeno,2019,produccion,286.251021569299
Bolivia,Centeno,2020,produccion,284.218965878139
Bolivia,Maíz en grano (1),1984,produccion,343893
Bolivia,Maíz en grano (1),1985,produccion,368864
Bolivia,Maíz en grano (1),1986,produccion,288771
Bolivia,Maíz en grano (1),1987,produccion,264694
Bolivia,Maíz en grano (1),1988,produccion,268405
Bolivia,Maíz en grano (1),1989,produccion,262023
Bolivia,Maíz en grano (1),1990,produccion,265481
Bolivia,Maíz en grano (1),1991,produccion,359013
Bolivia,Maíz en grano (1),1992,produccion,377074
Bolivia,Maíz en grano (1),1993,produccion,451236
Bolivia,Maíz en grano (1),1994,produccion,476365
Bolivia,Maíz en grano (1),1995,produccion,479447
Bolivia,Maíz en grano (1),1996,produccion,502726
Bolivia,Maíz en grano (1),1997,produccion,508768
Bolivia,Maíz en grano (1),1998,produccion,370268
Bolivia,Maíz en grano (1),1999,produccion,484653
Bolivia,Maíz en grano (1),2000,produccion,479902
Bolivia,Maíz en grano (1),2001,produccion,531167
Bolivia,Maíz en grano (1),2002,produccion,624346
Bolivia,Maíz en grano (1),2003,produccion,682424
Bolivia,Maíz en grano (1),2004,produccion,560396
Bolivia,Maíz en grano (1),2005,produccion,811130
Bolivia,Maíz en grano (1),2006,produccion,896467
Bolivia,Maíz en grano (1),2007,produccion,875509
Bolivia,Maíz en grano (1),2008,produccion,969790
Bolivia,Maíz en grano (1),2009,produccion,1186150
Bolivia,Maíz en grano (1),2010,produccion,767131
Bolivia,Maíz en grano (1),2011,produccion,836504
Bolivia,Maíz en grano (1),2012,produccion,969602
Bolivia,Maíz en grano (1),2013,produccion,951324
Bolivia,Maíz en grano (1),2014,produccion,1006622
Bolivia,Maíz en grano (1),2015,produccion,1056557
Bolivia,Maíz en grano (1),2016,produccion,984628
Bolivia,Maíz en grano (1),2017,produccion,954909
Bolivia,Maíz en grano (1),2018,produccion,1260926
Bolivia,Maíz en grano (1),2019,produccion,987503.20382654
Bolivia,Maíz en grano (1),2020,produccion,954833.036790265
Bolivia,Quínua,1984,produccion,10078
Bolivia,Quínua,1985,produccion,10644
Bolivia,Quínua,1986,produccion,12089
Bolivia,Quínua,1987,produccion,11444
Bolivia,Quínua,1988,produccion,12347
Bolivia,Quínua,1989,produccion,11684
Bolivia,Quínua,1990,produccion,13967
Bolivia,Quínua,1991,produccion,17485
Bolivia,Quínua,1992,produccion,13012
Bolivia,Quínua,1993,produccion,16122
Bolivia,Quínua,1994,produccion,15847
Bolivia,Quínua,1995,produccion,15600
Bolivia,Quínua,1996,produccion,20034
Bolivia,Quínua,1997,produccion,22231
Bolivia,Quínua,1998,produccion,16404
Bolivia,Quínua,1999,produccion,19637
Bolivia,Quínua,2000,produccion,20049
Bolivia,Quínua,2001,produccion,19816
Bolivia,Quínua,2002,produccion,20896
Bolivia,Quínua,2003,produccion,22113
Bolivia,Quínua,2004,produccion,22574
Bolivia,Quínua,2005,produccion,25173
Bolivia,Quínua,2006,produccion,26261
Bolivia,Quínua,2007,produccion,27337
Bolivia,Quínua,2008,produccion,28449
Bolivia,Quínua,2009,produccion,41632
Bolivia,Quínua,2010,produccion,45698
Bolivia,Quínua,2011,produccion,52618
Bolivia,Quínua,2012,produccion,58946
Bolivia,Quínua,2013,produccion,64240
Bolivia,Quínua,2014,produccion,67711
Bolivia,Quínua,2015,produccion,75449
Bolivia,Quínua,2016,produccion,65548
Bolivia,Quínua,2017,produccion,66792
Bolivia,Quínua,2018,produccion,70763
Bolivia,Quínua,2019,produccion,70440.4480837955
Bolivia,Quínua,2020,produccion,70169.5119856305
Bolivia,Sorgo en grano (1),1984,produccion,25796
Bolivia,Sorgo en grano (1),1985,produccion,60173
Bolivia,Sorgo en grano (1),1986,produccion,47466
Bolivia,Sorgo en grano (1),1987,produccion,18677
Bolivia,Sorgo en grano (1),1988,produccion,37561
Bolivia,Sorgo en grano (1),1989,produccion,43100
Bolivia,Sorgo en grano (1),1990,produccion,41162
Bolivia,Sorgo en grano (1),1991,produccion,79800
Bolivia,Sorgo en grano (1),1992,produccion,78815
Bolivia,Sorgo en grano (1),1993,produccion,105548
Bolivia,Sorgo en grano (1),1994,produccion,51055
Bolivia,Sorgo en grano (1),1995,produccion,85153
Bolivia,Sorgo en grano (1),1996,produccion,117244
Bolivia,Sorgo en grano (1),1997,produccion,145044
Bolivia,Sorgo en grano (1),1998,produccion,98510
Bolivia,Sorgo en grano (1),1999,produccion,149886
Bolivia,Sorgo en grano (1),2000,produccion,96201
Bolivia,Sorgo en grano (1),2001,produccion,106689
Bolivia,Sorgo en grano (1),2002,produccion,172205
Bolivia,Sorgo en grano (1),2003,produccion,128635
Bolivia,Sorgo en grano (1),2004,produccion,164195
Bolivia,Sorgo en grano (1),2005,produccion,217857
Bolivia,Sorgo en grano (1),2006,produccion,313754
Bolivia,Sorgo en grano (1),2007,produccion,368768
Bolivia,Sorgo en grano (1),2008,produccion,439651
Bolivia,Sorgo en grano (1),2009,produccion,304611
Bolivia,Sorgo en grano (1),2010,produccion,340434
Bolivia,Sorgo en grano (1),2011,produccion,329958
Bolivia,Sorgo en grano (1),2012,produccion,542097
Bolivia,Sorgo en grano (1),2013,produccion,525395
Bolivia,Sorgo en grano (1),2014,produccion,656494
Bolivia,Sorgo en grano (1),2015,produccion,858101
Bolivia,Sorgo en grano (1),2016,produccion,802203
Bolivia,Sorgo en grano (1),2017,produccion,556868
Bolivia,Sorgo en grano (1),2018,produccion,1023314
Bolivia,Sorgo en grano (1),2019,produccion,949039.139540611
Bolivia,Sorgo en grano (1),2020,produccion,1018885.27772765
Bolivia,Trigo (1),1984,produccion,45973
Bolivia,Trigo (1),1985,produccion,49314
Bolivia,Trigo (1),1986,produccion,38653
Bolivia,Trigo (1),1987,produccion,41725
Bolivia,Trigo (1),1988,produccion,43575
Bolivia,Trigo (1),1989,produccion,41687
Bolivia,Trigo (1),1990,produccion,47302
Bolivia,Trigo (1),1991,produccion,86855
Bolivia,Trigo (1),1992,produccion,83107
Bolivia,Trigo (1),1993,produccion,128289
Bolivia,Trigo (1),1994,produccion,67769
Bolivia,Trigo (1),1995,produccion,107395
Bolivia,Trigo (1),1996,produccion,73973
Bolivia,Trigo (1),1997,produccion,139362
Bolivia,Trigo (1),1998,produccion,159445
Bolivia,Trigo (1),1999,produccion,122880
Bolivia,Trigo (1),2000,produccion,77977
Bolivia,Trigo (1),2001,produccion,93823
Bolivia,Trigo (1),2002,produccion,96391
Bolivia,Trigo (1),2003,produccion,89728
Bolivia,Trigo (1),2004,produccion,76775
Bolivia,Trigo (1),2005,produccion,95038
Bolivia,Trigo (1),2006,produccion,120399
Bolivia,Trigo (1),2007,produccion,143126
Bolivia,Trigo (1),2008,produccion,145360
Bolivia,Trigo (1),2009,produccion,182901
Bolivia,Trigo (1),2010,produccion,234784
Bolivia,Trigo (1),2011,produccion,239270
Bolivia,Trigo (1),2012,produccion,132657
Bolivia,Trigo (1),2013,produccion,186023
Bolivia,Trigo (1),2014,produccion,159670
Bolivia,Trigo (1),2015,produccion,337599
Bolivia,Trigo (1),2016,produccion,329437
Bolivia,Trigo (1),2017,produccion,154435
Bolivia,Trigo (1),2018,produccion,301689
Bolivia,Trigo (1),2019,produccion,237126.700918002
Bolivia,Trigo (1),2020,produccion,311309.608713061
Bolivia,Cacao,1984,produccion,2268
Bolivia,Cacao,1985,produccion,2328
Bolivia,Cacao,1986,produccion,2643
Bolivia,Cacao,1987,produccion,2757
Bolivia,Cacao,1988,produccion,2768
Bolivia,Cacao,1989,produccion,2748
Bolivia,Cacao,1990,produccion,2784
Bolivia,Cacao,1991,produccion,2931
Bolivia,Cacao,1992,produccion,3038
Bolivia,Cacao,1993,produccion,3224
Bolivia,Cacao,1994,produccion,3136
Bolivia,Cacao,1995,produccion,3270
Bolivia,Cacao,1996,produccion,3233
Bolivia,Cacao,1997,produccion,3376
Bolivia,Cacao,1998,produccion,3557
Bolivia,Cacao,1999,produccion,3671
Bolivia,Cacao,2000,produccion,3761
Bolivia,Cacao,2001,produccion,3620
Bolivia,Cacao,2002,produccion,3716
Bolivia,Cacao,2003,produccion,3953
Bolivia,Cacao,2004,produccion,3785
Bolivia,Cacao,2005,produccion,3933
Bolivia,Cacao,2006,produccion,4491
Bolivia,Cacao,2007,produccion,4406
Bolivia,Cacao,2008,produccion,4956
Bolivia,Cacao,2009,produccion,4721
Bolivia,Cacao,2010,produccion,4804
Bolivia,Cacao,2011,produccion,5427
Bolivia,Cacao,2012,produccion,5698
Bolivia,Cacao,2013,produccion,5970
Bolivia,Cacao,2014,produccion,5971
Bolivia,Cacao,2015,produccion,6065
Bolivia,Cacao,2016,produccion,6143
Bolivia,Cacao,2017,produccion,5518
Bolivia,Cacao,2018,produccion,5846
Bolivia,Cacao,2019,produccion,5835.2276777225
Bolivia,Cacao,2020,produccion,5874.53681643126
Bolivia,Café,1984,produccion,13147
Bolivia,Café,1985,produccion,13645
Bolivia,Café,1986,produccion,13239
Bolivia,Café,1987,produccion,12584
Bolivia,Café,1988,produccion,12153
Bolivia,Café,1989,produccion,11258
Bolivia,Café,1990,produccion,11666
Bolivia,Café,1991,produccion,13925
Bolivia,Café,1992,produccion,12536
Bolivia,Café,1993,produccion,13300
Bolivia,Café,1994,produccion,12950
Bolivia,Café,1995,produccion,13658
Bolivia,Café,1996,produccion,14317
Bolivia,Café,1997,produccion,15656
Bolivia,Café,1998,produccion,16073
Bolivia,Café,1999,produccion,16120
Bolivia,Café,2000,produccion,17559
Bolivia,Café,2001,produccion,17837
Bolivia,Café,2002,produccion,17274
Bolivia,Café,2003,produccion,17587
Bolivia,Café,2004,produccion,16912
Bolivia,Café,2005,produccion,17586
Bolivia,Café,2006,produccion,18370
Bolivia,Café,2007,produccion,17608
Bolivia,Café,2008,produccion,18017
Bolivia,Café,2009,produccion,18505
Bolivia,Café,2010,produccion,17673
Bolivia,Café,2011,produccion,18373
Bolivia,Café,2012,produccion,20041
Bolivia,Café,2013,produccion,19890
Bolivia,Café,2014,produccion,20496
Bolivia,Café,2015,produccion,20954
Bolivia,Café,2016,produccion,21427
Bolivia,Café,2017,produccion,21181
Bolivia,Café,2018,produccion,22121
Bolivia,Café,2019,produccion,24841.350385984
Bolivia,Café,2020,produccion,23400.5984552836
Bolivia,Té,1984,produccion,578
Bolivia,Té,1985,produccion,621
Bolivia,Té,1986,produccion,660
Bolivia,Té,1987,produccion,689
Bolivia,Té,1988,produccion,679
Bolivia,Té,1989,produccion,727
Bolivia,Té,1990,produccion,767
Bolivia,Té,1991,produccion,814
Bolivia,Té,1992,produccion,803
Bolivia,Té,1993,produccion,795
Bolivia,Té,1994,produccion,814
Bolivia,Té,1995,produccion,855
Bolivia,Té,1996,produccion,838
Bolivia,Té,1997,produccion,931
Bolivia,Té,1998,produccion,965
Bolivia,Té,1999,produccion,938
Bolivia,Té,2000,produccion,877
Bolivia,Té,2001,produccion,960
Bolivia,Té,2002,produccion,977
Bolivia,Té,2003,produccion,919
Bolivia,Té,2004,produccion,874
Bolivia,Té,2005,produccion,928
Bolivia,Té,2006,produccion,901
Bolivia,Té,2007,produccion,942
Bolivia,Té,2008,produccion,1081
Bolivia,Té,2009,produccion,1054
Bolivia,Té,2010,produccion,1091
Bolivia,Té,2011,produccion,1115
Bolivia,Té,2012,produccion,1126
Bolivia,Té,2013,produccion,1151
Bolivia,Té,2014,produccion,1196
Bolivia,Té,2015,produccion,1243
Bolivia,Té,2016,produccion,1251
Bolivia,Té,2017,produccion,1177
Bolivia,Té,2018,produccion,1192
Bolivia,Té,2019,produccion,1202.76737698738
Bolivia,Té,2020,produccion,1211.79399717183
Bolivia,Banano,1984,produccion,44401
Bolivia,Banano,1985,produccion,44534
Bolivia,Banano,1986,produccion,49056
Bolivia,Banano,1987,produccion,62664
Bolivia,Banano,1988,produccion,71640
Bolivia,Banano,1989,produccion,77005
Bolivia,Banano,1990,produccion,77609
Bolivia,Banano,1991,produccion,80207
Bolivia,Banano,1992,produccion,83530
Bolivia,Banano,1993,produccion,84605
Bolivia,Banano,1994,produccion,86046
Bolivia,Banano,1995,produccion,83102
Bolivia,Banano,1996,produccion,107113
Bolivia,Banano,1997,produccion,109968
Bolivia,Banano,1998,produccion,118586
Bolivia,Banano,1999,produccion,121787
Bolivia,Banano,2000,produccion,129331
Bolivia,Banano,2001,produccion,129868
Bolivia,Banano,2002,produccion,136389
Bolivia,Banano,2003,produccion,134952
Bolivia,Banano,2004,produccion,129888
Bolivia,Banano,2005,produccion,131086
Bolivia,Banano,2006,produccion,126359
Bolivia,Banano,2007,produccion,150746
Bolivia,Banano,2008,produccion,148221
Bolivia,Banano,2009,produccion,186442
Bolivia,Banano,2010,produccion,215523
Bolivia,Banano,2011,produccion,264327
Bolivia,Banano,2012,produccion,257104
Bolivia,Banano,2013,produccion,256352
Bolivia,Banano,2014,produccion,283310
Bolivia,Banano,2015,produccion,292221
Bolivia,Banano,2016,produccion,299580
Bolivia,Banano,2017,produccion,289674
Bolivia,Banano,2018,produccion,305950
Bolivia,Banano,2019,produccion,301254.769803587
Bolivia,Banano,2020,produccion,301161.720072254
Bolivia,Ciruelo,1984,produccion,1704
Bolivia,Ciruelo,1985,produccion,1697
Bolivia,Ciruelo,1986,produccion,1724
Bolivia,Ciruelo,1987,produccion,1712
Bolivia,Ciruelo,1988,produccion,1836
Bolivia,Ciruelo,1989,produccion,1835
Bolivia,Ciruelo,1990,produccion,1861
Bolivia,Ciruelo,1991,produccion,1868
Bolivia,Ciruelo,1992,produccion,1962
Bolivia,Ciruelo,1993,produccion,2000
Bolivia,Ciruelo,1994,produccion,2006
Bolivia,Ciruelo,1995,produccion,2177
Bolivia,Ciruelo,1996,produccion,2335
Bolivia,Ciruelo,1997,produccion,2393
Bolivia,Ciruelo,1998,produccion,2567
Bolivia,Ciruelo,1999,produccion,2589
Bolivia,Ciruelo,2000,produccion,2688
Bolivia,Ciruelo,2001,produccion,2522
Bolivia,Ciruelo,2002,produccion,2751
Bolivia,Ciruelo,2003,produccion,2793
Bolivia,Ciruelo,2004,produccion,2688
Bolivia,Ciruelo,2005,produccion,2832
Bolivia,Ciruelo,2006,produccion,2961
Bolivia,Ciruelo,2007,produccion,3040
Bolivia,Ciruelo,2008,produccion,3102
Bolivia,Ciruelo,2009,produccion,3183
Bolivia,Ciruelo,2010,produccion,3282
Bolivia,Ciruelo,2011,produccion,3587
Bolivia,Ciruelo,2012,produccion,3760
Bolivia,Ciruelo,2013,produccion,3783
Bolivia,Ciruelo,2014,produccion,3862
Bolivia,Ciruelo,2015,produccion,4124
Bolivia,Ciruelo,2016,produccion,2989
Bolivia,Ciruelo,2017,produccion,4208
Bolivia,Ciruelo,2018,produccion,4189
Bolivia,Ciruelo,2019,produccion,4529.85968024459
Bolivia,Ciruelo,2020,produccion,4093.80926566975
Bolivia,Chirimoya,1984,produccion,1533
Bolivia,Chirimoya,1985,produccion,1584
Bolivia,Chirimoya,1986,produccion,1675
Bolivia,Chirimoya,1987,produccion,1673
Bolivia,Chirimoya,1988,produccion,1641
Bolivia,Chirimoya,1989,produccion,1715
Bolivia,Chirimoya,1990,produccion,1664
Bolivia,Chirimoya,1991,produccion,1751
Bolivia,Chirimoya,1992,produccion,1704
Bolivia,Chirimoya,1993,produccion,1752
Bolivia,Chirimoya,1994,produccion,1925
Bolivia,Chirimoya,1995,produccion,1861
Bolivia,Chirimoya,1996,produccion,1955
Bolivia,Chirimoya,1997,produccion,2060
Bolivia,Chirimoya,1998,produccion,2001
Bolivia,Chirimoya,1999,produccion,1942
Bolivia,Chirimoya,2000,produccion,1963
Bolivia,Chirimoya,2001,produccion,2020
Bolivia,Chirimoya,2002,produccion,1998
Bolivia,Chirimoya,2003,produccion,2116
Bolivia,Chirimoya,2004,produccion,2107
Bolivia,Chirimoya,2005,produccion,2123
Bolivia,Chirimoya,2006,produccion,2132
Bolivia,Chirimoya,2007,produccion,2111
Bolivia,Chirimoya,2008,produccion,2305
Bolivia,Chirimoya,2009,produccion,2336
Bolivia,Chirimoya,2010,produccion,2424
Bolivia,Chirimoya,2011,produccion,2560
Bolivia,Chirimoya,2012,produccion,2627
Bolivia,Chirimoya,2013,produccion,2650
Bolivia,Chirimoya,2014,produccion,2738
Bolivia,Chirimoya,2015,produccion,2865
Bolivia,Chirimoya,2016,produccion,2568
Bolivia,Chirimoya,2017,produccion,2668
Bolivia,Chirimoya,2018,produccion,2694
Bolivia,Chirimoya,2019,produccion,2735.82692880148
Bolivia,Chirimoya,2020,produccion,2713.2974311295
Bolivia,Durazno,1984,produccion,17925
Bolivia,Durazno,1985,produccion,17835
Bolivia,Durazno,1986,produccion,18080
Bolivia,Durazno,1987,produccion,17623
Bolivia,Durazno,1988,produccion,19308
Bolivia,Durazno,1989,produccion,21618
Bolivia,Durazno,1990,produccion,21655
Bolivia,Durazno,1991,produccion,21954
Bolivia,Durazno,1992,produccion,23636
Bolivia,Durazno,1993,produccion,24457
Bolivia,Durazno,1994,produccion,24615
Bolivia,Durazno,1995,produccion,26481
Bolivia,Durazno,1996,produccion,25661
Bolivia,Durazno,1997,produccion,27083
Bolivia,Durazno,1998,produccion,27402
Bolivia,Durazno,1999,produccion,27630
Bolivia,Durazno,2000,produccion,29464
Bolivia,Durazno,2001,produccion,30653
Bolivia,Durazno,2002,produccion,31218
Bolivia,Durazno,2003,produccion,32923
Bolivia,Durazno,2004,produccion,34363
Bolivia,Durazno,2005,produccion,35267
Bolivia,Durazno,2006,produccion,35988
Bolivia,Durazno,2007,produccion,37803
Bolivia,Durazno,2008,produccion,39798
Bolivia,Durazno,2009,produccion,41358
Bolivia,Durazno,2010,produccion,44298
Bolivia,Durazno,2011,produccion,47991
Bolivia,Durazno,2012,produccion,49511
Bolivia,Durazno,2013,produccion,50523
Bolivia,Durazno,2014,produccion,52334
Bolivia,Durazno,2015,produccion,54338
Bolivia,Durazno,2016,produccion,55434
Bolivia,Durazno,2017,produccion,56417
Bolivia,Durazno,2018,produccion,59642
Bolivia,Durazno,2019,produccion,61718.3564242174
Bolivia,Durazno,2020,produccion,59434.7562319748
Bolivia,Frutilla,1984,produccion,297
Bolivia,Frutilla,1985,produccion,359
Bolivia,Frutilla,1986,produccion,427
Bolivia,Frutilla,1987,produccion,542
Bolivia,Frutilla,1988,produccion,472
Bolivia,Frutilla,1989,produccion,500
Bolivia,Frutilla,1990,produccion,588
Bolivia,Frutilla,1991,produccion,739
Bolivia,Frutilla,1992,produccion,757
Bolivia,Frutilla,1993,produccion,858
Bolivia,Frutilla,1994,produccion,745
Bolivia,Frutilla,1995,produccion,824
Bolivia,Frutilla,1996,produccion,851
Bolivia,Frutilla,1997,produccion,990
Bolivia,Frutilla,1998,produccion,1032
Bolivia,Frutilla,1999,produccion,1159
Bolivia,Frutilla,2000,produccion,1174
Bolivia,Frutilla,2001,produccion,1366
Bolivia,Frutilla,2002,produccion,1382
Bolivia,Frutilla,2003,produccion,1422
Bolivia,Frutilla,2004,produccion,1594
Bolivia,Frutilla,2005,produccion,1570
Bolivia,Frutilla,2006,produccion,1662
Bolivia,Frutilla,2007,produccion,1714
Bolivia,Frutilla,2008,produccion,1794
Bolivia,Frutilla,2009,produccion,2141
Bolivia,Frutilla,2010,produccion,2237
Bolivia,Frutilla,2011,produccion,2285
Bolivia,Frutilla,2012,produccion,2518
Bolivia,Frutilla,2013,produccion,2575
Bolivia,Frutilla,2014,produccion,2893
Bolivia,Frutilla,2015,produccion,3104
Bolivia,Frutilla,2016,produccion,3184
Bolivia,Frutilla,2017,produccion,3288
