dept,cultivo,year,indicator,value
La Paz,Cebolla,1985,produccion,1228
La Paz,Cebolla,1986,produccion,1451
La Paz,Cebolla,1987,produccion,1318
La Paz,Cebolla,1988,produccion,1529
La Paz,Cebolla,1989,produccion,1537
La Paz,Cebolla,1990,produccion,1387
La Paz,Cebolla,1991,produccion,1638
La Paz,Cebolla,1992,produccion,1760
La Paz,Cebolla,1993,produccion,1687
La Paz,Cebolla,1994,produccion,1795
La Paz,Cebolla,1995,produccion,1616
La Paz,Cebolla,1996,produccion,1844
La Paz,Cebolla,1997,produccion,1853
La Paz,Cebolla,1998,produccion,1975
La Paz,Cebolla,1999,produccion,1997
La Paz,Cebolla,2000,produccion,1983
La Paz,Cebolla,2001,produccion,1989
La Paz,Cebolla,2002,produccion,1941
La Paz,Cebolla,2003,produccion,2226
La Paz,Cebolla,2004,produccion,1919
La Paz,Cebolla,2005,produccion,1964
La Paz,Cebolla,2006,produccion,2021
La Paz,Cebolla,2007,produccion,1955
La Paz,Cebolla,2008,produccion,2035
La Paz,Cebolla,2009,produccion,2144
La Paz,Cebolla,2010,produccion,1991
La Paz,Cebolla,2011,produccion,2427
La Paz,Cebolla,2012,produccion,2557
La Paz,Cebolla,2013,produccion,2824
La Paz,Cebolla,2014,produccion,2806
La Paz,Cebolla,2015,produccion,3177
La Paz,Cebolla,2016,produccion,3203
La Paz,Cebolla,2017,produccion,3499
La Paz,Cebolla,2018,produccion,3599
La Paz,Cebolla,2019,produccion,4568
La Paz,Cebolla,2020,produccion,3801.19069188884
La Paz,Coliflor,1984,produccion,26
La Paz,Coliflor,1985,produccion,26
La Paz,Coliflor,1986,produccion,28
La Paz,Coliflor,1987,produccion,31
La Paz,Coliflor,1988,produccion,35
La Paz,Coliflor,1989,produccion,40
La Paz,Coliflor,1990,produccion,40
La Paz,Coliflor,1991,produccion,37
La Paz,Coliflor,1992,produccion,43
La Paz,Coliflor,1993,produccion,43
La Paz,Coliflor,1994,produccion,48
La Paz,Coliflor,1995,produccion,46
La Paz,Coliflor,1996,produccion,47
La Paz,Coliflor,1997,produccion,46
La Paz,Coliflor,1998,produccion,52
La Paz,Coliflor,1999,produccion,54
La Paz,Coliflor,2000,produccion,53
La Paz,Coliflor,2001,produccion,48
La Paz,Coliflor,2002,produccion,54
La Paz,Coliflor,2003,produccion,54
La Paz,Coliflor,2004,produccion,48
La Paz,Coliflor,2005,produccion,52
La Paz,Coliflor,2006,produccion,52
La Paz,Coliflor,2007,produccion,57
La Paz,Coliflor,2008,produccion,51
La Paz,Coliflor,2009,produccion,51
La Paz,Coliflor,2010,produccion,56
La Paz,Coliflor,2011,produccion,55
La Paz,Coliflor,2012,produccion,66
La Paz,Coliflor,2013,produccion,69
La Paz,Coliflor,2014,produccion,74
La Paz,Coliflor,2015,produccion,77
La Paz,Coliflor,2016,produccion,51
La Paz,Coliflor,2017,produccion,124
La Paz,Coliflor,2018,produccion,122
La Paz,Coliflor,2019,produccion,239
La Paz,Coliflor,2020,produccion,147.457722651048
La Paz,Frijol/poroto (1),1984,produccion,427
La Paz,Frijol/poroto (1),1985,produccion,362
La Paz,Frijol/poroto (1),1986,produccion,371
La Paz,Frijol/poroto (1),1987,produccion,361
La Paz,Frijol/poroto (1),1988,produccion,373
La Paz,Frijol/poroto (1),1989,produccion,355
La Paz,Frijol/poroto (1),1990,produccion,511
La Paz,Frijol/poroto (1),1991,produccion,470
La Paz,Frijol/poroto (1),1992,produccion,350
La Paz,Frijol/poroto (1),1993,produccion,411
La Paz,Frijol/poroto (1),1994,produccion,453
La Paz,Frijol/poroto (1),1995,produccion,390
La Paz,Frijol/poroto (1),1996,produccion,393
La Paz,Frijol/poroto (1),1997,produccion,385
La Paz,Frijol/poroto (1),1998,produccion,387
La Paz,Frijol/poroto (1),1999,produccion,362
La Paz,Frijol/poroto (1),2000,produccion,359
La Paz,Frijol/poroto (1),2001,produccion,356
La Paz,Frijol/poroto (1),2002,produccion,363
La Paz,Frijol/poroto (1),2003,produccion,390
La Paz,Frijol/poroto (1),2004,produccion,419
La Paz,Frijol/poroto (1),2005,produccion,445
La Paz,Frijol/poroto (1),2006,produccion,476
La Paz,Frijol/poroto (1),2007,produccion,474
La Paz,Frijol/poroto (1),2008,produccion,509
La Paz,Frijol/poroto (1),2009,produccion,470
La Paz,Frijol/poroto (1),2010,produccion,446
La Paz,Frijol/poroto (1),2011,produccion,445
La Paz,Frijol/poroto (1),2012,produccion,410
La Paz,Frijol/poroto (1),2013,produccion,413
La Paz,Frijol/poroto (1),2014,produccion,468
La Paz,Frijol/poroto (1),2015,produccion,505
La Paz,Frijol/poroto (1),2016,produccion,515
La Paz,Frijol/poroto (1),2017,produccion,506
La Paz,Frijol/poroto (1),2018,produccion,506
La Paz,Frijol/poroto (1),2019,produccion,527
La Paz,Frijol/poroto (1),2020,produccion,514.880123458472
La Paz,Garbanzo,1984,produccion,1
La Paz,Garbanzo,1985,produccion,1
La Paz,Garbanzo,1986,produccion,1
La Paz,Garbanzo,1987,produccion,1
La Paz,Garbanzo,1988,produccion,1
La Paz,Garbanzo,1989,produccion,1
La Paz,Garbanzo,1990,produccion,1
La Paz,Garbanzo,1991,produccion,1
La Paz,Garbanzo,1992,produccion,1
La Paz,Garbanzo,1993,produccion,1
La Paz,Garbanzo,1994,produccion,1
La Paz,Garbanzo,1995,produccion,1
La Paz,Garbanzo,1996,produccion,1
La Paz,Garbanzo,1997,produccion,1
La Paz,Garbanzo,1998,produccion,1
La Paz,Garbanzo,1999,produccion,1
La Paz,Garbanzo,2000,produccion,1
La Paz,Garbanzo,2001,produccion,1
La Paz,Garbanzo,2002,produccion,1
La Paz,Garbanzo,2003,produccion,1
La Paz,Garbanzo,2004,produccion,2
La Paz,Garbanzo,2005,produccion,2
La Paz,Garbanzo,2006,produccion,2
La Paz,Garbanzo,2007,produccion,2
La Paz,Garbanzo,2008,produccion,3
La Paz,Garbanzo,2009,produccion,3
La Paz,Garbanzo,2010,produccion,3
La Paz,Garbanzo,2011,produccion,3
La Paz,Garbanzo,2012,produccion,3
La Paz,Garbanzo,2013,produccion,3
La Paz,Garbanzo,2014,produccion,3
La Paz,Garbanzo,2015,produccion,2
La Paz,Garbanzo,2016,produccion,2
La Paz,Garbanzo,2017,produccion,3
La Paz,Garbanzo,2018,produccion,3
La Paz,Garbanzo,2019,produccion,3
La Paz,Garbanzo,2020,produccion,2.66505284532489
La Paz,Haba,1984,produccion,4956
La Paz,Haba,1985,produccion,5127
La Paz,Haba,1986,produccion,5369
La Paz,Haba,1987,produccion,4714
La Paz,Haba,1988,produccion,4538
La Paz,Haba,1989,produccion,3283
La Paz,Haba,1990,produccion,2922
La Paz,Haba,1991,produccion,3033
La Paz,Haba,1992,produccion,3203
La Paz,Haba,1993,produccion,4797
La Paz,Haba,1994,produccion,5217
La Paz,Haba,1995,produccion,5014
La Paz,Haba,1996,produccion,5737
La Paz,Haba,1997,produccion,6235
La Paz,Haba,1998,produccion,5910
La Paz,Haba,1999,produccion,6285
La Paz,Haba,2000,produccion,6633
La Paz,Haba,2001,produccion,6469
La Paz,Haba,2002,produccion,7100
La Paz,Haba,2003,produccion,7267
La Paz,Haba,2004,produccion,7292
La Paz,Haba,2005,produccion,7333
La Paz,Haba,2006,produccion,7009
La Paz,Haba,2007,produccion,6964
La Paz,Haba,2008,produccion,6769
La Paz,Haba,2009,produccion,7583
La Paz,Haba,2010,produccion,7486
La Paz,Haba,2011,produccion,7510
La Paz,Haba,2012,produccion,8096
La Paz,Haba,2013,produccion,8091
La Paz,Haba,2014,produccion,8321
La Paz,Haba,2015,produccion,8560
La Paz,Haba,2016,produccion,8859
La Paz,Haba,2017,produccion,9087
La Paz,Haba,2018,produccion,9176
La Paz,Haba,2019,produccion,9303
La Paz,Haba,2020,produccion,9517.80315009357
La Paz,Lechuga,1984,produccion,4024
La Paz,Lechuga,1985,produccion,4024
La Paz,Lechuga,1986,produccion,3592
La Paz,Lechuga,1987,produccion,3944
La Paz,Lechuga,1988,produccion,4157
La Paz,Lechuga,1989,produccion,4058
La Paz,Lechuga,1990,produccion,4069
La Paz,Lechuga,1991,produccion,3867
La Paz,Lechuga,1992,produccion,3772
La Paz,Lechuga,1993,produccion,3728
La Paz,Lechuga,1994,produccion,3689
La Paz,Lechuga,1995,produccion,4207
La Paz,Lechuga,1996,produccion,4341
La Paz,Lechuga,1997,produccion,4750
La Paz,Lechuga,1998,produccion,5144
La Paz,Lechuga,1999,produccion,5138
La Paz,Lechuga,2000,produccion,5216
La Paz,Lechuga,2001,produccion,4744
La Paz,Lechuga,2002,produccion,4729
La Paz,Lechuga,2003,produccion,4647
La Paz,Lechuga,2004,produccion,5057
La Paz,Lechuga,2005,produccion,5219
La Paz,Lechuga,2006,produccion,5010
La Paz,Lechuga,2007,produccion,5650
La Paz,Lechuga,2008,produccion,5637
La Paz,Lechuga,2009,produccion,5506
La Paz,Lechuga,2010,produccion,5453
La Paz,Lechuga,2011,produccion,5894
La Paz,Lechuga,2012,produccion,6942
La Paz,Lechuga,2013,produccion,6691
La Paz,Lechuga,2014,produccion,6469
La Paz,Lechuga,2015,produccion,5414
La Paz,Lechuga,2016,produccion,5421
La Paz,Lechuga,2017,produccion,5517
La Paz,Lechuga,2018,produccion,5630
La Paz,Lechuga,2019,produccion,5920
La Paz,Lechuga,2020,produccion,5778.10575593032
La Paz,Locoto,1984,produccion,355
La Paz,Locoto,1985,produccion,457
La Paz,Locoto,1986,produccion,429
La Paz,Locoto,1987,produccion,516
La Paz,Locoto,1988,produccion,522
La Paz,Locoto,1989,produccion,505
La Paz,Locoto,1990,produccion,538
La Paz,Locoto,1991,produccion,544
La Paz,Locoto,1992,produccion,478
La Paz,Locoto,1993,produccion,535
La Paz,Locoto,1994,produccion,601
La Paz,Locoto,1995,produccion,526
La Paz,Locoto,1996,produccion,564
La Paz,Locoto,1997,produccion,544
La Paz,Locoto,1998,produccion,532
La Paz,Locoto,1999,produccion,543
La Paz,Locoto,2000,produccion,584
La Paz,Locoto,2001,produccion,665
La Paz,Locoto,2002,produccion,671
La Paz,Locoto,2003,produccion,676
La Paz,Locoto,2004,produccion,711
La Paz,Locoto,2005,produccion,742
La Paz,Locoto,2006,produccion,794
La Paz,Locoto,2007,produccion,856
La Paz,Locoto,2008,produccion,886
La Paz,Locoto,2009,produccion,1083
La Paz,Locoto,2010,produccion,1306
La Paz,Locoto,2011,produccion,1426
La Paz,Locoto,2012,produccion,1430
La Paz,Locoto,2013,produccion,1472
La Paz,Locoto,2014,produccion,1392
La Paz,Locoto,2015,produccion,1273
La Paz,Locoto,2016,produccion,1304
La Paz,Locoto,2017,produccion,1354
La Paz,Locoto,2018,produccion,1359
La Paz,Locoto,2019,produccion,1339
La Paz,Locoto,2020,produccion,1328.65720781586
La Paz,Maíz choclo,1984,produccion,2924
La Paz,Maíz choclo,1985,produccion,3214
La Paz,Maíz choclo,1986,produccion,3335
La Paz,Maíz choclo,1987,produccion,3573
La Paz,Maíz choclo,1988,produccion,3852
La Paz,Maíz choclo,1989,produccion,3481
La Paz,Maíz choclo,1990,produccion,4331
La Paz,Maíz choclo,1991,produccion,4297
La Paz,Maíz choclo,1992,produccion,3929
La Paz,Maíz choclo,1993,produccion,4842
La Paz,Maíz choclo,1994,produccion,5077
La Paz,Maíz choclo,1995,produccion,5473
La Paz,Maíz choclo,1996,produccion,5305
La Paz,Maíz choclo,1997,produccion,5395
La Paz,Maíz choclo,1998,produccion,4745
La Paz,Maíz choclo,1999,produccion,6027
La Paz,Maíz choclo,2000,produccion,6431
La Paz,Maíz choclo,2001,produccion,6595
La Paz,Maíz choclo,2002,produccion,6428
La Paz,Maíz choclo,2003,produccion,6432
La Paz,Maíz choclo,2004,produccion,6406
La Paz,Maíz choclo,2005,produccion,6826
La Paz,Maíz choclo,2006,produccion,7140
La Paz,Maíz choclo,2007,produccion,7209
La Paz,Maíz choclo,2008,produccion,7792
La Paz,Maíz choclo,2009,produccion,8184
La Paz,Maíz choclo,2010,produccion,7856
La Paz,Maíz choclo,2011,produccion,8496
La Paz,Maíz choclo,2012,produccion,9113
La Paz,Maíz choclo,2013,produccion,9323
La Paz,Maíz choclo,2014,produccion,9360
La Paz,Maíz choclo,2015,produccion,10465
La Paz,Maíz choclo,2016,produccion,11107
La Paz,Maíz choclo,2017,produccion,10182
La Paz,Maíz choclo,2018,produccion,10600
La Paz,Maíz choclo,2019,produccion,10296
La Paz,Maíz choclo,2020,produccion,10872.8601263719
La Paz,Pepino,1984,produccion,90
La Paz,Pepino,1985,produccion,75
La Paz,Pepino,1986,produccion,105
La Paz,Pepino,1987,produccion,155
La Paz,Pepino,1988,produccion,170
La Paz,Pepino,1989,produccion,186
La Paz,Pepino,1990,produccion,200
La Paz,Pepino,1991,produccion,220
La Paz,Pepino,1992,produccion,205
La Paz,Pepino,1993,produccion,232
La Paz,Pepino,1994,produccion,235
La Paz,Pepino,1995,produccion,245
La Paz,Pepino,1996,produccion,240
La Paz,Pepino,1997,produccion,288
La Paz,Pepino,1998,produccion,264
La Paz,Pepino,1999,produccion,293
La Paz,Pepino,2000,produccion,300
La Paz,Pepino,2001,produccion,297
La Paz,Pepino,2002,produccion,300
La Paz,Pepino,2003,produccion,299
La Paz,Pepino,2004,produccion,301
La Paz,Pepino,2005,produccion,290
La Paz,Pepino,2006,produccion,300
La Paz,Pepino,2007,produccion,310
La Paz,Pepino,2008,produccion,362
La Paz,Pepino,2009,produccion,370
La Paz,Pepino,2010,produccion,413
La Paz,Pepino,2011,produccion,559
La Paz,Pepino,2012,produccion,908
La Paz,Pepino,2013,produccion,1061
La Paz,Pepino,2014,produccion,1034
La Paz,Pepino,2015,produccion,957
La Paz,Pepino,2016,produccion,963
La Paz,Pepino,2017,produccion,987
La Paz,Pepino,2018,produccion,975
La Paz,Pepino,2019,produccion,955
La Paz,Pepino,2020,produccion,970.09374756638
La Paz,Rábano,1984,produccion,85
La Paz,Rábano,1985,produccion,87
La Paz,Rábano,1986,produccion,93
La Paz,Rábano,1987,produccion,87
La Paz,Rábano,1988,produccion,92
La Paz,Rábano,1989,produccion,95
La Paz,Rábano,1990,produccion,85
La Paz,Rábano,1991,produccion,86
La Paz,Rábano,1992,produccion,83
La Paz,Rábano,1993,produccion,80
La Paz,Rábano,1994,produccion,94
La Paz,Rábano,1995,produccion,96
La Paz,Rábano,1996,produccion,90
La Paz,Rábano,1997,produccion,95
La Paz,Rábano,1998,produccion,106
La Paz,Rábano,1999,produccion,101
La Paz,Rábano,2000,produccion,104
La Paz,Rábano,2001,produccion,103
La Paz,Rábano,2002,produccion,105
La Paz,Rábano,2003,produccion,103
La Paz,Rábano,2004,produccion,97
La Paz,Rábano,2005,produccion,114
La Paz,Rábano,2006,produccion,101
La Paz,Rábano,2007,produccion,101
La Paz,Rábano,2008,produccion,113
La Paz,Rábano,2009,produccion,109
La Paz,Rábano,2010,produccion,123
La Paz,Rábano,2011,produccion,132
La Paz,Rábano,2012,produccion,132
La Paz,Rábano,2013,produccion,132
La Paz,Rábano,2014,produccion,117
La Paz,Rábano,2015,produccion,107
La Paz,Rábano,2016,produccion,224
La Paz,Rábano,2017,produccion,215
La Paz,Rábano,2018,produccion,235
La Paz,Rábano,2019,produccion,225
La Paz,Rábano,2020,produccion,211.962584455313
La Paz,Repollo,1984,produccion,344
La Paz,Repollo,1985,produccion,376
La Paz,Repollo,1986,produccion,383
La Paz,Repollo,1987,produccion,416
La Paz,Repollo,1988,produccion,421
La Paz,Repollo,1989,produccion,442
La Paz,Repollo,1990,produccion,430
La Paz,Repollo,1991,produccion,489
La Paz,Repollo,1992,produccion,469
La Paz,Repollo,1993,produccion,457
La Paz,Repollo,1994,produccion,502
La Paz,Repollo,1995,produccion,450
La Paz,Repollo,1996,produccion,533
La Paz,Repollo,1997,produccion,536
La Paz,Repollo,1998,produccion,554
La Paz,Repollo,1999,produccion,543
La Paz,Repollo,2000,produccion,571
La Paz,Repollo,2001,produccion,551
La Paz,Repollo,2002,produccion,579
La Paz,Repollo,2003,produccion,557
La Paz,Repollo,2004,produccion,534
La Paz,Repollo,2005,produccion,563
La Paz,Repollo,2006,produccion,543
La Paz,Repollo,2007,produccion,570
La Paz,Repollo,2008,produccion,550
La Paz,Repollo,2009,produccion,639
La Paz,Repollo,2010,produccion,604
La Paz,Repollo,2011,produccion,674
La Paz,Repollo,2012,produccion,685
La Paz,Repollo,2013,produccion,735
La Paz,Repollo,2014,produccion,766
La Paz,Repollo,2015,produccion,785
La Paz,Repollo,2016,produccion,1679
La Paz,Repollo,2017,produccion,1646
La Paz,Repollo,2018,produccion,1609
La Paz,Repollo,2019,produccion,1624
La Paz,Repollo,2020,produccion,1645.20205182356
La Paz,Tomate,1984,produccion,4637
La Paz,Tomate,1985,produccion,5507
La Paz,Tomate,1986,produccion,4560
La Paz,Tomate,1987,produccion,4733
La Paz,Tomate,1988,produccion,4879
La Paz,Tomate,1989,produccion,2946
La Paz,Tomate,1990,produccion,3608
La Paz,Tomate,1991,produccion,3397
La Paz,Tomate,1992,produccion,4485
La Paz,Tomate,1993,produccion,3571
La Paz,Tomate,1994,produccion,5238
La Paz,Tomate,1995,produccion,3544
La Paz,Tomate,1996,produccion,4160
La Paz,Tomate,1997,produccion,4092
La Paz,Tomate,1998,produccion,4182
La Paz,Tomate,1999,produccion,3687
La Paz,Tomate,2000,produccion,4127
La Paz,Tomate,2001,produccion,4243
La Paz,Tomate,2002,produccion,4077
La Paz,Tomate,2003,produccion,4057
La Paz,Tomate,2004,produccion,3933
La Paz,Tomate,2005,produccion,4093
La Paz,Tomate,2006,produccion,3901
La Paz,Tomate,2007,produccion,3994
La Paz,Tomate,2008,produccion,3933
La Paz,Tomate,2009,produccion,4836
La Paz,Tomate,2010,produccion,5182
La Paz,Tomate,2011,produccion,5280
La Paz,Tomate,2012,produccion,5911
La Paz,Tomate,2013,produccion,6477
La Paz,Tomate,2014,produccion,6797
La Paz,Tomate,2015,produccion,6894
La Paz,Tomate,2016,produccion,6791
La Paz,Tomate,2017,produccion,6844
La Paz,Tomate,2018,produccion,7647
La Paz,Tomate,2019,produccion,10345
La Paz,Tomate,2020,produccion,10980.6097755021
La Paz,Vainitas,1984,produccion,192
La Paz,Vainitas,1985,produccion,170
La Paz,Vainitas,1986,produccion,202
La Paz,Vainitas,1987,produccion,223
La Paz,Vainitas,1988,produccion,199
La Paz,Vainitas,1989,produccion,201
La Paz,Vainitas,1990,produccion,216
La Paz,Vainitas,1991,produccion,248
La Paz,Vainitas,1992,produccion,222
La Paz,Vainitas,1993,produccion,261
La Paz,Vainitas,1994,produccion,268
La Paz,Vainitas,1995,produccion,265
La Paz,Vainitas,1996,produccion,315
La Paz,Vainitas,1997,produccion,331
La Paz,Vainitas,1998,produccion,342
La Paz,Vainitas,1999,produccion,350
La Paz,Vainitas,2000,produccion,368
La Paz,Vainitas,2001,produccion,424
La Paz,Vainitas,2002,produccion,407
La Paz,Vainitas,2003,produccion,396
La Paz,Vainitas,2004,produccion,401
La Paz,Vainitas,2005,produccion,394
La Paz,Vainitas,2006,produccion,388
La Paz,Vainitas,2007,produccion,398
La Paz,Vainitas,2008,produccion,389
La Paz,Vainitas,2009,produccion,378
La Paz,Vainitas,2010,produccion,401
La Paz,Vainitas,2011,produccion,396
La Paz,Vainitas,2012,produccion,391
La Paz,Vainitas,2013,produccion,426
La Paz,Vainitas,2014,produccion,885
La Paz,Vainitas,2015,produccion,1336
La Paz,Vainitas,2016,produccion,2235
La Paz,Vainitas,2017,produccion,2280
La Paz,Vainitas,2018,produccion,2474
La Paz,Vainitas,2019,produccion,2626
La Paz,Vainitas,2020,produccion,2528.34750354772
La Paz,Zanahoria,1984,produccion,635
La Paz,Zanahoria,1985,produccion,651
La Paz,Zanahoria,1986,produccion,586
La Paz,Zanahoria,1987,produccion,538
La Paz,Zanahoria,1988,produccion,570
La Paz,Zanahoria,1989,produccion,510
La Paz,Zanahoria,1990,produccion,568
La Paz,Zanahoria,1991,produccion,551
La Paz,Zanahoria,1992,produccion,580
La Paz,Zanahoria,1993,produccion,621
La Paz,Zanahoria,1994,produccion,565
La Paz,Zanahoria,1995,produccion,524
La Paz,Zanahoria,1996,produccion,588
La Paz,Zanahoria,1997,produccion,634
La Paz,Zanahoria,1998,produccion,695
La Paz,Zanahoria,1999,produccion,707
La Paz,Zanahoria,2000,produccion,687
La Paz,Zanahoria,2001,produccion,712
La Paz,Zanahoria,2002,produccion,668
La Paz,Zanahoria,2003,produccion,662
La Paz,Zanahoria,2004,produccion,704
La Paz,Zanahoria,2005,produccion,655
La Paz,Zanahoria,2006,produccion,727
La Paz,Zanahoria,2007,produccion,727
La Paz,Zanahoria,2008,produccion,675
La Paz,Zanahoria,2009,produccion,754
La Paz,Zanahoria,2010,produccion,698
La Paz,Zanahoria,2011,produccion,740
La Paz,Zanahoria,2012,produccion,789
La Paz,Zanahoria,2013,produccion,797
La Paz,Zanahoria,2014,produccion,760
La Paz,Zanahoria,2015,produccion,747
La Paz,Zanahoria,2016,produccion,756
La Paz,Zanahoria,2017,produccion,913
La Paz,Zanahoria,2018,produccion,990
La Paz,Zanahoria,2019,produccion,966
La Paz,Zanahoria,2020,produccion,959.292368620762
La Paz,Zapallo,1984,produccion,908
La Paz,Zapallo,1985,produccion,1093
La Paz,Zapallo,1986,produccion,1230
La Paz,Zapallo,1987,produccion,1417
La Paz,Zapallo,1988,produccion,1386
La Paz,Zapallo,1989,produccion,1618
La Paz,Zapallo,1990,produccion,1837
La Paz,Zapallo,1991,produccion,2095
La Paz,Zapallo,1992,produccion,1943
La Paz,Zapallo,1993,produccion,2127
La Paz,Zapallo,1994,produccion,2303
La Paz,Zapallo,1995,produccion,2021
La Paz,Zapallo,1996,produccion,1915
La Paz,Zapallo,1997,produccion,2292
La Paz,Zapallo,1998,produccion,2250
La Paz,Zapallo,1999,produccion,2273
La Paz,Zapallo,2000,produccion,2461
La Paz,Zapallo,2001,produccion,2528
La Paz,Zapallo,2002,produccion,2703
La Paz,Zapallo,2003,produccion,2997
La Paz,Zapallo,2004,produccion,3233
La Paz,Zapallo,2005,produccion,3491
La Paz,Zapallo,2006,produccion,3481
La Paz,Zapallo,2007,produccion,3794
La Paz,Zapallo,2008,produccion,3758
La Paz,Zapallo,2009,produccion,3439
La Paz,Zapallo,2010,produccion,3256
La Paz,Zapallo,2011,produccion,3106
La Paz,Zapallo,2012,produccion,3015
La Paz,Zapallo,2013,produccion,2880
La Paz,Zapallo,2014,produccion,2402
La Paz,Zapallo,2015,produccion,1985
La Paz,Zapallo,2016,produccion,2051
La Paz,Zapallo,2017,produccion,2451
La Paz,Zapallo,2018,produccion,2468
La Paz,Zapallo,2019,produccion,2383
La Paz,Zapallo,2020,produccion,2399.93904435232
La Paz,OLEAGINOSAS E INDUSTRIALES,1984,produccion,11730
La Paz,OLEAGINOSAS E INDUSTRIALES,1985,produccion,9149
La Paz,OLEAGINOSAS E INDUSTRIALES,1986,produccion,12968
La Paz,OLEAGINOSAS E INDUSTRIALES,1987,produccion,18454
La Paz,OLEAGINOSAS E INDUSTRIALES,1988,produccion,13343
La Paz,OLEAGINOSAS E INDUSTRIALES,1989,produccion,15049
La Paz,OLEAGINOSAS E INDUSTRIALES,1990,produccion,19317
La Paz,OLEAGINOSAS E INDUSTRIALES,1991,produccion,19055
La Paz,OLEAGINOSAS E INDUSTRIALES,1992,produccion,17463
La Paz,OLEAGINOSAS E INDUSTRIALES,1993,produccion,16581
La Paz,OLEAGINOSAS E INDUSTRIALES,1994,produccion,14940
La Paz,OLEAGINOSAS E INDUSTRIALES,1995,produccion,14852
La Paz,OLEAGINOSAS E INDUSTRIALES,1996,produccion,15263
La Paz,OLEAGINOSAS E INDUSTRIALES,1997,produccion,15707
La Paz,OLEAGINOSAS E INDUSTRIALES,1998,produccion,16771
La Paz,OLEAGINOSAS E INDUSTRIALES,1999,produccion,19881
La Paz,OLEAGINOSAS E INDUSTRIALES,2000,produccion,18524
La Paz,OLEAGINOSAS E INDUSTRIALES,2001,produccion,20345
La Paz,OLEAGINOSAS E INDUSTRIALES,2002,produccion,19538
La Paz,OLEAGINOSAS E INDUSTRIALES,2003,produccion,19611
La Paz,OLEAGINOSAS E INDUSTRIALES,2004,produccion,18605
La Paz,OLEAGINOSAS E INDUSTRIALES,2005,produccion,18101
La Paz,OLEAGINOSAS E INDUSTRIALES,2006,produccion,17678
La Paz,OLEAGINOSAS E INDUSTRIALES,2007,produccion,17395
La Paz,OLEAGINOSAS E INDUSTRIALES,2008,produccion,17274
La Paz,OLEAGINOSAS E INDUSTRIALES,2009,produccion,17382
La Paz,OLEAGINOSAS E INDUSTRIALES,2010,produccion,16364
La Paz,OLEAGINOSAS E INDUSTRIALES,2011,produccion,18382
La Paz,OLEAGINOSAS E INDUSTRIALES,2012,produccion,18968
La Paz,OLEAGINOSAS E INDUSTRIALES,2013,produccion,19136
La Paz,OLEAGINOSAS E INDUSTRIALES,2014,produccion,30295
La Paz,OLEAGINOSAS E INDUSTRIALES,2015,produccion,51928
La Paz,OLEAGINOSAS E INDUSTRIALES,2016,produccion,77992
La Paz,OLEAGINOSAS E INDUSTRIALES,2017,produccion,154423
La Paz,OLEAGINOSAS E INDUSTRIALES,2018,produccion,183562
La Paz,OLEAGINOSAS E INDUSTRIALES,2019,produccion,250933.99435889
La Paz,OLEAGINOSAS E INDUSTRIALES,2020,produccion,236978.145504472
La Paz,Achiote (urucú),1984,produccion,0
La Paz,Achiote (urucú),1985,produccion,0
La Paz,Achiote (urucú),1986,produccion,0
La Paz,Achiote (urucú),1987,produccion,0
La Paz,Achiote (urucú),1988,produccion,0
La Paz,Achiote (urucú),1989,produccion,0
La Paz,Achiote (urucú),1990,produccion,0
La Paz,Achiote (urucú),1991,produccion,0
La Paz,Achiote (urucú),1992,produccion,0
La Paz,Achiote (urucú),1993,produccion,0
La Paz,Achiote (urucú),1994,produccion,0
La Paz,Achiote (urucú),1995,produccion,0
La Paz,Achiote (urucú),1996,produccion,0
La Paz,Achiote (urucú),1997,produccion,0
La Paz,Achiote (urucú),1998,produccion,0
La Paz,Achiote (urucú),1999,produccion,0
La Paz,Achiote (urucú),2000,produccion,0
La Paz,Achiote (urucú),2001,produccion,0
La Paz,Achiote (urucú),2002,produccion,0
La Paz,Achiote (urucú),2003,produccion,0
La Paz,Achiote (urucú),2004,produccion,0
La Paz,Achiote (urucú),2005,produccion,0
La Paz,Achiote (urucú),2006,produccion,0
La Paz,Achiote (urucú),2007,produccion,0
La Paz,Achiote (urucú),2008,produccion,1336
La Paz,Achiote (urucú),2009,produccion,931
La Paz,Achiote (urucú),2010,produccion,937
La Paz,Achiote (urucú),2011,produccion,999
La Paz,Achiote (urucú),2012,produccion,1025
La Paz,Achiote (urucú),2013,produccion,1058
La Paz,Achiote (urucú),2014,produccion,1072
La Paz,Achiote (urucú),2015,produccion,1095
La Paz,Achiote (urucú),2016,produccion,1120
La Paz,Achiote (urucú),2017,produccion,1091
La Paz,Achiote (urucú),2018,produccion,1087
La Paz,Achiote (urucú),2019,produccion,1093.07841051956
La Paz,Achiote (urucú),2020,produccion,1096.53581145686
La Paz,Caña de Azúcar,1984,produccion,11619
La Paz,Caña de Azúcar,1985,produccion,9035
La Paz,Caña de Azúcar,1986,produccion,12849
La Paz,Caña de Azúcar,1987,produccion,18339
La Paz,Caña de Azúcar,1988,produccion,13231
La Paz,Caña de Azúcar,1989,produccion,14959
La Paz,Caña de Azúcar,1990,produccion,19208
La Paz,Caña de Azúcar,1991,produccion,18952
La Paz,Caña de Azúcar,1992,produccion,17354
La Paz,Caña de Azúcar,1993,produccion,16468
La Paz,Caña de Azúcar,1994,produccion,14819
