dept_code,dept,program,tip,year,corriente_bob,corriente_pct,inversion_bob,inversion_pct,total_bob,total_pct,program_code
1,Beni,0 EJECUTIVO MUNICIPAL,total,2012,,0,,0,,0,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2013,19384094,4.49,,0,19384094,2.9,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2014,21595036,4.32,,0,21595036,2.99,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2015,24829017,4.19,,0,24829017,2.65,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2016,28612789,4.96,,0,28612789,3.93,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2017,28498493,6.13,,0,28498493,5.16,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2018,27760213,5.48,,0,27760213,4.38,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2019,29187098,4.52,,0,29187098,3.88,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2020,29814203,4.8,,0,29814203,3.79,0
1,Beni,0 EJECUTIVO MUNICIPAL,total,2021,24586379,4.45,,0,24586379,3.92,0
1,Beni,1 CONCEJO MUNICIPAL,total,2012,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2013,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2014,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2015,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2016,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2017,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2018,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2019,,0,,0,,0,1
1,Beni,1 CONCEJO MUNICIPAL,total,2020,698400,0.11,,0,698400,0.09,1
1,Beni,1 CONCEJO MUNICIPAL,total,2021,,0,,0,,0,1
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2012,9117025,2.64,10049382,5.4,19166407,3.61,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2013,13401083,3.1,11308583,4.81,24709666,3.7,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2014,17829267,3.57,6419000,2.9,24248267,3.36,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2015,17725546,2.99,10377587,3,28103133,2.99,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2016,11343098,1.97,4971842,3.28,16314940,2.24,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2017,7671910,1.65,3809762,4.33,11481672,2.08,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2018,7348970,1.45,1655000,1.3,9003970,1.42,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2019,8172070,1.26,150000,0.14,8322070,1.1,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2020,7662919,1.23,1128568,0.68,8791487,1.12,10
1,Beni,10 PROMOCIÓN Y FOMENTO A LA PRODUCCIÓN AGROPECUARIA,total,2021,6733048,1.22,862630,1.17,7595678,1.21,10
1,Beni,11 SANEAMIENTO BÁSICO,total,2012,3138826,0.91,27830156,14.96,30968982,5.83,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2013,5299232,1.23,27485587,11.68,32784819,4.91,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2014,6811938,1.36,21410319,9.67,28222257,3.91,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2015,7981289,1.35,38279274,11.07,46260563,4.93,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2016,8406565,1.46,10825629,7.13,19232194,2.64,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2017,4179598,0.9,3105232,3.53,7284830,1.32,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2018,8832868,1.74,12600368,9.93,21433236,3.39,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2019,10175926,1.57,6049192,5.66,16225118,2.15,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2020,5523596,0.89,11073163,6.71,16596759,2.11,11
1,Beni,11 SANEAMIENTO BÁSICO,total,2021,5379507,0.97,5134006,6.99,10513513,1.68,11
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2012,20000,0.01,3e+05,0.16,320000,0.06,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2013,50000,0.01,1e+05,0.04,150000,0.02,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2014,50001,0.01,1e+05,0.05,150001,0.02,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2015,50000,0.01,,0,50000,0.01,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2016,1e+05,0.02,1e+05,0.07,2e+05,0.03,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2017,,0,,0,,0,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2018,,0,,0,,0,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2019,,0,,0,,0,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2020,,0,,0,,0,12
1,Beni,12 CONSTRUCCIÓN Y MANTENIMIENTO DE MICRORIEGOS,total,2021,,0,,0,,0,12
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2012,3403980,0.99,,0,3403980,0.64,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2013,5799470,1.34,30000,0.01,5829470,0.87,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2014,5211709,1.04,10000,0,5221709,0.72,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2015,5589199,0.94,580000,0.17,6169199,0.66,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2016,5394439,0.94,,0,5394439,0.74,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2017,4148053,0.89,,0,4148053,0.75,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2018,4808040,0.95,,0,4808040,0.76,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2019,5284370,0.82,,0,5284370,0.7,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2020,5342768,0.86,,0,5342768,0.68,13
1,Beni,13 DESARROLLO Y PRESERVACIÓN DEL MEDIO AMBIENTE,total,2021,3532343,0.64,440000,0.6,3972343,0.63,13
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2012,11384152,3.3,3410000,1.83,14794152,2.78,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2013,13965770,3.23,2e+06,0.85,15965770,2.39,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2014,16218439,3.24,,0,16218439,2.25,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2015,22075051,3.73,,0,22075051,2.35,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2016,16562080,2.87,,0,16562080,2.27,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2017,15704164,3.38,590963,0.67,16295127,2.95,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2018,17038557,3.37,2158839,1.7,19197396,3.03,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2019,21122866,3.27,959153,0.9,22082019,2.93,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2020,22021769,3.54,759192,0.46,22780961,2.9,14
1,Beni,"14 ASEO URBANO, MANEJO Y TRATAMIENTO DE RESIDUOS SÓLIDOS",total,2021,20426850,3.69,,0,20426850,3.26,14
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2012,679651,0.2,875705,0.47,1555356,0.29,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2013,985845,0.23,,0,985845,0.15,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2014,1484258,0.3,838971,0.38,2323229,0.32,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2015,1564229,0.26,2e+05,0.06,1764229,0.19,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2016,932370,0.16,20000,0.01,952370,0.13,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2017,936700,0.2,,0,936700,0.17,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2018,930300,0.18,,0,930300,0.15,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2019,659914,0.1,,0,659914,0.09,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2020,,0,,0,,0,15
1,Beni,15 FUENTES DE ENERGÍA Y APOYO A LA ELECTRIFICACIÓN,total,2021,249400,0.05,,0,249400,0.04,15
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2012,14523210,4.21,,0,14523210,2.73,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2013,18398471,4.26,5e+05,0.21,18898471,2.83,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2014,18823074,3.77,,0,18823074,2.61,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2015,21975223,3.71,45000,0.01,22020223,2.35,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2016,21699707,3.77,,0,21699707,2.98,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2017,20710149,4.46,1406100,1.6,22116249,4,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2018,21695987,4.29,,0,21695987,3.43,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2019,30919169,4.78,6707601,6.27,37626770,5,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2020,26680804,4.29,5674147,3.44,32354951,4.11,16
1,Beni,16 SERVICIO DE ALUMBRADO PÚBLICO,total,2021,24700393,4.47,3957600,5.39,28657993,4.57,16
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2012,34954763,10.12,76075524,40.91,111030287,20.9,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2013,51889256,12.01,128254350,54.5,180143606,27,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2014,62103590,12.42,119114200,53.77,181217790,25.12,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2015,67278472,11.35,134499313,38.89,201777785,21.5,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2016,42559623,7.38,91688733,60.4,134248356,18.44,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2017,27271369,5.87,47174995,53.66,74446364,13.47,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2018,29428743,5.81,87374984,68.89,116803727,18.45,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2019,42886271,6.64,69611678,65.08,112497949,14.94,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2020,35659119,5.74,72592360,44,108251479,13.76,17
1,Beni,17 INFRAESTRUCTURA URBANA Y RURAL,total,2021,33041211,5.98,56335017,76.66,89376228,14.27,17
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2012,3862730,1.12,10182403,5.48,14045133,2.64,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2013,5277964,1.22,7807809,3.32,13085773,1.96,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2014,4657863,0.93,7838454,3.54,12496317,1.73,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2015,8674335,1.46,13016012,3.76,21690347,2.31,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2016,10227817,1.77,7718438,5.08,17946255,2.46,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2017,8674594,1.87,1627750,1.85,10302344,1.86,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2018,9423011,1.86,2708226,2.14,12131237,1.92,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2019,10299744,1.59,2462375,2.3,12762119,1.69,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2020,10182009,1.64,17704417,10.73,27886426,3.54,18
1,Beni,18 GESTIÓN DE CAMINOS VECINALES,total,2021,10137585,1.83,920750,1.25,11058335,1.77,18
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2012,1616108,0.47,,0,1616108,0.3,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2013,3164850,0.73,10000,0,3174850,0.48,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2014,3932462,0.79,,0,3932462,0.55,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2015,6042675,1.02,,0,6042675,0.64,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2016,6040633,1.05,150000,0.1,6190633,0.85,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2017,3854553,0.83,66871,0.08,3921424,0.71,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2018,5494322,1.09,,0,5494322,0.87,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2019,5288239,0.82,,0,5288239,0.7,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2020,5873255,0.94,,0,5873255,0.75,19
1,Beni,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2021,5176285,0.94,,0,5176285,0.83,19
1,Beni,20 GESTIÓN DE SALUD,total,2012,68470118,19.83,7376782,3.97,75846900,14.28,20
1,Beni,20 GESTIÓN DE SALUD,total,2013,88501801,20.49,6818302,2.9,95320103,14.28,20
1,Beni,20 GESTIÓN DE SALUD,total,2014,99387897,19.88,12833096,5.79,112220993,15.56,20
1,Beni,20 GESTIÓN DE SALUD,total,2015,123792041,20.89,52710807,15.24,176502848,18.81,20
1,Beni,20 GESTIÓN DE SALUD,total,2016,144517162,25.08,11493795,7.57,156010957,21.43,20
1,Beni,20 GESTIÓN DE SALUD,total,2017,123601705,26.6,5273360,6,128875065,23.32,20
1,Beni,20 GESTIÓN DE SALUD,total,2018,133921109,26.45,2130000,1.68,136051109,21.49,20
1,Beni,20 GESTIÓN DE SALUD,total,2019,125480737,19.42,4626120,4.33,130106857,17.28,20
1,Beni,20 GESTIÓN DE SALUD,total,2020,132527656,21.32,7226775,4.38,139754431,17.77,20
1,Beni,20 GESTIÓN DE SALUD,total,2021,116674797,21.1,699656,0.95,117374453,18.74,20
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2012,63199587,18.3,27865728,14.98,91065315,17.14,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2013,67071582,15.53,21713408,9.23,88784990,13.31,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2014,81718546,16.35,26513469,11.97,108232015,15,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2015,89614291,15.12,41942211,12.13,131556502,14.02,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2016,89332350,15.5,11579777,7.63,100912127,13.86,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2017,56281164,12.11,12883353,14.65,69164517,12.52,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2018,64864936,12.81,7169427,5.65,72034363,11.38,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2019,72411620,11.21,5453971,5.1,77865591,10.34,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2020,68571830,11.03,29163250,17.68,97735080,12.42,21
1,Beni,21 GESTIÓN DE EDUCACIÓN,total,2021,56372822,10.19,2042366,2.78,58415188,9.32,21
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2012,8204803,2.38,12109935,6.51,20314738,3.82,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2013,10032107,2.32,9295674,3.95,19327781,2.9,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2014,11999593,2.4,12768525,5.76,24768118,3.43,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2015,14225002,2.4,20179010,5.83,34404012,3.67,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2016,14139711,2.45,4119103,2.71,18258814,2.51,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2017,11636375,2.5,2593734,2.95,14230109,2.58,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2018,11253604,2.22,633379,0.5,11886983,1.88,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2019,11708469,1.81,710000,0.66,12418469,1.65,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2020,9943906,1.6,11901787,7.21,21845693,2.78,22
1,Beni,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2021,6410570,1.16,275000,0.37,6685570,1.07,22
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2012,4872997,1.41,1095212,0.59,5968209,1.12,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2013,5588455,1.29,683564,0.29,6272019,0.94,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2014,4953933,0.99,1013000,0.46,5966933,0.83,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2015,6975713,1.18,5965000,1.72,12940713,1.38,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2016,5592346,0.97,1593600,1.05,7185946,0.99,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2017,4720780,1.02,,0,4720780,0.85,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2018,4447562,0.88,150000,0.12,4597562,0.73,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2019,4402230,0.68,,0,4402230,0.58,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2020,4439501,0.71,1152435,0.7,5591936,0.71,23
1,Beni,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2021,3753137,0.68,,0,3753137,0.6,23
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2012,2636854,0.76,2180000,1.17,4816854,0.91,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2013,2645478,0.61,4430959,1.88,7076437,1.06,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2014,3031043,0.61,2675000,1.21,5706043,0.79,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2015,4005781,0.68,1250000,0.36,5255781,0.56,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2016,4787192,0.83,102500,0.07,4889692,0.67,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2017,3042611,0.65,399109,0.45,3441720,0.62,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2018,2413921,0.48,5e+05,0.39,2913921,0.46,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2019,2314815,0.36,5e+05,0.47,2814815,0.37,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2020,2649901,0.43,,0,2649901,0.34,24
1,Beni,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2021,2414234,0.44,,0,2414234,0.39,24
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2012,3149800,0.91,34000,0.02,3183800,0.6,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2013,3726789,0.86,,0,3726789,0.56,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2014,4445828,0.89,,0,4445828,0.62,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2015,13494488,2.28,,0,13494488,1.44,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2016,7515012,1.3,,0,7515012,1.03,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2017,5637808,1.21,,0,5637808,1.02,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2018,6212578,1.23,,0,6212578,0.98,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2019,99325866,15.37,,0,99325866,13.19,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2020,84543462,13.6,,0,84543462,10.75,25
1,Beni,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2021,84623524,15.3,,0,84623524,13.51,25
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2012,3189033,0.92,,0,3189033,0.6,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2013,4253931,0.98,,0,4253931,0.64,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2014,5323422,1.07,,0,5323422,0.74,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2015,6348933,1.07,,0,6348933,0.68,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2016,6204840,1.08,,0,6204840,0.85,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2017,4482598,0.96,,0,4482598,0.81,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2018,4280560,0.85,,0,4280560,0.68,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2019,4304109,0.67,,0,4304109,0.57,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2020,4605037,0.74,,0,4605037,0.59,26
1,Beni,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2021,4190861,0.76,,0,4190861,0.67,26
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2012,50000,0.01,2e+05,0.11,250000,0.05,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2013,844811,0.2,,0,844811,0.13,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2014,1276129,0.26,,0,1276129,0.18,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2015,2358657,0.4,1210000,0.35,3568657,0.38,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2016,4763508,0.83,,0,4763508,0.65,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2017,1783095,0.38,,0,1783095,0.32,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2018,1933625,0.38,,0,1933625,0.31,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2019,2394966,0.37,,0,2394966,0.32,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2020,2395938,0.39,,0,2395938,0.3,27
1,Beni,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2021,1677546,0.3,,0,1677546,0.27,27
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2012,4259322,1.23,1500000,0.81,5759322,1.08,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2013,5744580,1.33,6e+06,2.55,11744580,1.76,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2014,6302244,1.26,,0,6302244,0.87,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2015,8297997,1.4,5e+05,0.14,8797997,0.94,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2016,8035421,1.39,,0,8035421,1.1,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2017,5983161,1.29,,0,5983161,1.08,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2018,6301994,1.24,,0,6301994,1,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2019,5733197,0.89,,0,5733197,0.76,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2020,6706567,1.08,,0,6706567,0.85,28
1,Beni,28 DEFENSA DEL CONSUMIDOR,total,2021,6299757,1.14,,0,6299757,1.01,28
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2012,341300,0.1,,0,341300,0.06,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2013,655000,0.15,,0,655000,0.1,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2014,733838,0.15,,0,733838,0.1,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2015,900919,0.15,,0,900919,0.1,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2016,1068130,0.19,,0,1068130,0.15,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2017,1033239,0.22,,0,1033239,0.19,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2018,10223376,2.02,,0,10223376,1.61,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2019,11842614,1.83,,0,11842614,1.57,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2020,12216241,1.97,,0,12216241,1.55,29
1,Beni,29 SERVICIO DE FAENADO DE GANADO,total,2021,12114200,2.19,,0,12114200,1.93,29
