dept_code,dept,program,tip,year,corriente_bob,corriente_pct,inversion_bob,inversion_pct,total_bob,total_pct,program_code
3,Cochabamba,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2017,8354589,0.43,1102932,0.12,9457521,0.33,19
3,Cochabamba,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2018,8561158,0.4,,0,8561158,0.27,19
3,Cochabamba,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2019,9681865,0.4,,0,9681865,0.32,19
3,Cochabamba,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2020,9140821,0.36,,0,9140821,0.29,19
3,Cochabamba,19 SERVICIO DE CATASTRO URBANO Y RURAL,total,2021,5699529,0.28,125000,0.04,5824529,0.25,19
3,Cochabamba,20 GESTIÓN DE SALUD,total,2012,199236452,19.11,31685023,4.18,230921475,12.83,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2013,263808931,19.84,72180924,7.28,335989855,14.47,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2014,308586995,19.83,85939771,9.2,394526766,15.84,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2015,380966570,18.64,143572053,16.78,524538623,18.09,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2016,437013057,20.75,48362089,5.54,485375146,16.3,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2017,450463403,23.04,46201001,4.91,496664404,17.16,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2018,459474524,21.69,86458839,8.16,545933363,17.18,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2019,484664158,20.04,22549631,3.77,507213789,16.82,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2020,497792617,19.82,25821437,3.85,523614054,16.45,20
3,Cochabamba,20 GESTIÓN DE SALUD,total,2021,416692466,20.61,12068586,3.73,428761052,18.28,20
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2012,168533232,16.16,74361387,9.82,242894619,13.49,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2013,195107380,14.67,103751461,10.46,298858841,12.87,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2014,218670302,14.05,110541202,11.84,329211504,13.22,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2015,274788278,13.44,87431259,10.22,362219537,12.49,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2016,269962305,12.82,75742611,8.68,345704916,11.61,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2017,266437531,13.63,153624301,16.34,420061832,14.51,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2018,256788940,12.12,171942585,16.23,428731525,13.49,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2019,292591176,12.1,57463524,9.62,350054700,11.61,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2020,294219546,11.72,101882249,15.19,396101795,12.45,21
3,Cochabamba,21 GESTIÓN DE EDUCACIÓN,total,2021,227585767,11.26,38021652,11.77,265607419,11.33,21
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2012,25783009,2.47,30535943,4.03,56318952,3.13,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2013,30653596,2.3,66926674,6.75,97580270,4.2,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2014,35779588,2.3,68481503,7.33,104261091,4.19,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2015,46782265,2.29,93248860,10.9,140031125,4.83,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2016,57620077,2.74,108144516,12.39,165764593,5.57,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2017,42612161,2.18,183935601,19.57,226547762,7.83,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2018,41337921,1.95,167996118,15.86,209334039,6.59,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2019,56777291,2.35,43981977,7.36,100759268,3.34,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2020,62381590,2.48,50209259,7.48,112590849,3.54,22
3,Cochabamba,22 DESARROLLO Y PROMOCIÓN DEL DEPORTE,total,2021,30449657,1.51,23663275,7.32,54112932,2.31,22
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2012,15499345,1.49,9553276,1.26,25052621,1.39,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2013,18862913,1.42,18210270,1.84,37073183,1.6,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2014,22649362,1.46,10900380,1.17,33549742,1.35,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2015,27032005,1.32,9241017,1.08,36273022,1.25,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2016,32604531,1.55,6827122,0.78,39431653,1.32,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2017,25666572,1.31,10312980,1.1,35979552,1.24,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2018,22841635,1.08,8767981,0.83,31609616,0.99,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2019,24400587,1.01,12304589,2.06,36705176,1.22,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2020,22794384,0.91,23149460,3.45,45943844,1.44,23
3,Cochabamba,23 PROMOCIÓN Y CONSERVACIÓN DE LA CULTURA Y PATRIMONIO,total,2021,13250773,0.66,13166088,4.07,26416861,1.13,23
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2012,3408307,0.33,2344791,0.31,5753098,0.32,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2013,3958500,0.3,1406016,0.14,5364516,0.23,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2014,4103605,0.26,188207,0.02,4291812,0.17,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2015,5103480,0.25,623812,0.07,5727292,0.2,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2016,5812469,0.28,241928,0.03,6054397,0.2,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2017,4562963,0.23,1262801,0.13,5825764,0.2,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2018,5373255,0.25,,0,5373255,0.17,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2019,4705000,0.19,,0,4705000,0.16,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2020,4168432,0.17,,0,4168432,0.13,24
3,Cochabamba,24 DESARROLLO Y FOMENTO DEL TURISMO,total,2021,2530132,0.13,,0,2530132,0.11,24
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2012,13806645,1.32,60000,0.01,13866645,0.77,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2013,15299748,1.15,960000,0.1,16259748,0.7,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2014,19372067,1.24,730000,0.08,20102067,0.81,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2015,34519193,1.69,537590,0.06,35056783,1.21,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2016,35704067,1.7,,0,35704067,1.2,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2017,26729184,1.37,259000,0.03,26988184,0.93,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2018,23537774,1.11,40000,0,23577774,0.74,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2019,130459316,5.39,340000,0.06,130799316,4.34,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2020,115451441,4.6,,0,115451441,3.63,25
3,Cochabamba,25 PROMOCIÓN Y POLÍTICAS PARA GRUPOS VULNERABLES Y DE LA MUJER,total,2021,111114898,5.5,,0,111114898,4.74,25
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2012,9765822,0.94,33334,0,9799156,0.54,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2013,19309781,1.45,,0,19309781,0.83,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2014,26318131,1.69,,0,26318131,1.06,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2015,40695314,1.99,,0,40695314,1.4,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2016,34260828,1.63,,0,34260828,1.15,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2017,33294908,1.7,,0,33294908,1.15,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2018,27692516,1.31,,0,27692516,0.87,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2019,30512197,1.26,,0,30512197,1.01,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2020,31092940,1.24,,0,31092940,0.98,26
3,Cochabamba,26 DEFENSA Y PROTECCIÓN DE LA NIÑEZ Y FAMILIA,total,2021,21514120,1.06,,0,21514120,0.92,26
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2012,5934335,0.57,559685,0.07,6494020,0.36,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2013,9962550,0.75,,0,9962550,0.43,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2014,10351125,0.67,5495,0,10356620,0.42,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2015,12957000,0.63,,0,12957000,0.45,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2016,15129848,0.72,,0,15129848,0.51,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2017,15241246,0.78,58273,0.01,15299519,0.53,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2018,16207358,0.77,,0,16207358,0.51,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2019,16739489,0.69,,0,16739489,0.55,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2020,19194398,0.76,,0,19194398,0.6,27
3,Cochabamba,27 VIALIDAD Y TRANSPORTE PÚBLICO,total,2021,13368482,0.66,,0,13368482,0.57,27
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2012,8734300,0.84,10548511,1.39,19282811,1.07,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2013,10531560,0.79,185000,0.02,10716560,0.46,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2014,11410352,0.73,,0,11410352,0.46,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2015,12723963,0.62,,0,12723963,0.44,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2016,16699573,0.79,,0,16699573,0.56,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2017,15563561,0.8,,0,15563561,0.54,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2018,11388354,0.54,,0,11388354,0.36,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2019,13371383,0.55,,0,13371383,0.44,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2020,13928405,0.55,,0,13928405,0.44,28
3,Cochabamba,28 DEFENSA DEL CONSUMIDOR,total,2021,10814422,0.53,1e+05,0.03,10914422,0.47,28
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2012,2301440,0.22,10191091,1.35,12492531,0.69,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2013,1660000,0.12,9049357,0.91,10709357,0.46,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2014,2467000,0.16,7131188,0.76,9598188,0.39,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2015,3644444,0.18,,0,3644444,0.13,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2016,3875106,0.18,,0,3875106,0.13,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2017,6650330,0.34,50000,0.01,6700330,0.23,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2018,6038842,0.29,45865,0,6084707,0.19,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2019,5496371,0.23,,0,5496371,0.18,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2020,5328989,0.21,,0,5328989,0.17,29
3,Cochabamba,29 SERVICIO DE FAENADO DE GANADO,total,2021,7394145,0.37,4725222,1.46,12119367,0.52,29
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2012,1505000,0.14,3983524,0.53,5488524,0.3,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2013,1452700,0.11,970000,0.1,2422700,0.1,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2014,1832156,0.12,4e+05,0.04,2232156,0.09,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2015,2247864,0.11,,0,2247864,0.08,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2016,2188069,0.1,,0,2188069,0.07,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2017,2121953,0.11,,0,2121953,0.07,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2018,2250953,0.11,,0,2250953,0.07,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2019,2486891,0.1,,0,2486891,0.08,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2020,2774406,0.11,,0,2774406,0.09,30
3,Cochabamba,"30 SERVICIO DE INHUMACIÓN, EXHUMACIÓN, CREMACIÓN Y TRASLADO DE RESTOS",total,2021,2239520,0.11,,0,2239520,0.1,30
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2012,15162686,1.45,16875605,2.23,32038291,1.78,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2013,20820910,1.57,26065741,2.63,46886651,2.02,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2014,27259570,1.75,17758832,1.9,45018402,1.81,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2015,39970395,1.96,10055521,1.18,50025916,1.73,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2016,35377361,1.68,20003171,2.29,55380532,1.86,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2017,21285474,1.09,4645000,0.49,25930474,0.9,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2018,26382959,1.25,22816397,2.15,49199356,1.55,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2019,28479753,1.18,29256318,4.9,57736071,1.91,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2020,30328064,1.21,37624371,5.61,67952435,2.14,31
3,Cochabamba,31 GESTIÓN DE RIESGOS,total,2021,25410141,1.26,3678647,1.14,29088788,1.24,31
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2012,90000,0.01,9255690,1.22,9345690,0.52,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2013,270000,0.02,8654477,0.87,8924477,0.38,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2014,180000,0.01,13272230,1.42,13452230,0.54,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2015,180002,0.01,10092630,1.18,10272632,0.35,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2016,325200,0.02,6118543,0.7,6443743,0.22,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2017,305200,0.02,3364342,0.36,3669542,0.13,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2018,255200,0.01,4399998,0.42,4655198,0.15,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2019,514000,0.02,4265022,0.71,4779022,0.16,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2020,697250,0.03,582888,0.09,1280138,0.04,32
3,Cochabamba,32 RECURSOS HÍDRICOS,total,2021,497228,0.02,1307624,0.4,1804852,0.08,32
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2012,8039064,0.77,32928268,4.35,40967332,2.28,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2013,16722846,1.26,26882195,2.71,43605041,1.88,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2014,38792355,2.49,12279601,1.32,51071956,2.05,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2015,39946631,1.95,4491957,0.52,44438588,1.53,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2016,36503072,1.73,8223700,0.94,44726772,1.5,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2017,38811938,1.99,1140726,0.12,39952664,1.38,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2018,34336573,1.62,3160000,0.3,37496573,1.18,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2019,34867494,1.44,250000,0.04,35117494,1.16,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2020,33345564,1.33,440000,0.07,33785564,1.06,33
3,Cochabamba,33 SERVICIOS DE SEGURIDAD CIUDADANA,total,2021,26720882,1.32,2200000,0.68,28920882,1.23,33
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2012,59110160,5.67,24082520,3.18,83192680,4.62,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2013,97998501,7.37,16426008,1.66,114424509,4.93,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2014,99372381,6.39,8306000,0.89,107678381,4.32,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2015,236201266,11.56,802000,0.09,237003266,8.17,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2016,143607137,6.82,8e+05,0.09,144407137,4.85,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2017,117992991,6.04,,0,117992991,4.08,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2018,191315229,9.03,1343755,0.13,192658984,6.06,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2019,149993217,6.2,1986797,0.33,151980014,5.04,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2020,156569885,6.23,232320,0.03,156802205,4.93,34
3,Cochabamba,34 FORTALECIMIENTO INSTITUCIONAL,total,2021,110976208,5.49,4280348,1.32,115256556,4.91,34
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2012,,0,,0,,0,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2013,1401322,0.11,150000,0.02,1551322,0.07,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2014,3234905,0.21,560000,0.06,3794905,0.15,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2015,4992885,0.24,237524,0.03,5230409,0.18,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2016,5185000,0.25,152132,0.02,5337132,0.18,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2017,7497631,0.38,,0,7497631,0.26,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2018,5358708,0.25,,0,5358708,0.17,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2019,9275972,0.38,1754434,0.29,11030406,0.37,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2020,150000,0.01,799998,0.12,949998,0.03,35
3,Cochabamba,35 FOMENTO AL DESARROLLO ECONOMICO LOCAL Y PROMOCIÓN DEL EMPLEO,total,2021,5077361,0.25,,0,5077361,0.22,35
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2012,7147700,0.69,,0,7147700,0.4,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2013,7833500,0.59,90627,0,7924127,0.34,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2014,2650000,0.17,,0,2650000,0.11,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2015,49018,0,,0,49018,0,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2016,48997,0,,0,48997,0,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2017,3042937,0.16,,0,3042937,0.11,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2018,,0,,0,,0,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2019,,0,,0,,0,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2020,,0,,0,,0,97
3,Cochabamba,97 PARTIDAS NO ASIGNABLES A PROGRAMAS - ACTIVOS FINANCIEROS,total,2021,,0,,0,,0,97
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2012,1042634628,100,757398847,100,1800033475,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2013,1329986249,100,992088933,100,2322075182,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2014,1556313744,100,933671684,100,2489985428,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2015,2043936269,100,855751384,100,2899687653,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2016,2105620011,100,872760758,100,2978380769,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2017,1954884172,100,940104610,100,2894988782,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2018,2118498946,100,1059238501,100,3177737447,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2019,2418939606,100,597465373,100,3016404979,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2020,2511264654,100,670867910,100,3182132564,100,98
3,Cochabamba,98 PARTIDAS NO ASIGNABLES A PROGRAMAS - OTRAS TRANSFERENCIAS,total,2021,2022059133,100,323122447,100,2345181580,100,98
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2012,227516946,,,,227516946,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2013,186419902,,,,186419902,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2014,340312888,,,,340312888,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2015,427202380,,,,427202380,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2016,126807941,,,,126807941,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2017,245770809,,,,245770809,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2018,266522103,,,,266522103,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2019,198134930,,,,198134930,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2020,125356139,,,,125356139,,99
3,Cochabamba,99 PARTIDAS NO ASIGNABLES A PROGRAMAS - DEUDAS,total,2021,240038848,,,,240038848,,99
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2012,,0,,0,,0,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2013,13860185,3.7,,0,13860185,1.71,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2014,15242582,3.57,,0,15242582,1.58,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2015,22160052,3.47,,0,22160052,2.01,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2016,23912517,3.91,,0,23912517,2.65,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2017,21895152,4.68,,0,21895152,3.61,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2018,23867854,4.79,,0,23867854,3.5,0
4,Oruro,0 EJECUTIVO MUNICIPAL,total,2019,25281698,3.48,,0,25281698,2.92,0
