municipio,dept,year,area_antropico,area_natural,area_no_def,area_total_ha,antropico_share,natural_share
Capinota,Cochabamba,1998,5750.76717227791,48427.0308173397,,54177.7979896177,10.6146196148097,89.3853803851904
Capinota,Cochabamba,1999,5652.12623594978,48525.6717536682,,54177.797989618,10.4325506862292,89.5674493137708
Capinota,Cochabamba,2000,5702.15321521611,48475.6447744018,,54177.7979896179,10.5248892107221,89.4751107892779
Capinota,Cochabamba,2001,5298.21153327636,48879.5864563418,,54177.7979896181,9.77930393976447,90.2206960602355
Capinota,Cochabamba,2002,5391.82332723387,48785.9746623844,,54177.7979896183,9.95209020541416,90.0479097945858
Capinota,Cochabamba,2003,6393.18586984264,47784.6121197762,,54177.7979896188,11.8003796888675,88.1996203111325
Capinota,Cochabamba,2004,5310.44825549926,48867.3497341191,,54177.7979896183,9.8018901700598,90.1981098299402
Capinota,Cochabamba,2005,5240.45037612914,48937.3476134893,,54177.7979896184,9.67268986667439,90.3273101333256
Capinota,Cochabamba,2006,5563.8351553833,48613.9628342351,,54177.7979896184,10.2695852578753,89.7304147421247
Capinota,Cochabamba,2007,5693.28164550168,48484.5163441167,,54177.7979896184,10.5085142932399,89.4914857067601
Capinota,Cochabamba,2008,6171.66669923712,48006.1312903813,,54177.7979896184,11.3915052443064,88.6084947556936
Capinota,Cochabamba,2009,5957.31001304315,48220.4879765757,,54177.7979896189,10.9958511310937,89.0041488689063
Capinota,Cochabamba,2010,6086.41444698486,48091.383542634,,54177.7979896188,11.2341488078772,88.7658511921229
Capinota,Cochabamba,2011,5725.43714393921,48452.3608456797,,54177.7979896189,10.5678660934803,89.4321339065197
Capinota,Cochabamba,2012,5458.25465102539,48719.5433385933,,54177.7979896187,10.0747074513277,89.9252925486723
Capinota,Cochabamba,2013,5070.21513080444,49107.5828588145,,54177.797989619,9.35847398555391,90.6415260144461
Capinota,Cochabamba,2014,5005.63214710694,49172.165842512,,54177.7979896189,9.23926835872154,90.7607316412785
Capinota,Cochabamba,2015,4998.45176785888,49179.3462217601,,54177.7979896189,9.22601499753947,90.7739850024605
Capinota,Cochabamba,2016,5204.55491384887,48973.2430757702,,54177.797989619,9.60643493640349,90.3935650635965
Capinota,Cochabamba,2017,5357.30635571288,48820.4916339059,,54177.7979896188,9.88837965828624,90.1116203417138
Capinota,Cochabamba,2018,5388.4695441711,48789.328445447,,54177.7979896181,9.94589987803429,90.0541001219657
Capinota,Cochabamba,2019,5455.97365628048,48721.8243333378,,54177.7979896182,10.0704972493086,89.9295027506914
Capinota,Cochabamba,2020,6050.71600565799,48127.0819839606,,54177.7979896186,11.1682575338655,88.8317424661345
Capinota,Cochabamba,2021,6099.47929404303,48078.3186955756,,54177.7979896186,11.258263569907,88.741736430093
Capinota,Cochabamba,2022,6418.56283403925,47759.2351555789,,54177.7979896182,11.8472198432081,88.1527801567919
Capinota,Cochabamba,2023,8776.36179376833,45401.4361958496,,54177.797989618,16.1991851264426,83.8008148735574
Capinota,Cochabamba,2024,9709.52130568246,44468.2766839351,,54177.7979896176,17.9215871924938,82.0784128075062
Caquiaviri,La Paz,1985,47770.6072976681,109644.630070488,,157415.237368156,30.3468762594717,69.6531237405283
Caquiaviri,La Paz,1986,48279.7398912106,109135.497476948,,157415.237368158,30.6703091126403,69.3296908873597
Caquiaviri,La Paz,1987,41892.0373260803,115523.20004207,,157415.237368151,26.6124410994003,73.3875589005997
Caquiaviri,La Paz,1988,40454.360482257,116960.876885894,,157415.237368151,25.6991388880896,74.3008611119104
Caquiaviri,La Paz,1989,37646.3052104075,119768.932157747,,157415.237368155,23.9152866265178,76.0847133734822
Caquiaviri,La Paz,1990,35983.9973046324,121431.240063523,,157415.237368156,22.859284721259,77.140715278741
Caquiaviri,La Paz,1991,38069.2303726757,119346.006995477,,157415.237368153,24.1839551298594,75.8160448701407
Caquiaviri,La Paz,1992,36029.5287861515,121385.708582003,,157415.237368155,22.8882091648392,77.1117908351608
Caquiaviri,La Paz,1993,41643.3504154893,115771.886952662,,157415.237368151,26.4544596264826,73.5455403735174
Caquiaviri,La Paz,1994,38094.442788062,119320.794580089,,157415.237368151,24.1999716323329,75.8000283676671
Caquiaviri,La Paz,1995,41879.7637949893,115535.473573162,,157415.237368151,26.6046441851395,73.3953558148605
Caquiaviri,La Paz,1996,43409.109497937,114006.127870216,,157415.237368152,27.5761801866833,72.4238198133167
Caquiaviri,La Paz,1997,44148.8845788314,113266.352789318,,157415.237368149,28.0461315670348,71.9538684329652
Caquiaviri,La Paz,1998,44179.1030200376,113236.134348113,,157415.237368151,28.0653282100734,71.9346717899266
Caquiaviri,La Paz,1999,42317.575115801,115097.662252349,,157415.23736815,26.8827693070348,73.1172306929652
Caquiaviri,La Paz,2000,42792.8671747012,114622.370193452,,157415.237368153,27.1847045369692,72.8152954630308
Caquiaviri,La Paz,2001,41689.3876591546,115725.849708998,,157415.237368153,26.4837053617967,73.5162946382033
Caquiaviri,La Paz,2002,34495.3326503849,122919.904717767,,157415.237368152,21.9135918651316,78.0864081348685
Caquiaviri,La Paz,2003,36955.0291359507,120460.208232203,,157415.237368153,23.4761448470979,76.5238551529021
Caquiaviri,La Paz,2004,34208.3458404315,123206.891527722,,157415.237368153,21.7312799017207,78.2687200982793
Caquiaviri,La Paz,2005,33612.0233687875,123803.213999366,,157415.237368154,21.3524585870792,78.6475414129208
Caquiaviri,La Paz,2006,37731.9625705825,119683.274797573,,157415.237368156,23.9697015367938,76.0302984632062
Caquiaviri,La Paz,2007,37774.7141727855,119640.523195364,,157415.23736815,23.9968600272419,76.0031399727581
Caquiaviri,La Paz,2008,40670.261950061,116744.975418091,,157415.237368152,25.8362929980814,74.1637070019186
Caquiaviri,La Paz,2009,41620.5078220273,115794.729546128,,157415.237368155,26.4399485830507,73.5600514169493
Caquiaviri,La Paz,2010,41958.4721287117,115456.765239441,,157415.237368153,26.6546446393762,73.3453553606238
Caquiaviri,La Paz,2011,41102.2931403861,116312.944227768,,157415.237368154,26.1107462197311,73.8892537802689
Caquiaviri,La Paz,2012,39522.1429705925,117893.094397561,,157415.237368153,25.106936044673,74.893063955327
Caquiaviri,La Paz,2013,36152.2124147529,121263.024952369,,157415.237367122,22.9661454757643,77.0338545242357
Caquiaviri,La Paz,2014,37077.2650409199,120337.972327234,,157415.237368154,23.5537967358303,76.4462032641697
Caquiaviri,La Paz,2015,38122.881490993,119292.355877164,,157415.237368157,24.2180376743534,75.7819623256467
Caquiaviri,La Paz,2016,36227.0163542295,121188.221013922,,157415.237368152,23.0136656145328,76.9863343854673
Caquiaviri,La Paz,2017,38038.7081607563,119376.5292074,,157415.237368156,24.1645655126721,75.8354344873279
Caquiaviri,La Paz,2018,37110.1712827547,120305.066085403,,157415.237368158,23.5747008378628,76.4252991621372
Caquiaviri,La Paz,2019,37950.5061843877,119464.731183766,,157415.237368154,24.1085341031067,75.8914658968933
Caquiaviri,La Paz,2020,41514.7131280088,115900.524240146,,157415.237368155,26.3727411793792,73.6272588206208
Caquiaviri,La Paz,2021,39664.3726374521,117750.864730706,,157415.237368158,25.1972892209198,74.8027107790802
Caquiaviri,La Paz,2022,42142.1377519764,115273.099616178,,157415.237368154,26.7713205256087,73.2286794743913
Caquiaviri,La Paz,2023,43106.9636268808,114308.273741277,,157415.237368157,27.3842382399511,72.6157617600489
Caquiaviri,La Paz,2024,42315.9211379155,115099.316230243,,157415.237368158,26.8817185968778,73.1182814031222
Caracollo,Oruro,1985,25194.4645044076,210166.940259904,,235361.404764312,10.7045862211934,89.2954137788067
Caracollo,Oruro,1986,35187.7640490431,200173.640715263,,235361.404764306,14.9505243156926,85.0494756843074
Caracollo,Oruro,1987,35344.5785443427,200016.826219958,,235361.404764301,15.0171514228249,84.9828485771751
Caracollo,Oruro,1988,36181.333626405,199180.071137893,,235361.404764298,15.3726706647756,84.6273293352244
Caracollo,Oruro,1989,29111.3198032049,206250.084961107,,235361.404764312,12.3687738150427,87.6312261849573
Caracollo,Oruro,1990,29856.2748731436,205505.129891166,,235361.404764309,12.6852892057819,87.3147107942181
Caracollo,Oruro,1991,25112.490776636,210248.913987675,,235361.404764311,10.6697573469123,89.3302426530878
Caracollo,Oruro,1992,24071.13914336,211290.265620952,,235361.404764312,10.2273094297107,89.7726905702893
Caracollo,Oruro,1993,25906.2281200437,209455.176644273,,235361.404764317,11.0069992767019,88.9930007232982
Caracollo,Oruro,1994,24045.0645798277,211316.340184491,,235361.404764319,10.2162309083367,89.7837690916633
Caracollo,Oruro,1995,30661.1200035293,204700.284760787,,235361.404764317,13.0272505954119,86.9727494045881
Caracollo,Oruro,1996,33697.298113026,201664.106651288,,235361.404764314,14.3172573883852,85.6827426116148
Caracollo,Oruro,1997,32920.0592630932,202441.345501225,,235361.404764318,13.9870253137119,86.0129746862881
Caracollo,Oruro,1998,30742.9660291013,204618.438735208,,235361.404764309,13.0620252117748,86.9379747882252
Caracollo,Oruro,1999,34140.3417307377,201221.063033578,,235361.404764316,14.505497094957,85.494502905043
Caracollo,Oruro,2000,33799.7155694832,201561.689194831,,235361.404764314,14.3607723633913,85.6392276366087
Caracollo,Oruro,2001,35940.74267577,199420.662088547,,235361.404764317,15.2704487431828,84.7295512568172
Caracollo,Oruro,2002,40267.15277201,195094.251992296,,235361.404764306,17.1086473639695,82.8913526360305
Caracollo,Oruro,2003,43845.5696526503,191515.83511166,,235361.40476431,18.6290397512528,81.3709602487472
Caracollo,Oruro,2004,44045.8816235781,191315.52314073,,235361.404764308,18.7141480004701,81.2858519995299
Caracollo,Oruro,2005,47050.6010184588,188310.80374585,,235361.404764309,19.9907886620473,80.0092113379527
Caracollo,Oruro,2006,45217.8860938724,190143.518670435,,235361.404764308,19.2121074987438,80.7878925012562
Caracollo,Oruro,2007,35888.9866418573,199472.418122451,,235361.404764308,15.2484587172636,84.7515412827364
Caracollo,Oruro,2008,24821.2774220162,210540.127342304,,235361.40476432,10.5460270543809,89.4539729456191
Caracollo,Oruro,2009,32429.3821328618,202932.022631439,,235361.404764301,13.7785471519163,86.2214528480837
Caracollo,Oruro,2010,32954.389350574,202407.015413727,,235361.404764301,14.0016114296971,85.9983885703029
Caracollo,Oruro,2011,42288.3081043407,193073.096659972,,235361.404764312,17.9673928045627,82.0326071954373
Caracollo,Oruro,2012,50152.0901213083,185209.314642997,,235361.404764306,21.3085446917396,78.6914553082604
Caracollo,Oruro,2013,52448.8950432713,182912.509721031,,235361.404764303,22.2844077157829,77.7155922842171
Caracollo,Oruro,2014,49911.0406571236,185450.364107183,,235361.404764307,21.2061279575999,78.7938720424001
Caracollo,Oruro,2015,50663.0604754578,184698.344288846,,235361.404764303,21.525645008022,78.474354991978
Caracollo,Oruro,2016,51426.5103963629,183934.89436794,,235361.404764303,21.8500184632492,78.1499815367508
Caracollo,Oruro,2017,44705.2585980039,190656.146166305,,235361.404764309,18.994303098578,81.005696901422
Caracollo,Oruro,2018,49054.8524736093,186306.552290698,,235361.404764307,20.8423520087047,79.1576479912953
Caracollo,Oruro,2019,58114.7487773632,177246.655986936,,235361.404764299,24.6917071367593,75.3082928632408
Caracollo,Oruro,2020,53162.6544916192,182198.750272688,,235361.404764307,22.5876687576949,77.4123312423051
Caracollo,Oruro,2021,55222.151450839,180139.253313462,,235361.404764301,23.4627047311093,76.5372952688907
Caracollo,Oruro,2022,73452.9240579384,161908.480706362,,235361.4047643,31.2085680026838,68.7914319973162
Caracollo,Oruro,2023,52891.0939956224,182470.310768676,,235361.404764298,22.4722885422059,77.5277114577941
Caracollo,Oruro,2024,66492.0191090793,168869.385655222,,235361.404764301,28.2510291675335,71.7489708324665
Caranavi,La Paz,1985,5359.86018944092,150134.775552429,,155494.63574187,3.44697433700453,96.5530256629955
Caranavi,La Paz,1986,2565.91944208375,152928.716299782,,155494.635741866,1.65016589147383,98.3498341085262
Caranavi,La Paz,1987,3059.92463483276,152434.71110704,,155494.635741873,1.96786507793899,98.032134922061
Caranavi,La Paz,1988,3604.62841376953,151890.007328103,,155494.635741872,2.31816898156755,97.6818310184325
Caranavi,La Paz,1989,3680.88929475709,151813.746447117,,155494.635741874,2.367213040627,97.632786959373
Caranavi,La Paz,1990,3761.93187957765,151732.703862298,,155494.635741875,2.41933225646609,97.5806677435339
Caranavi,La Paz,1991,3772.01623384401,151722.619508033,,155494.635741877,2.42581759547358,97.5741824045264
Caranavi,La Paz,1992,3788.80158890382,151705.834152974,,155494.635741878,2.4366124084134,97.5633875915866
Caranavi,La Paz,1993,3779.59795642091,151715.037785451,,155494.635741872,2.43069346951314,97.5693065304869
Caranavi,La Paz,1994,3868.62080228273,151626.014939589,,155494.635741871,2.48794486306578,97.5120551369342
Caranavi,La Paz,1995,4221.87160168459,151272.764140187,,155494.635741872,2.71512363210593,97.2848763678941
Caranavi,La Paz,1996,3829.10556766359,151665.530174205,,155494.635741869,2.46253225996821,97.5374677400318
Caranavi,La Paz,1997,4103.01986315919,151391.615878711,,155494.635741871,2.63868900916327,97.3613109908367
Caranavi,La Paz,1998,4304.94131791381,151189.694423959,,155494.635741873,2.76854651440207,97.2314534855979
Caranavi,La Paz,1999,4625.15271953126,150869.483022342,,155494.635741874,2.97447734930816,97.0255226506918
Caranavi,La Paz,2000,4703.7015697571,150790.934172114,,155494.635741871,3.02499282198099,96.975007178019
Caranavi,La Paz,2001,5117.5508534668,150377.084888404,,155494.635741871,3.29114302178386,96.7088569782162
Caranavi,La Paz,2002,5268.56572698974,150226.07001488,,155494.63574187,3.3882620463743,96.6117379536257
Caranavi,La Paz,2003,5971.73008601072,149522.905655859,,155494.63574187,3.84047337550869,96.1595266244913
Caranavi,La Paz,2004,6207.85293168943,149286.782810178,,155494.635741868,3.99232610312996,96.0076738968701
Caranavi,La Paz,2005,6968.93196846921,148525.703773398,,155494.635741867,4.48178288287588,95.5182171171241
Caranavi,La Paz,2006,7792.19701293326,147702.438728939,,155494.635741872,5.01123204395852,94.9887679560415
Caranavi,La Paz,2007,8014.8302275817,147479.805514291,,155494.635741873,5.1544094684312,94.8455905315688
Caranavi,La Paz,2008,7672.21678560175,147822.418956272,,155494.635741874,4.93407167970595,95.065928320294
Caranavi,La Paz,2009,7329.67510919797,148164.960632674,,155494.635741872,4.71378004406888,95.2862199559311
Caranavi,La Paz,2010,8093.66141070551,147400.974331167,,155494.635741872,5.20510651193224,94.7948934880678
Caranavi,La Paz,2011,8755.86070555411,146738.775036318,,155494.635741872,5.63097283953207,94.3690271604679
Caranavi,La Paz,2012,9130.20580794057,146364.429933929,,155494.63574187,5.87171754471148,94.1282824552885
Caranavi,La Paz,2013,9217.27754794914,146277.358193923,,155494.635741872,5.92771416452606,94.0722858354739
Caranavi,La Paz,2014,9477.96632966298,146016.669412207,,155494.63574187,6.09536546675279,93.9046345332472
Caranavi,La Paz,2015,10013.9002850097,145480.735456862,,155494.635741872,6.440029417885,93.559970582115
Caranavi,La Paz,2016,11001.3056724547,144493.330069418,,155494.635741873,7.0750387111214,92.9249612888786
Caranavi,La Paz,2017,11295.9663070006,144198.669434872,,155494.635741872,7.26453761771715,92.7354623822828
Caranavi,La Paz,2018,12316.7752897581,143177.860452113,,155494.635741872,7.9210290637965,92.0789709362035
Caranavi,La Paz,2019,13628.1886870237,141866.447054853,,155494.635741877,8.76441082485103,91.235589175149
Caranavi,La Paz,2020,15647.5750116635,139847.060730212,,155494.635741875,10.0630963486347,89.9369036513653
Caranavi,La Paz,2021,16881.066016583,138613.569725292,,155494.635741875,10.8563655177186,89.1436344822814
Caranavi,La Paz,2022,16942.6948904965,138551.940851379,,155494.635741876,10.8959996013121,89.1040003986879
Caranavi,La Paz,2023,24931.3800675108,130563.255674368,,155494.635741879,16.0335949523667,83.9664050476333
Caranavi,La Paz,2024,26179.2793049681,129315.356436901,,155494.63574187,16.8361301854987,83.1638698145014
Carangas,Oruro,1985,24.813992010498,25538.1643456767,,25562.9783376872,0.097070034965038,99.902929965035
Carangas,Oruro,1986,29.3882862243652,25533.5900514628,,25562.9783376872,0.114964249611863,99.8850357503881
Carangas,Oruro,1987,24.8140493347168,25538.1642883525,,25562.9783376872,0.0970702592120644,99.9029297407879
Carangas,Oruro,1988,33.0305631591797,25529.947774528,,25562.9783376872,0.129212499118239,99.8707875008818
Carangas,Oruro,1989,27.0165821533203,25535.9617555338,,25562.9783376872,0.105686363288468,99.8943136367115
Carangas,Oruro,1990,28.4564937744141,25534.5218439127,,25562.9783376871,0.111319163982004,99.888680836018
Carangas,Oruro,1991,29.3035931396484,25533.6747445475,,25562.9783376871,0.114632938120698,99.8853670618793
Carangas,Oruro,1992,27.4396452880859,25535.5386923991,,25562.9783376871,0.107341347027752,99.8926586529723
Carangas,Oruro,1993,29.9812742126465,25532.9970634745,,25562.9783376871,0.117283963615638,99.8827160363844
Carangas,Oruro,1994,27.6941457763672,25535.2841919108,,25562.9783376871,0.108336929330093,99.8916630706699
Carangas,Oruro,1995,26.6772915893555,25536.3010460978,,25562.9783376871,0.104359090075297,99.8956409099247
Carangas,Oruro,1996,25.8297182373047,25537.1486194498,,25562.9783376872,0.101043461744144,99.8989565382558
Carangas,Oruro,1997,29.3034066833496,25533.6749310038,,25562.9783376871,0.114632208720953,99.8853677912791
Carangas,Oruro,1998,26.9315188781738,25536.0468188089,,25562.9783376871,0.105353603646681,99.8946463963533
Carangas,Oruro,1999,27.015900769043,25535.9624369181,,25562.9783376871,0.105683697776381,99.8943163022236
Carangas,Oruro,2000,22.187890802002,25540.7904468851,,25562.9783376871,0.0867969706381618,99.9132030293618
Carangas,Oruro,2001,31.6749166015625,25531.3034210856,,25562.9783376871,0.12390933553648,99.8760906644635
Carangas,Oruro,2002,22.1034817077637,25540.8748559794,,25562.9783376871,0.0864667700914053,99.9135332299086
Carangas,Oruro,2003,32.3533428710937,25530.624994816,,25562.9783376871,0.126563276171132,99.8734367238289
Carangas,Oruro,2004,29.6421182067871,25533.3362194803,,25562.9783376871,0.115957216781294,99.8840427832187
Carangas,Oruro,2005,21.9340066955566,25541.0443309916,,25562.9783376871,0.0858037995643866,99.9141962004356
Carangas,Oruro,2006,24.6446087402344,25538.3337289469,,25562.9783376872,0.0964074233239918,99.903592576676
Carangas,Oruro,2007,31.590961920166,25531.387375767,,25562.9783376872,0.123580912610609,99.8764190873894
Carangas,Oruro,2008,22.6962309387207,25540.2821067484,,25562.9783376872,0.0887855500986752,99.9112144499013
Carangas,Oruro,2009,21.5105641601563,25541.467773527,,25562.9783376872,0.0841473316450123,99.915852668355
Carangas,Oruro,2010,20.8326292907715,25542.1457083964,,25562.9783376872,0.08149531332215,99.9185046866778
Carangas,Oruro,2011,33.7928788696289,25529.1854588175,,25562.9783376872,0.132194607464063,99.8678053925359
Carangas,Oruro,2012,33.7934557067871,25529.1848819804,,25562.9783376872,0.132196863997517,99.8678031360025
Carangas,Oruro,2013,24.3907482727051,25538.5875894145,,25562.9783376872,0.0954143447234633,99.9045856552765
Carangas,Oruro,2014,22.4424720703125,25540.5358656168,,25562.9783376872,0.0877928689444839,99.9122071310555
Carangas,Oruro,2015,19.6468357727051,25543.3315019145,,25562.9783376872,0.0768565990753119,99.9231434009247
Carangas,Oruro,2016,17.1057460205078,25545.8725916667,,25562.9783376872,0.0669160916796969,99.9330839083203
Carangas,Oruro,2017,17.783363873291,25545.1949738139,,25562.9783376872,0.0695668698630206,99.930433130137
Carangas,Oruro,2018,17.868053503418,25545.1102841838,,25562.9783376872,0.0698981678401507,99.9301018321599
Carangas,Oruro,2019,18.7994567504883,25544.1788809367,,25562.9783376872,0.0735417309444434,99.9264582690556
Carangas,Oruro,2020,19.2227225097656,25543.7556151774,,25562.9783376872,0.0751975073320223,99.924802492668
Carangas,Oruro,2021,24.4734847351074,25538.5048529522,,25562.9783376873,0.0957380020896328,99.9042619979104
Carangas,Oruro,2022,18.7991641357422,25544.1791735514,,25562.9783376872,0.0735405862627002,99.9264594137373
Carangas,Oruro,2023,38.1909118774414,25524.7874258096,,25562.978337687,0.149399304623035,99.850600695377
Carangas,Oruro,2024,87.6589447937012,25475.3193928934,,25562.9783376871,0.342913660668668,99.6570863393313
Caraparí,Tarija,1985,10409.6652639832,301309.118096911,0.248884753417969,311719.032245648,3.33943846450155,96.6604816928428
Caraparí,Tarija,1986,10086.299704718,301632.40061187,0.331929058837891,311719.032245647,3.23570223866524,96.7641912779236
Caraparí,Tarija,1987,10300.5857889099,301417.78267778,0.663778961181641,311719.032245651,3.30444558187659,96.6953414766946
Caraparí,Tarija,1988,9573.29904340206,302145.567447356,0.165754895019531,311719.032245653,3.07113074695347,96.928816078592
Caraparí,Tarija,1989,9581.29493314815,302137.156718693,0.580593817138672,311719.032245658,3.07369584209327,96.9261179024148
Caraparí,Tarija,1990,10425.8085322266,301292.22868345,0.99502998046875,311719.032245657,3.34461725263225,96.655063540044
Caraparí,Tarija,1991,10715.7658356995,301002.271294915,0.9951150390625,311719.032245653,3.43763605273059,96.5620447126587
Caraparí,Tarija,1992,9971.25105623777,301747.03437306,0.746816357421875,311719.032245655,3.19879443497687,96.8009659850552
Caraparí,Tarija,1993,9400.09017802731,302318.776081284,0.165986346435547,311719.032245658,3.01556504596721,96.9843817053283
Caraparí,Tarija,1994,8828.55691945185,302890.226569263,0.248756939697266,311719.032245655,2.83221619669805,97.1677040016492
Caraparí,Tarija,1995,8193.80919187009,303525.22305379,0,311719.03224566,2.62858803738769,97.3714119626123
Caraparí,Tarija,1996,9001.24767269892,302717.452550737,0.332022216796875,311719.032245652,2.88761568642541,97.1122778002782
Caraparí,Tarija,1997,9012.87072273553,302705.912620928,0.248901989746094,311719.032245653,2.89134438080536,97.1085757710096
Caraparí,Tarija,1998,9655.74372952265,302061.96163371,1.32688242797852,311719.032245661,3.09757914361581,96.9019951902263
Caraparí,Tarija,1999,10446.4497167236,301272.001741819,0.580787121582031,311719.032245664,3.35123898000903,96.6485747024866
Caraparí,Tarija,2000,12719.9464838989,298998.422258955,0.663502795410156,311719.032245649,4.08058064092635,95.9192065062393
Caraparí,Tarija,2001,12882.1772965393,298836.274109937,0.580839172363281,311719.032245649,4.13262456377303,95.8671891020246
Caraparí,Tarija,2002,13770.9399561095,297947.345759098,0.746530444335937,311719.032245652,4.41774114878466,95.5820193629688
Caraparí,Tarija,2003,14358.1956062255,297359.591885815,1.24475361328125,311719.032245653,4.60613376821675,95.3934669126899
Caraparí,Tarija,2004,14345.0345041137,297372.421369203,1.57637232666016,311719.032245643,4.60191166409416,95.3975826329607
Caraparí,Tarija,2005,13344.0777079223,298373.71005413,1.24448359985352,311719.032245652,4.28080300769266,95.7187977598348
Caraparí,Tarija,2006,14297.2672511657,297421.267159559,0.497834918212891,311719.032245643,4.58658784744945,95.4132524462552
Caraparí,Tarija,2007,15290.3601366088,296427.42741928,1.2446897644043,311719.032245654,4.90517374779962,95.0944269535899
Caraparí,Tarija,2008,15662.5157481079,296055.521097253,0.995400286865234,311719.032245648,5.0245619060453,94.975118767836
Caraparí,Tarija,2009,14851.6083837585,296865.930338025,1.49352386474609,311719.032245648,4.76442143322671,95.2350994417568
Caraparí,Tarija,2010,14788.2746681152,296929.180977427,1.57660010986328,311719.032245652,4.74410386865991,95.2553903553217
Caraparí,Tarija,2011,14061.6242125243,297655.997376763,1.41065635986328,311719.032245647,4.51099315663319,95.4885543023879
Caraparí,Tarija,2012,14253.0778320923,297464.46142234,1.4929912109375,311719.032245643,4.57241180604604,95.4271092398137
Caraparí,Tarija,2013,15363.7391221313,296353.136690201,2.15643331298828,311719.032245646,4.92871385216675,95.0705943603291
Caraparí,Tarija,2014,15060.1743157775,296658.774948778,0.0829810974121094,311719.032245653,4.83132974181353,95.1686436377081
Caraparí,Tarija,2015,15649.3421225585,296069.275506685,0.414616412353516,311719.032245656,5.02033578438217,94.9795312059619
Caraparí,Tarija,2016,16194.8438300413,295523.93963457,0.248781036376953,311719.032245648,5.19533366742878,94.8045865231882
Caraparí,Tarija,2017,16454.4882634214,295264.378123761,0.165858465576172,311719.032245649,5.27862804682858,94.7213187454913
Caraparí,Tarija,2018,16074.9315949828,295643.271157986,0.82949267578125,311719.032245645,5.1568656168274,94.8428682805
Caraparí,Tarija,2019,16900.6534162779,294816.968401973,1.41042741088867,311719.032245662,5.42175859283392,94.5777889396344
Caraparí,Tarija,2020,17664.5192087706,294053.766044933,0.746991955566406,311719.032245659,5.66680804874614,94.3329523149538
Caraparí,Tarija,2021,18024.5522401365,293693.733217689,0.746787835693359,311719.032245661,5.7823072625003,94.2174531666816
Caraparí,Tarija,2022,18225.8880971434,293493.144148518,0,311719.032245661,5.84689615062702,94.153103849373
Caraparí,Tarija,2023,21748.8939493711,289970.138296258,0,311719.032245629,6.97708246836637,93.0229175316336
Caraparí,Tarija,2024,24282.5062264831,287436.526019146,0,311719.032245629,7.78986963085041,92.2101303691496
Caripuyo,Potosi,1985,390.845131292724,51280.7837530327,,51671.6288843254,0.756401800623876,99.2435981993761
Caripuyo,Potosi,1986,208.767586145019,51462.8612981805,,51671.6288843255,0.404027491783499,99.5959725082165
Caripuyo,Potosi,1987,148.732025933838,51522.8968583921,,51671.6288843259,0.287840792220417,99.7121592077796
Caripuyo,Potosi,1988,185.732386560058,51485.8964977648,,51671.6288843248,0.359447516113436,99.6405524838866
Caripuyo,Potosi,1989,247.13388015747,51424.495004168,,51671.6288843255,0.47827770382605,99.521722296174
Caripuyo,Potosi,1990,291.440805694579,51380.1880786302,,51671.6288843248,0.56402480817281,99.4359751918272
Caripuyo,Potosi,1991,345.01587312622,51326.6130111994,,51671.6288843256,0.667708528985195,99.3322914710148
Caripuyo,Potosi,1992,341.526122650147,51330.1027616751,,51671.6288843252,0.660954821870828,99.3390451781292
Caripuyo,Potosi,1993,358.960584509277,51312.6682998153,,51671.6288843246,0.694695701025546,99.3053042989745
Caripuyo,Potosi,1994,294.747324597169,51376.8815597286,,51671.6288843258,0.570423907589602,99.4295760924104
Caripuyo,Potosi,1995,324.683180895998,51346.9457034286,,51671.6288843246,0.628358710391837,99.3716412896082
Caripuyo,Potosi,1996,370.098497076417,51301.5303872489,,51671.6288843254,0.716250880933012,99.283749119067
Caripuyo,Potosi,1997,395.524731103515,51276.1041532215,,51671.628884325,0.765458220775193,99.2345417792248
Caripuyo,Potosi,1998,376.641196014403,51294.9876883102,,51671.6288843246,0.728912953097678,99.2710870469023
Caripuyo,Potosi,1999,385.572955743408,51286.0559285822,,51671.6288843256,0.746198569831365,99.2538014301686
Caripuyo,Potosi,2000,441.701182061766,51229.9277022637,,51671.6288843254,0.854823413929101,99.1451765860709
Caripuyo,Potosi,2001,543.669851116938,51127.9590332086,,51671.6288843255,1.05216317514205,98.947836824858
Caripuyo,Potosi,2002,561.191533276362,51110.4373510492,,51671.6288843256,1.08607285156942,98.9139271484306
Caripuyo,Potosi,2003,585.172670745843,51086.456213578,,51671.6288843239,1.13248349893489,98.8675165010651
Caripuyo,Potosi,2004,545.463084753411,51126.1657995725,,51671.628884326,1.05563361661097,98.944366383389
Caripuyo,Potosi,2005,421.642179809571,51249.9867045159,,51671.6288843255,0.816003267002631,99.1839967329974
Caripuyo,Potosi,2006,429.129901934815,51242.4989823907,,51671.6288843256,0.83049424065087,99.1695057593491
Caripuyo,Potosi,2007,463.068924200439,51208.5599601246,,51671.628884325,0.896176362539472,99.1038236374605
Caripuyo,Potosi,2008,462.218851605224,51209.4100327203,,51671.6288843255,0.894531218746691,99.1054687812533
Caripuyo,Potosi,2009,492.755870538331,51178.8730137868,,51671.6288843251,0.953629450392286,99.0463705496077
Caripuyo,Potosi,2010,589.543509423822,51082.0853749013,,51671.6288843252,1.14094237428359,98.8590576257164
Caripuyo,Potosi,2011,670.51381414794,51001.1150701772,,51671.6288843251,1.29764404301824,98.7023559569818
